Passenger ID,Longest Run
13589,1
14608,1
14977,1
3240,1
8780,1
9193,1
11437,1
11491,1
12965,1
14870,1
15029,1
15452,1
15474,1
10049,1
10209,1
12894,1
12962,1
12980,1
14035,1
14328,1
14415,1
15283,1
2013,1
2828,1
7989,1
10635,1
12888,1
13439,1
13517,1
14139,1
14474,1
14436,1
14453,1
10007,1
9578,1
12972,1
14197,1
14564,1
15097,1
15046,1
1588,1
6744,1
10286,1
13575,1
13531,1
14534,1
14538,1
14828,1
14975,1
15014,1
10070,1
11493,1
11445,1
11476,1
12462,1
12857,1
13303,1
14040,1
14154,1
14656,1
14833,1
15034,1
15199,1
15159,1
15252,1
7970,1
9110,1
9189,1
12870,1
13339,1
14407,1
14638,1
14861,1
14862,1
140,1
2037,1
6941,1
9123,1
11444,1
10885,1
12279,1
12770,1
12750,1
14488,1
14988,1
15027,1
2056,1
5868,1
6917,1
11492,1
11992,1
13342,1
14853,1
15050,1
15223,1
15276,1
2312,1
2882,1
2898,1
12349,1
13859,1
14132,1
14113,1
14354,1
14404,1
14451,1
14852,1
14954,1
15245,1
15435,1
10342,1
7323,1
10984,1
11278,1
11616,1
14804,1
11978,1
12896,1
13351,1
14949,1
14903,1
14978,1
15064,1
15471,1
146,1
9117,1
11321,1
12474,1
12631,1
12994,1
13036,1
15237,1
15208,1
5864,1
7472,1
8683,1
10650,1
14417,1
14841,1
15465,1
3282,1
7931,1
8451,1
10966,1
13356,1
14445,1
14972,1
14998,1
15403,1
2364,1
3774,1
5900,1
12966,1
13063,1
13226,1
14079,1
14847,1
14815,1
15478,1
7289,1
11641,1
12442,1
12867,1
14163,1
14355,1
2344,1
6907,1
6996,1
10215,1
11419,1
12346,1
12491,1
14967,1
3272,1
7925,1
8484,1
10928,1
11905,1
12500,1
12936,1
13529,1
14198,1
14387,1
15098,1
15482,1
2337,1
6612,1
14031,1
14104,1
14495,1
14603,1
14989,1
6999,1
12743,1
13825,1
10835,1
14389,1
14643,1
15259,1
8753,1
9519,1
11862,1
12460,1
12903,1
14396,1
14500,1
10223,1
11661,1
14826,1
15010,1
15074,1
15432,1
7906,1
11248,1
11988,1
12472,1
12677,1
12824,1
12827,1
13213,1
13300,1
14166,1
8615,1
10249,1
10211,1
12237,1
13049,1
13855,1
14339,1
14654,1
14637,1
15241,1
15413,1
3793,1
11210,1
13403,1
14518,1
14615,1
14882,1
14890,1
14896,1
2071,1
6980,1
12365,1
12879,1
12974,1
13761,1
14363,1
14444,1
14483,1
14823,1
14864,1
14906,1
15057,1
2837,1
2849,1
6992,1
7009,1
10091,1
11918,1
12877,1
13029,1
13844,1
14640,1
15066,1
10268,1
11611,1
12904,1
14080,1
14403,1
14918,1
15247,1
15408,1
2384,1
6691,1
8532,1
12650,1
12737,1
12729,1
12804,1
14126,1
14152,1
14941,1
15039,1
15189,1
15466,1
10998,1
10851,1
12691,1
12849,1
13375,1
14508,1
14811,1
14968,1
15419,1
15463,1
8790,1
11479,1
12390,1
12605,1
13408,1
7231,1
14353,1
15476,1
54,1
2014,1
11298,1
11659,1
11942,1
11915,1
12296,1
12475,1
12909,1
13087,1
13388,1
8740,1
10734,1
12291,1
14134,1
14382,1
14476,1
14434,1
14527,1
15451,1
3232,1
7102,1
7408,1
10207,1
11640,1
13321,1
14454,1
14685,1
14825,1
15031,1
6608,1
8652,1
10197,1
11471,1
11446,1
11601,1
12319,1
12808,1
12964,1
13449,1
13458,1
14165,1
14143,1
14952,1
15218,1
15231,1
15458,1
48,1
2375,1
6245,1
6665,1
6990,1
7108,1
7272,1
8707,1
11257,1
12954,1
13099,1
14416,1
14585,1
15464,1
5,1
2368,1
6914,1
7037,1
10014,1
12445,1
13496,1
13805,1
14473,1
14905,1
15415,1
15495,1
5824,1
11893,1
14034,1
14108,1
14889,1
15230,1
6284,1
9197,1
12353,1
12861,1
14425,1
15410,1
2085,1
12216,1
14818,1
14880,1
14990,1
14980,1
14931,1
14942,1
15468,1
2374,1
7425,1
7434,1
11981,1
12996,1
12925,1
12989,1
13305,1
14431,1
14932,1
15243,1
11697,1
11984,1
13097,1
13326,1
14616,1
15431,1
6686,1
6617,1
8712,1
12839,1
13088,1
13328,1
14486,1
14281,1
2845,1
6660,1
7441,1
12978,1
14334,1
14264,1
15469,1
10108,1
10986,1
11455,1
11933,1
12236,1
12370,1
12817,1
14137,1
14153,1
14448,1
15204,1
15236,1
15457,1
41,1
8322,1
11971,1
12992,1
12946,1
13026,1
13827,1
14066,1
14620,1
2365,1
7432,1
8367,1
12675,1
14891,1
15460,1
5844,1
7275,1
11477,1
11606,1
12226,1
12395,1
13030,1
13302,1
14183,1
14854,1
14838,1
14943,1
15028,1
15232,1
6659,1
11658,1
13004,1
14887,1
14970,1
14979,1
15264,1
15473,1
15443,1
5874,1
13369,1
14099,1
14930,1
15075,1
15409,1
9186,1
11700,1
14855,1
14872,1
15277,1
15439,1
6670,1
6935,1
7270,1
13341,1
13568,1
14452,1
14429,1
14914,1
15058,1
10100,1
10142,1
14111,1
14348,1
14430,1
14845,1
15043,1
15086,1
15441,1
2876,1
3277,1
6605,1
7142,1
12339,1
12842,1
14033,1
14938,1
14964,1
3212,1
11665,1
11994,1
14155,1
14182,1
14115,1
14147,1
14314,1
14827,1
15416,1
10761,1
10735,1
12864,1
13429,1
15081,1
7473,1
11447,1
13053,1
14164,1
14490,1
14494,1
14867,1
2819,1
6215,1
6958,1
11497,1
12678,1
12884,1
14803,1
14947,1
14996,1
14915,1
15092,1
15453,1
107,1
6203,1
3501,1
11937,1
11960,1
12479,1
13070,1
13389,1
13340,1
13349,1
14411,1
14433,1
14806,1
15414,1
3562,1
7480,1
8392,1
11356,1
12410,1
13224,1
13778,1
13814,1
14561,1
14689,1
15007,1
2305,1
3254,1
5801,1
7260,1
7930,1
10061,1
11929,1
12487,1
12609,1
12724,1
2078,1
2087,1
12359,1
13320,1
14174,1
15268,1
14255,1
11666,1
11664,1
12245,1
14526,1
14873,1
14295,1
6641,1
10901,1
12988,1
13071,1
14802,1
14987,1
5532,1
8731,1
12819,1
12822,1
12931,1
14898,1
14897,1
15072,1
15077,1
15433,1
35,1
2915,1
6285,1
7494,1
11903,1
11951,1
12313,1
13092,1
13322,1
14106,1
14836,1
14928,1
15215,1
3740,1
10990,1
10995,1
12905,1
14426,1
15213,1
6693,1
7416,1
8697,1
9195,1
10961,1
13718,1
14122,1
14440,1
2855,1
11436,1
11646,1
14181,1
14568,1
15266,1
15496,1
7190,1
11995,1
12309,1
12608,1
12846,1
14983,1
15078,1
6207,1
6739,1
10213,1
12382,1
12378,1
12441,1
13774,1
14395,1
14457,1
15484,1
8730,1
11617,1
12700,1
12970,1
14834,1
15089,1
55,1
7267,1
9173,1
12995,1
13379,1
14817,1
100,1
6910,1
6966,1
9155,1
10133,1
10381,1
11603,1
11959,1
15068,1
161,1
6965,1
13319,1
14107,1
14159,1
14497,1
15022,1
15063,1
6653,1
8606,1
11415,1
10137,1
11935,1
14146,1
14386,1
14842,1
14807,1
14937,1
14912,1
5542,1
7455,1
11623,1
12480,1
12957,1
13362,1
13724,1
14086,1
14383,1
14851,1
15265,1
15481,1
8744,1
11227,1
12629,1
13083,1
14504,1
2357,1
11401,1
13793,1
13882,1
15444,1
15422,1
136,1
7150,1
8564,1
13350,1
15406,1
11424,1
11669,1
14130,1
14305,1
14471,1
14822,1
14900,1
14929,1
15210,1
15498,1
10062,1
11235,1
11488,1
14901,1
14927,1
15227,1
15287,1
7330,1
10078,1
11901,1
12831,1
13387,1
13527,1
14378,1
15087,1
15214,1
15434,1
194,1
7035,1
12845,1
12944,1
13082,1
13327,1
14027,1
14878,1
6264,1
10602,1
11489,1
13333,1
14923,1
15448,1
2077,1
2881,1
5816,1
8602,1
10287,1
13569,1
14189,1
14981,1
15006,1
15273,1
6389,1
6624,1
8528,1
10068,1
11985,1
12288,1
12225,1
12661,1
13010,1
13834,1
14127,1
14971,1
15269,1
12320,1
14478,1
14424,1
14843,1
15300,1
15461,1
8308,1
8649,1
13413,1
14083,1
14116,1
14530,1
15008,1
15201,1
5835,1
6997,1
11656,1
12383,1
13014,1
14442,1
14866,1
15099,1
12818,1
12915,1
15021,1
2839,1
6374,1
7479,1
9141,1
10028,1
10400,1
14859,1
14994,1
14227,1
15475,1
10343,1
10,1
77,1
8728,1
10755,1
11443,1
11908,1
12282,1
13366,1
15095,1
15054,1
15298,1
15282,1
15488,1
8302,1
8787,1
12624,1
14103,1
14369,1
14821,1
14969,1
15261,1
15295,1
15407,1
2395,1
5860,1
8421,1
8657,1
11691,1
11673,1
11943,1
12802,1
12928,1
14844,1
14940,1
14925,1
15082,1
15249,1
15212,1
11453,1
14982,1
12892,1
14063,1
14960,1
14973,1
15041,1
10027,1
10129,1
12825,1
12901,1
7211,1
14061,1
14438,1
14428,1
14259,1
14839,1
14986,1
15420,1
6513,1
6726,1
11414,1
12485,1
12660,1
13061,1
13281,1
13852,1
14342,1
14398,1
14468,1
181,1
8418,1
12224,1
12832,1
13392,1
14376,1
14835,1
14907,1
14950,1
3215,1
11431,1
12425,1
12670,1
12823,1
13543,1
13756,1
13883,1
14388,1
14306,1
14939,1
15000,1
15011,1
7422,1
10700,1
11295,1
12829,1
12812,1
12960,1
14121,1
14951,1
14913,1
8468,1
12469,1
14133,1
14251,1
14885,1
15035,1
15297,1
15423,1
15489,1
113,1
1543,1
2321,1
8795,1
9122,1
12268,1
12805,1
13334,1
14330,1
15020,1
15019,1
15418,1
8456,1
14185,1
24,1
11688,1
11681,1
13888,1
14480,1
15288,1
15477,1
15467,1
15490,1
15486,1
70,1
3219,1
8613,1
9190,1
10065,1
10750,1
12266,1
9580,1
12923,1
14322,1
15025,1
11620,1
13042,1
14171,1
15084,1
15293,1
15412,1
2878,1
12814,1
14572,1
14630,1
6643,1
10752,1
11866,1
12953,1
13043,1
7294,1
13436,1
14119,1
14908,1
15088,1
15233,1
15222,1
2009,1
2359,1
3241,1
8794,1
10993,1
11980,1
12610,1
12835,1
13035,1
14368,1
14485,1
6919,1
7419,1
10059,1
11622,1
12277,1
14184,1
15446,1
9137,1
12215,1
12876,1
13058,1
14120,1
13358,1
13816,1
14321,1
14959,1
15492,1
2843,1
8494,1
8668,1
11685,1
14991,1
14922,1
15195,1
11920,1
14491,1
14919,1
14955,1
14995,1
14920,1
15052,1
2016,1
2330,1
5810,1
8634,1
10916,1
11465,1
12217,1
12843,1
12847,1
12816,1
14916,1
14934,1
15417,1
8488,1
8677,1
9135,1
11819,1
12907,1
14019,1
14109,1
14609,1
14899,1
14976,1
15500,1
15493,1
3731,1
7345,1
8768,1
9194,1
12308,1
12324,1
13570,1
13877,1
14123,1
2352,1
7478,1
12769,1
12976,1
13018,1
13476,1
13854,1
14552,1
14877,1
14953,1
15294,1
90,1
60,1
6698,1
6761,1
7314,1
7491,1
9134,1
12426,1
13072,1
13548,1
14114,1
14886,1
15250,1
3268,1
8741,1
13310,1
14005,1
14460,1
14805,1
15442,1
15428,1
5502,1
11480,1
11983,1
13013,1
14400,1
14502,1
14858,1
15045,1
15487,1
10239,1
10692,1
12681,1
13503,1
14176,1
10777,1
11236,1
11464,1
13055,1
13211,1
14857,1
15437,1
200,1
145,1
10126,1
10790,1
11439,1
12263,1
14849,1
15016,1
15211,1
6651,1
6684,1
8630,1
11270,1
11454,1
13323,1
13352,1
13891,1
14199,1
14910,1
15217,1
11244,1
11413,1
11859,1
12209,1
14820,1
10221,1
10245,1
11913,1
12623,1
13421,1
14405,1
14868,1
15094,1
2367,1
6609,1
6723,1
11429,1
11977,1
12930,1
14081,1
14301,1
14421,1
14957,1
14924,1
14956,1
15109,1
15450,1
2990,1
2936,1
7942,1
12851,1
13006,1
13376,1
13434,1
13849,1
13815,1
14002,1
14840,1
14933,1
15251,1
15229,1
5804,1
7300,1
10951,1
11696,1
11989,1
12211,1
12643,1
13325,1
13359,1
14046,1
14469,1
14816,1
14962,1
14966,1
3747,1
3780,1
6662,1
11684,1
12342,1
12752,1
14138,1
14340,1
14487,1
14577,1
15411,1
6683,1
12807,1
12952,1
13075,1
13032,1
14178,1
14346,1
14946,1
15285,1
2039,1
6945,1
8547,1
11647,1
12975,1
14179,1
14463,1
14893,1
14992,1
14985,1
71,1
2307,1
10051,1
11481,1
12726,1
14285,1
14883,1
14926,1
2931,1
5846,1
6679,1
6636,1
10759,1
10952,1
13307,1
14372,1
14379,1
14467,1
15235,1
15226,1
11968,1
13395,1
14435,1
198,1
2084,1
5807,1
7474,1
7295,1
7915,1
11671,1
13373,1
13785,1
13867,1
14357,1
14884,1
15256,1
15246,1
6238,1
7458,1
10031,1
11231,1
11934,1
11944,1
11974,1
12253,1
12803,1
12999,1
13089,1
13324,1
13464,1
14902,1
15424,1
15436,1
11907,1
12456,1
12616,1
13386,1
13512,1
14319,1
14911,1
15472,1
158,1
6971,1
8617,1
11612,1
13019,1
13455,1
14162,1
2890,1
7154,1
11261,1
11203,1
11657,1
12345,1
13361,1
14167,1
14456,1
15205,1
15456,1
6982,1
10039,1
11924,1
10337,1
13335,1
2,1
11678,1
11668,1
11999,1
12289,1
12673,1
14819,1
149,1
131,1
2302,1
3274,1
7313,1
7918,1
9180,1
12924,1
12984,1
15255,1
15427,1
10888,1
6967,1
11966,1
12967,1
13382,1
14045,1
15055,1
15225,1
5878,1
8781,1
12932,1
14161,1
14543,1
14965,1
3224,1
11955,1
12416,1
12985,1
10821,1
14865,1
14239,1
124,1
2073,1
9167,1
9115,1
11916,1
12860,1
14043,1
14869,1
15009,1
6250,1
6614,1
7415,1
9644,1
11448,1
12820,1
15067,1
2011,1
9185,1
11902,1
10305,1
12869,1
14948,1
3248,1
6627,1
9143,1
9608,1
10655,1
12848,1
13864,1
14149,1
14323,1
14699,1
14652,1
14894,1
14963,1
15080,1
7964,1
7922,1
12649,1
13308,1
13576,1
2341,1
2995,1
10959,1
12490,1
13269,1
13315,1
14625,1
14895,1
15258,1
8737,1
14557,1
14655,1
14875,1
15017,1
15103,1
15289,1
15421,1
7426,1
7297,1
8719,1
11421,1
11925,1
11945,1
13598,1
14432,1
14449,1
14409,1
15150,1
2362,1
7456,1
8709,1
11209,1
12949,1
14157,1
14294,1
14810,1
14850,1
15240,1
15445,1
15494,1
2900,1
5837,1
7498,1
10071,1
10783,1
11268,1
12240,1
13733,1
13893,1
14384,1
14418,1
14427,1
14936,1
15499,1
3701,1
6964,1
10232,1
12852,1
14413,1
14892,1
15425,1
15455,1
153,1
3236,1
8304,1
9666,1
10217,1
12941,1
14493,1
14229,1
15209,1
15275,1
15402,1
6998,1
10242,1
14028,1
14829,1
14921,1
15290,1
6209,1
6628,1
10192,1
14974,1
15257,1
2095,1
10933,1
11340,1
12680,1
14049,1
14344,1
14461,1
14909,1
15069,1
15430,1
2838,1
2979,1
9109,1
12214,1
12375,1
13735,1
14191,1
15483,1
15449,1
6696,1
12692,1
12933,1
14194,1
14447,1
14528,1
14848,1
14984,1
15480,1
6943,1
7164,1
7482,1
7232,1
11485,1
14993,1
15244,1
6278,1
10921,1
11229,1
12664,1
13306,1
13317,1
15459,1
36,1
2057,1
5883,1
7475,1
11409,1
12922,1
12973,1
12971,1
14881,1
14863,1
15274,1
89,1
7466,1
12991,1
14015,1
14856,1
14879,1
496,2
2659,2
2866,2
4519,2
4935,2
7982,2
8638,2
10623,2
11748,2
14570,2
858,2
1127,2
1395,2
12471,2
2393,2
3213,2
3352,2
5173,2
12139,2
13060,2
13875,2
13910,2
15162,2
808,2
9071,2
11630,2
12292,2
13188,2
13508,2
15382,2
2622,2
3377,2
6500,2
6934,2
9647,2
13225,2
13923,2
14660,2
12264,2
3062,2
5140,2
8640,2
8612,2
8534,2
7206,2
10611,2
11287,2
12260,2
13313,2
7912,2
10532,2
12118,2
12344,2
14532,2
4119,2
8628,2
9488,2
12523,2
13214,2
10303,2
15164,2
976,2
9730,2
11589,2
11609,2
12336,2
13003,2
13172,2
13915,2
13967,2
7359,2
10715,2
13720,2
13994,2
34,2
6124,2
11346,2
11333,2
12179,2
13170,2
2771,2
7173,2
11708,2
12127,2
13220,2
14101,2
15116,2
3008,2
3313,2
5254,2
7048,2
8325,2
10272,2
10587,2
11912,2
13109,2
13726,2
14525,2
15398,2
3841,2
7935,2
8478,2
12055,2
2044,2
4155,2
4826,2
8090,2
8395,2
8500,2
12453,2
12548,2
13371,2
13415,2
13738,2
13836,2
13873,2
14647,2
15105,2
842,2
6476,2
8809,2
12102,2
12711,2
13139,2
14496,2
12597,2
15132,2
15370,2
3013,2
5040,2
8417,2
12187,2
12575,2
14783,2
2023,2
7116,2
8864,2
9120,2
11638,2
12329,2
13497,2
13409,2
13524,2
13992,2
15203,2
14266,2
3387,2
10732,2
12731,2
10881,2
13730,2
14337,2
15363,2
2738,2
3069,2
5214,2
6391,2
6491,2
9787,2
9842,2
12347,2
13811,2
14345,2
14439,2
1148,2
3010,2
10094,2
8568,2
12709,2
13584,2
14128,2
6110,2
6128,2
7311,2
11598,2
13547,2
973,2
5322,2
12652,2
13191,2
13101,2
14036,2
3083,2
3325,2
6970,2
8133,2
8306,2
12536,2
13125,2
13117,2
13290,2
13766,2
13958,2
15152,2
15386,2
4910,2
8318,2
11517,2
14041,2
14151,2
6792,2
11608,2
13122,2
1582,2
2961,2
5190,2
8655,2
14032,2
14327,2
15305,2
15359,2
1324,2
4323,2
7216,2
8186,2
9861,2
13098,2
13975,2
13988,2
14422,2
14507,2
128,2
1731,2
4788,2
6273,2
6337,2
8473,2
13965,2
6467,2
7731,2
9341,2
11584,2
12321,2
15330,2
924,2
1633,2
3390,2
5633,2
12165,2
13000,2
12921,2
13921,2
14774,2
861,2
4426,2
12467,2
12666,2
13034,2
13236,2
13374,2
13879,2
13993,2
15013,2
15388,2
2607,2
4568,2
5102,2
5346,2
6607,2
12556,2
12580,2
14743,2
2638,2
3045,2
5090,2
5388,2
6690,2
6115,2
8663,2
8619,2
8849,2
10344,2
12459,2
13357,2
14291,2
15347,2
15333,2
8646,2
11931,2
14571,2
15190,2
3721,2
5309,2
6139,2
8138,2
10208,2
2616,2
3379,2
12421,2
13655,2
14308,2
14618,2
14785,2
15365,2
5365,2
6712,2
11113,2
13085,2
13717,2
13951,2
14540,2
3073,2
6637,2
7944,2
9001,2
10583,2
13521,2
14676,2
1304,2
4766,2
6384,2
7221,2
7990,2
8770,2
9323,2
9625,2
12056,2
12167,2
12791,2
13106,2
14065,2
14349,2
3826,2
4515,2
8610,2
10131,2
11382,2
11625,2
10348,2
15059,2
15304,2
2296,2
7143,2
11996,2
12768,2
13596,2
14195,2
14350,2
14470,2
1683,2
6766,2
7994,2
13470,2
13858,2
2637,2
3006,2
5097,2
5255,2
6498,2
6563,2
9105,2
9722,2
11785,2
11854,2
12360,2
12529,2
14010,2
14347,2
15355,2
3474,2
6537,2
9164,2
11539,2
12295,2
12306,2
10136,2
1137,2
6543,2
7500,2
9888,2
11144,2
11921,2
13067,2
13123,2
13712,2
13779,2
13991,2
6282,2
6714,2
9695,2
8537,2
10511,2
10915,2
10973,2
11741,2
12114,2
12719,2
13120,2
474,2
8199,2
9312,2
9607,2
12106,2
13880,2
14052,2
14150,2
15145,2
15238,2
887,2
4570,2
5158,2
13545,2
13784,2
13794,2
15128,2
15307,2
178,2
11512,2
11828,2
13675,2
13749,2
15200,2
2040,2
3890,2
4831,2
10633,2
11581,2
9570,2
13180,2
13430,2
13634,2
14472,2
8405,2
12155,2
13193,2
13511,2
13961,2
7208,2
15133,2
15169,2
15367,2
6243,2
12654,2
12762,2
13182,2
13892,2
14475,2
5424,2
6756,2
6775,2
12084,2
12593,2
12919,2
13509,2
5887,2
6172,2
8378,2
10907,2
10935,2
13412,2
14131,2
94,2
1301,2
4001,2
7981,2
8147,2
8700,2
10501,2
13044,2
13423,2
14006,2
14649,2
11004,2
11979,2
13271,2
13466,2
13786,2
13908,2
14145,2
14522,2
1615,2
8691,2
11732,2
11810,2
13447,2
14084,2
1517,2
3324,2
10088,2
13721,2
13812,2
13914,2
14579,2
3969,2
5555,2
7309,2
9637,2
11569,2
11648,2
12024,2
12122,2
12956,2
13955,2
15379,2
4557,2
5189,2
8718,2
8848,2
10875,2
12332,2
12632,2
13216,2
14001,2
15354,2
3350,2
4976,2
9175,2
9334,2
12132,2
12591,2
10171,2
14574,2
15175,2
15117,2
15325,2
840,2
3027,2
3001,2
7161,2
9396,2
12751,2
13148,2
13287,2
13355,2
13453,2
13902,2
14482,2
15018,2
14225,2
4508,2
8673,2
9335,2
10682,2
10748,2
10769,2
11755,2
10846,2
13390,2
13772,2
13810,2
13945,2
15302,2
1360,2
4751,2
5176,2
5392,2
6610,2
8360,2
10934,2
11029,2
11792,2
12325,2
12496,2
12767,2
13255,2
13752,2
13789,2
14619,2
15314,2
3007,2
7317,2
10996,2
11809,2
12561,2
13076,2
13179,2
13927,2
2630,2
7057,2
7214,2
11703,2
11715,2
12116,2
13199,2
13917,2
14038,2
14800,2
15194,2
15342,2
7156,2
7372,2
11134,2
10828,2
13177,2
13624,2
13919,2
15319,2
14209,2
1192,2
2218,2
9652,2
11149,2
12419,2
13008,2
13641,2
14399,2
14551,2
14535,2
3327,2
9108,2
10905,2
9139,2
12199,2
14414,2
15329,2
3056,2
6103,2
12686,2
13136,2
13890,2
14385,2
6185,2
10578,2
13461,2
14158,2
14311,2
15172,2
15106,2
1530,2
8647,2
9021,2
10873,2
12172,2
13478,2
13691,2
4276,2
7097,2
9839,2
11679,2
12120,2
13157,2
13210,2
14326,2
14709,2
15322,2
15,2
3320,2
6179,2
7348,2
13134,2
7249,2
15338,2
1756,2
3040,2
5210,2
8462,2
9371,2
10538,2
14207,2
6195,2
8766,2
11358,2
10109,2
13017,2
13980,2
14359,2
15387,2
15353,2
4520,2
4956,2
8016,2
8495,2
10949,2
9528,2
12640,2
12766,2
13346,2
14172,2
14624,2
2019,2
5462,2
8177,2
8605,2
9780,2
11650,2
12348,2
3305,2
6381,2
6449,2
10106,2
12420,2
12986,2
13118,2
13996,2
14567,2
15129,2
1527,2
10721,2
13077,2
13175,2
13845,2
15127,2
8344,2
8496,2
8413,2
12090,2
13116,2
15368,2
15323,2
15384,2
15397,2
1334,2
3003,2
4857,2
6311,2
10660,2
13454,2
7233,2
3398,2
10657,2
11490,2
13739,2
14627,2
14764,2
15326,2
2657,2
2735,2
3068,2
8337,2
8408,2
13095,2
13441,2
6540,2
7145,2
8883,2
13145,2
3066,2
5257,2
6709,2
13354,2
13907,2
15301,2
7144,2
12304,2
13330,2
15125,2
1600,2
2688,2
4912,2
6505,2
7972,2
10200,2
10163,2
13850,2
14582,2
14641,2
15197,2
5353,2
7328,2
9697,2
11377,2
13716,2
14360,2
14550,2
14672,2
15380,2
2029,2
11223,2
12330,2
12612,2
13078,2
13155,2
13963,2
14173,2
14331,2
15378,2
15313,2
3374,2
5521,2
8428,2
8467,2
10686,2
11096,2
13311,2
13944,2
14753,2
15399,2
880,2
2649,2
3499,2
7031,2
12303,2
12518,2
10119,2
14129,2
15102,2
15371,2
3099,2
6499,2
9056,2
10917,2
11016,2
13186,2
900,2
3304,2
11247,2
11825,2
12261,2
12571,2
5386,2
6156,2
10237,2
12110,2
12388,2
12534,2
13348,2
13481,2
13635,2
11815,2
12418,2
12620,2
13563,2
13928,2
14686,2
15149,2
15184,2
3085,2
4924,2
6621,2
8641,2
14406,2
14666,2
14260,2
114,2
890,2
5149,2
5131,2
8616,2
9857,2
13780,2
6280,2
6443,2
8069,2
9817,2
10946,2
12478,2
13343,2
13922,2
4122,2
8153,2
8432,2
9361,2
11182,2
13128,2
13931,2
14484,2
987,2
9187,2
14392,2
15118,2
922,2
7941,2
9717,2
10510,2
12300,2
13237,2
1614,2
7354,2
7382,2
12627,2
13755,2
14335,2
14253,2
5165,2
6574,2
6760,2
8583,2
11202,2
12703,2
7251,2
13821,2
13952,2
13987,2
14196,2
14737,2
15005,2
958,2
4437,2
5187,2
13115,2
13976,2
15344,2
1549,2
3389,2
3852,2
3864,2
4943,2
8852,2
12449,2
12546,2
12592,2
14722,2
15001,2
15390,2
3427,2
5658,2
12550,2
14634,2
87,2
1495,2
6276,2
10560,2
11511,2
12258,2
12270,2
13152,2
13809,2
14394,2
14594,2
14700,2
2873,2
3397,2
5437,2
6257,2
9706,2
10263,2
12011,2
14697,2
3023,2
2921,2
6592,2
6672,2
8134,2
8629,2
9354,2
12927,2
13599,2
14553,2
15337,2
3038,2
5179,2
8342,2
8530,2
12577,2
13140,2
13187,2
13704,2
15220,2
166,2
8313,2
12728,2
13102,2
14694,2
15358,2
15309,2
9320,2
11564,2
10105,2
15107,2
9559,2
1695,2
9670,2
12637,2
13234,2
14341,2
15143,2
15362,2
6262,2
6518,2
8550,2
10957,2
11410,2
12039,2
12278,2
13759,2
13889,2
14362,2
14443,2
14506,2
14613,2
15369,2
1724,2
3417,2
6789,2
8080,2
8401,2
8799,2
11091,2
11654,2
12150,2
12745,2
13189,2
13546,2
13723,2
