Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
7832,10461,7,2017-07-24,2017-09-11
7860,8363,7,2017-05-11,2017-06-25
7951,11243,6,2017-07-08,2017-09-09
8006,8584,7,2017-05-13,2017-07-23
8006,9777,8,2017-07-17,2017-10-25
8010,9751,6,2017-07-03,2017-09-18
8048,10107,6,2017-06-08,2017-09-16
8114,9063,6,2017-07-02,2017-08-19
8114,11275,6,2017-07-02,2017-08-19
8158,9069,6,2017-06-06,2017-06-24
8260,9645,6,2017-06-15,2017-07-12
8260,10737,6,2017-06-24,2017-07-24
8262,8729,7,2017-05-19,2017-07-12
8317,8642,6,2017-08-27,2017-10-31
8326,8961,7,2017-06-25,2017-11-29
8353,11898,6,2017-07-24,2017-09-01
8363,8961,8,2017-05-29,2017-07-13
8363,10368,10,2017-05-30,2017-07-13
8363,10377,6,2017-05-30,2017-06-18
8441,8961,7,2017-05-07,2017-10-04
8445,9752,6,2017-07-02,2017-08-06
8541,9062,6,2017-08-01,2017-09-02
8562,8895,7,2017-05-13,2017-11-15
8566,9340,7,2017-05-29,2017-09-14
8596,8679,10,2017-06-13,2017-09-11
8679,9522,8,2017-06-26,2017-08-11
8679,10616,6,2017-07-17,2017-11-23
8684,10022,6,2017-07-21,2017-09-04
9063,11917,6,2017-07-23,2017-09-03
9118,9495,6,2017-06-26,2017-08-10
9127,9359,6,2017-07-21,2017-09-04
9127,10460,6,2017-07-30,2017-09-27
9212,9282,6,2017-05-01,2017-07-07
9223,10128,6,2017-06-14,2017-07-31
9267,9282,6,2017-05-01,2017-07-12
9282,9376,6,2017-07-12,2017-08-07
9317,9381,6,2017-05-03,2017-07-24
9376,9386,6,2017-05-03,2017-08-07
9386,10576,6,2017-07-17,2017-08-11
9602,9665,6,2017-05-09,2017-07-17
9602,9684,6,2017-05-09,2017-07-17
9619,9620,8,2017-05-09,2017-07-15
9619,9622,6,2017-05-09,2017-06-20
9624,9649,6,2017-05-09,2017-06-22
9642,9693,6,2017-05-09,2017-06-20
9645,9699,7,2017-05-09,2017-07-11
9649,9677,6,2017-05-09,2017-06-22
9653,11527,6,2017-09-10,2017-11-14
9664,9684,8,2017-05-09,2017-08-16
9683,10048,6,2017-07-09,2017-10-19
9704,9784,6,2017-05-10,2017-06-19
9712,11332,7,2017-08-14,2017-11-19
9755,9793,6,2017-05-10,2017-06-19
9758,10536,6,2017-06-13,2017-07-26
9779,11376,7,2017-08-17,2017-11-12
9810,9822,7,2017-05-12,2017-07-07
9924,10104,7,2017-05-25,2017-08-29
9994,11587,6,2017-08-25,2017-11-27
10016,10394,6,2017-07-16,2017-09-14
10017,10058,6,2017-05-13,2017-07-18
10024,10089,7,2017-05-13,2017-09-04
10046,10054,6,2017-05-13,2017-06-04
10089,10097,6,2017-05-13,2017-08-21
10315,10394,6,2017-05-26,2017-07-03
10352,10394,7,2017-05-26,2017-08-07
10371,10397,7,2017-05-26,2017-06-27
10377,10389,6,2017-05-26,2017-09-16
10389,10397,6,2017-05-26,2017-06-24
10434,10440,6,2017-05-31,2017-07-01
10440,10449,6,2017-05-31,2017-07-13
10512,11807,7,2017-08-24,2017-10-12
10536,10576,6,2017-06-06,2017-07-23
10548,10576,6,2017-06-06,2017-07-23
10569,11896,6,2017-08-08,2017-09-10
10576,10616,8,2017-06-28,2017-11-23
10585,13781,6,2017-10-31,2017-11-21
10644,10661,6,2017-06-09,2017-07-23
10702,11276,6,2017-07-24,2017-09-01
10718,10786,6,2017-06-16,2017-09-17
10719,10796,7,2017-06-16,2017-08-12
10722,11422,6,2017-07-27,2017-09-28
10741,10780,8,2017-06-16,2017-09-23
10756,10795,6,2017-06-16,2017-07-27
10791,10798,6,2017-06-16,2017-07-18
10806,10899,7,2017-06-16,2017-07-23
10989,12841,6,2017-09-11,2017-11-08
11011,11074,6,2017-06-20,2017-07-20
11011,11370,6,2017-07-05,2017-08-31
11011,11450,6,2017-10-16,2017-11-19
11101,11176,6,2017-06-22,2017-07-19
11136,11158,7,2017-06-22,2017-07-30
11211,12323,8,2017-09-01,2017-11-27
11272,11296,6,2017-06-22,2017-07-19
11332,11370,7,2017-06-25,2017-08-31
11450,13731,8,2017-10-16,2017-11-24
11527,12389,6,2017-09-10,2017-11-14
11529,11552,6,2017-07-01,2017-10-01
12130,12144,6,2017-07-23,2017-09-24
12244,12248,7,2017-07-27,2017-12-01
12586,12594,6,2017-08-18,2017-11-14
12653,12687,6,2017-09-04,2017-11-06
13657,13669,6,2017-10-01,2017-11-19
13819,13830,6,2017-10-13,2017-11-19
13822,13851,6,2017-10-13,2017-11-17
