Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
2185,11917,6,2017-07-23,2017-09-03
2201,2544,6,2017-06-13,2017-07-23
2201,3090,7,2017-06-26,2017-08-07
2201,4170,8,2017-06-13,2017-08-07
2201,6447,7,2017-07-17,2017-09-19
2208,8907,6,2017-05-16,2017-08-18
2231,8262,6,2017-06-15,2017-07-12
2234,10128,6,2017-06-14,2017-07-31
2243,5757,6,2017-10-11,2017-12-01
2336,4820,6,2017-05-24,2017-07-11
2336,9700,6,2017-05-24,2017-07-11
2345,3002,6,2017-05-19,2017-07-11
2345,5522,6,2017-06-15,2017-07-12
2354,2841,6,2017-05-19,2017-07-11
2354,5522,7,2017-06-15,2017-07-18
2358,7777,6,2017-08-06,2017-09-08
2378,10989,6,2017-08-17,2017-10-01
2479,4318,6,2017-07-13,2017-10-25
2482,5546,6,2017-06-06,2017-09-12
2482,9069,6,2017-06-06,2017-09-12
2504,9704,6,2017-05-18,2017-06-29
2544,7373,6,2017-06-13,2017-07-23
2545,10365,6,2017-08-25,2017-10-12
2545,10512,6,2017-08-25,2017-10-12
2605,5319,6,2017-10-02,2017-11-24
2625,7605,6,2017-05-29,2017-07-12
2713,9956,6,2017-07-05,2017-11-19
2841,3064,6,2017-05-19,2017-07-11
2857,9101,7,2017-06-12,2017-11-27
2886,8461,6,2017-05-01,2017-09-21
2926,5253,6,2017-06-24,2017-09-25
2926,10313,8,2017-06-05,2017-09-15
2939,6418,6,2017-05-01,2017-05-30
2945,4820,6,2017-06-15,2017-07-12
2945,7209,6,2017-06-15,2017-07-12
2960,3590,6,2017-05-29,2017-06-24
2960,6447,6,2017-05-29,2017-06-24
2964,5101,6,2017-09-10,2017-11-27
3002,3028,7,2017-05-19,2017-10-07
3002,3064,6,2017-05-19,2017-07-11
3002,8260,6,2017-05-19,2017-07-11
3021,7747,9,2017-06-26,2017-10-15
3021,8257,6,2017-06-10,2017-07-23
3021,9271,6,2017-06-10,2017-07-23
3065,11897,7,2017-08-11,2017-11-08
3078,3837,7,2017-06-26,2017-09-21
3090,8006,6,2017-06-10,2017-07-23
3090,8519,6,2017-06-10,2017-07-23
3090,8584,8,2017-06-10,2017-08-07
3112,4293,6,2017-06-28,2017-07-29
3112,7919,6,2017-07-17,2017-08-09
3112,9777,7,2017-06-28,2017-08-09
3112,10175,6,2017-07-26,2017-11-21
3117,8596,7,2017-07-17,2017-09-19
3187,8729,6,2017-05-19,2017-07-11
3223,3367,6,2017-07-17,2017-09-09
3223,8562,6,2017-06-10,2017-07-23
3223,9271,6,2017-06-10,2017-07-23
3243,7162,6,2017-07-17,2017-08-09
3243,7919,6,2017-07-17,2017-08-09
3249,6030,6,2017-06-26,2017-09-18
3275,4823,6,2017-07-13,2017-09-01
3279,7810,7,2017-05-02,2017-10-23
3286,5668,6,2017-06-06,2017-06-24
3286,10377,6,2017-06-06,2017-06-24
3300,3356,6,2017-05-02,2017-09-01
3361,11296,7,2017-07-01,2017-08-12
3416,4056,6,2017-07-17,2017-08-09
3418,6447,9,2017-05-17,2017-06-28
3418,6813,9,2017-05-06,2017-06-24
3432,7076,8,2017-07-13,2017-08-14
3432,8424,7,2017-07-13,2017-08-14
3503,6813,7,2017-05-06,2017-06-24
3536,8614,6,2017-05-24,2017-08-18
3545,5219,6,2017-07-21,2017-10-01
3582,10708,6,2017-08-11,2017-11-29
3589,9258,11,2017-05-11,2017-09-01
3589,10806,6,2017-07-01,2017-07-23
3618,7560,7,2017-05-24,2017-07-24
3618,7898,6,2017-05-24,2017-07-11
3618,9645,6,2017-05-24,2017-07-11
3677,7507,7,2017-07-02,2017-08-30
3677,11275,9,2017-07-01,2017-10-07
3846,3955,6,2017-05-21,2017-09-14
3851,4318,7,2017-07-13,2017-11-29
3921,8024,6,2017-06-28,2017-09-03
4010,6548,7,2017-07-13,2017-08-11
4165,9049,9,2017-05-13,2017-09-18
4170,8584,7,2017-06-26,2017-08-07
4170,8679,8,2017-06-13,2017-08-07
4171,6208,9,2017-05-01,2017-08-10
4202,9699,6,2017-05-24,2017-07-11
4202,9700,6,2017-05-24,2017-07-11
4249,6084,6,2017-05-29,2017-09-09
4329,10446,6,2017-08-26,2017-10-02
4451,4820,7,2017-05-22,2017-07-11
4451,9066,7,2017-05-22,2017-07-11
4494,4802,6,2017-06-20,2017-08-19
4514,9441,8,2017-07-03,2017-09-03
4541,5560,6,2017-05-11,2017-05-25
4543,9033,6,2017-09-16,2017-11-06
4552,9069,6,2017-06-06,2017-06-24
4567,10446,7,2017-07-04,2017-09-10
4580,10023,6,2017-07-13,2017-10-25
4627,5819,6,2017-05-01,2017-06-24
4632,9977,6,2017-07-17,2017-08-08
4675,4737,6,2017-07-16,2017-09-04
4675,4917,6,2017-07-30,2017-09-10
4675,5116,6,2017-07-16,2017-09-04
4689,5209,6,2017-07-13,2017-09-21
4713,9421,6,2017-07-16,2017-09-04
4737,5748,7,2017-07-30,2017-09-19
4749,10975,6,2017-07-23,2017-11-20
4802,5873,6,2017-05-27,2017-08-18
4827,11262,6,2017-09-10,2017-10-29
4917,6471,6,2017-06-16,2017-08-21
4917,9127,6,2017-07-21,2017-09-04
4945,8851,7,2017-07-03,2017-08-15
5002,10975,6,2017-08-18,2017-11-20
5021,10767,7,2017-07-24,2017-11-06
5207,5283,6,2017-06-11,2017-07-24
5246,9495,6,2017-08-20,2017-11-24
5277,8353,6,2017-07-12,2017-08-24
5330,9645,6,2017-05-24,2017-07-11
5332,6507,6,2017-05-13,2017-07-30
5408,6428,6,2017-06-01,2017-09-09
5459,11275,8,2017-06-24,2017-08-19
5490,6418,6,2017-05-01,2017-05-30
5490,6447,7,2017-05-01,2017-06-05
5518,7162,6,2017-05-14,2017-05-29
5533,7747,7,2017-06-13,2017-10-15
5544,7505,6,2017-06-06,2017-06-24
5544,7810,6,2017-06-06,2017-06-24
5546,7243,6,2017-06-06,2017-06-24
5571,7532,6,2017-05-30,2017-09-21
5575,9500,7,2017-07-24,2017-10-12
5668,8411,6,2017-05-01,2017-06-18
5683,9620,7,2017-05-18,2017-07-15
5748,9127,6,2017-07-21,2017-09-04
5748,10024,7,2017-07-21,2017-09-10
5748,11225,6,2017-07-21,2017-09-04
5942,9755,7,2017-05-24,2017-08-14
5955,11807,6,2017-08-24,2017-10-07
6013,8040,6,2017-07-23,2017-10-15
6013,9752,6,2017-07-02,2017-08-06
6027,9242,6,2017-08-25,2017-12-01
6052,6100,7,2017-05-01,2017-06-18
6089,10371,6,2017-06-18,2017-09-08
6113,9068,6,2017-06-13,2017-07-23
6166,10756,6,2017-07-04,2017-07-27
6205,7859,6,2017-07-21,2017-09-19
6256,6824,6,2017-05-27,2017-07-17
6317,7950,6,2017-07-16,2017-09-04
6394,12173,6,2017-08-17,2017-10-23
6409,8594,7,2017-08-02,2017-10-12
6447,8411,9,2017-05-01,2017-06-18
6447,10541,6,2017-06-28,2017-08-07
6458,9660,6,2017-06-01,2017-08-29
6464,7844,6,2017-05-23,2017-08-15
6523,12001,6,2017-08-22,2017-11-29
6529,9386,6,2017-07-17,2017-08-11
6529,9522,6,2017-07-17,2017-08-11
6548,9659,6,2017-07-13,2017-08-07
6548,10016,8,2017-07-13,2017-09-14
6548,10017,7,2017-07-13,2017-08-11
6548,10083,9,2017-07-13,2017-09-19
6560,8262,7,2017-05-19,2017-07-12
6591,11171,6,2017-08-29,2017-11-10
6707,8158,6,2017-05-06,2017-06-24
6805,8048,6,2017-06-06,2017-06-24
6813,10389,6,2017-05-30,2017-09-16
6857,7721,6,2017-08-27,2017-11-27
6878,8685,6,2017-05-24,2017-07-31
6896,8427,6,2017-05-24,2017-09-03
6915,7327,6,2017-05-02,2017-11-06
7039,7662,6,2017-05-06,2017-06-11
7060,7661,6,2017-08-25,2017-11-27
7060,9994,6,2017-08-25,2017-11-27
7068,11450,6,2017-07-15,2017-09-09
7122,8036,6,2017-05-13,2017-07-31
7162,9777,6,2017-07-17,2017-08-09
7209,8983,6,2017-05-17,2017-06-20
7243,9098,6,2017-06-06,2017-06-24
7243,9874,7,2017-06-08,2017-08-07
7319,11767,8,2017-07-11,2017-10-06
7327,10954,7,2017-07-11,2017-08-23
7347,9252,6,2017-09-16,2017-11-06
7373,7747,6,2017-06-13,2017-07-23
7507,10975,7,2017-07-02,2017-08-30
7538,8552,6,2017-05-13,2017-06-04
7555,7721,6,2017-08-27,2017-11-27
7656,9495,6,2017-07-05,2017-08-20
7661,9994,7,2017-08-14,2017-11-27
7662,8461,6,2017-05-17,2017-08-27
7671,8399,6,2017-07-03,2017-09-18
7747,8584,7,2017-06-26,2017-08-07
7799,10389,6,2017-06-05,2017-09-21
7801,8040,6,2017-07-03,2017-08-06
7801,10758,6,2017-07-23,2017-09-24
7809,8912,7,2017-07-13,2017-09-23
7837,10310,6,2017-07-08,2017-08-15
7896,9466,6,2017-06-08,2017-08-29
7898,8724,6,2017-05-11,2017-06-20
7902,9369,10,2017-07-30,2017-11-14
8010,8399,6,2017-07-03,2017-09-18
8025,8674,6,2017-09-25,2017-11-16
8030,10203,7,2017-07-09,2017-08-29
8045,8590,8,2017-05-30,2017-10-23
8106,10267,6,2017-09-14,2017-11-29
8114,10975,6,2017-07-02,2017-08-19
8158,10325,8,2017-06-06,2017-08-07
8263,9932,6,2017-09-30,2017-11-07
8270,8350,7,2017-05-05,2017-08-25
8348,10812,6,2017-07-12,2017-11-14
8353,10719,6,2017-07-24,2017-09-01
8372,9858,6,2017-09-27,2017-11-28
8399,9751,6,2017-07-03,2017-09-18
8406,11296,6,2017-07-02,2017-08-12
8552,8810,6,2017-05-13,2017-11-27
8562,8596,8,2017-06-26,2017-09-11
8591,8803,6,2017-05-22,2017-08-21
8609,9300,6,2017-06-10,2017-08-18
8684,9421,6,2017-07-30,2017-09-10
8754,8758,6,2017-05-15,2017-10-09
8803,9482,6,2017-05-29,2017-07-07
8808,9300,7,2017-05-13,2017-08-18
8810,12323,7,2017-09-10,2017-11-27
8851,11276,7,2017-07-19,2017-09-01
8882,13119,6,2017-10-04,2017-11-21
8969,8995,6,2017-05-02,2017-10-20
8998,9410,6,2017-06-18,2017-07-21
9063,9441,6,2017-07-23,2017-09-03
9097,11073,6,2017-06-21,2017-09-01
9127,10089,6,2017-07-21,2017-09-04
9171,9653,6,2017-07-11,2017-11-14
9252,9282,6,2017-05-01,2017-07-07
9282,9522,7,2017-07-17,2017-10-08
9282,10576,6,2017-07-17,2017-08-11
9331,9395,7,2017-05-03,2017-08-21
9351,9383,6,2017-05-03,2017-07-14
9359,10022,6,2017-07-21,2017-09-04
9359,11225,6,2017-07-21,2017-09-04
9362,9363,6,2017-05-03,2017-07-07
9364,9985,6,2017-05-17,2017-08-31
9376,9380,7,2017-05-03,2017-07-23
9383,9388,6,2017-05-03,2017-09-12
9404,9405,6,2017-05-06,2017-08-25
9410,9834,6,2017-06-08,2017-06-27
9418,9498,6,2017-05-06,2017-06-29
9441,11917,8,2017-07-23,2017-10-04
9466,12516,6,2017-08-24,2017-11-14
9482,9822,7,2017-05-29,2017-07-13
9495,10328,6,2017-07-05,2017-08-20
9505,9507,7,2017-05-07,2017-11-07
9505,9516,6,2017-05-07,2017-11-21
9505,13623,6,2017-10-22,2017-11-21
9524,9875,6,2017-09-01,2017-11-25
9540,11587,7,2017-08-01,2017-11-27
9601,9610,6,2017-05-09,2017-06-22
9601,9660,6,2017-05-09,2017-06-22
9601,9686,6,2017-05-09,2017-06-22
9628,9642,6,2017-05-09,2017-06-20
9629,9685,6,2017-05-09,2017-09-25
9752,11275,6,2017-06-24,2017-07-28
9757,9777,6,2017-05-10,2017-07-23
9954,11649,7,2017-08-13,2017-09-19
9969,9987,6,2017-05-13,2017-07-30
10203,11883,6,2017-07-24,2017-08-29
10216,10479,6,2017-07-16,2017-08-23
10313,10349,7,2017-05-26,2017-06-27
10322,10389,6,2017-05-26,2017-06-24
10325,10373,7,2017-05-26,2017-08-07
10352,10371,6,2017-05-26,2017-06-24
10365,10512,7,2017-08-24,2017-10-12
10368,10377,7,2017-05-26,2017-06-18
10407,10430,8,2017-05-31,2017-09-01
10409,10449,7,2017-05-31,2017-07-13
10442,10449,6,2017-05-31,2017-07-05
10458,10480,6,2017-05-31,2017-10-19
10535,10548,6,2017-06-06,2017-07-23
10536,10548,6,2017-06-06,2017-07-23
10616,10644,8,2017-06-09,2017-08-07
10661,10697,6,2017-06-09,2017-07-23
10701,10716,7,2017-06-16,2017-08-12
10701,11296,6,2017-07-24,2017-09-19
10702,10714,8,2017-06-16,2017-08-15
10702,10767,8,2017-06-16,2017-08-15
10705,10753,6,2017-06-16,2017-09-11
10714,10796,7,2017-06-16,2017-08-12
10726,10762,6,2017-06-16,2017-07-18
10726,10799,6,2017-06-16,2017-07-18
10727,10731,7,2017-06-16,2017-07-24
10766,10780,6,2017-06-16,2017-08-25
10767,12516,6,2017-08-24,2017-11-14
10778,10785,8,2017-06-16,2017-08-15
10778,11876,6,2017-07-24,2017-11-14
10791,10799,6,2017-06-16,2017-07-18
11046,11049,6,2017-06-20,2017-07-20
11111,11137,7,2017-06-22,2017-07-21
11225,11280,7,2017-06-22,2017-09-04
11272,11276,6,2017-06-22,2017-07-19
11315,11378,6,2017-06-25,2017-09-19
11376,12088,7,2017-08-17,2017-11-12
11767,12057,6,2017-08-14,2017-10-06
11803,11817,6,2017-07-05,2017-08-15
11808,11868,6,2017-07-05,2017-08-08
11834,11895,6,2017-07-05,2017-07-27
11853,11885,6,2017-07-05,2017-08-08
11914,11939,7,2017-07-12,2017-09-14
11930,11965,7,2017-07-12,2017-09-14
12203,12210,7,2017-07-27,2017-08-29
12508,12516,6,2017-08-18,2017-10-25
12553,12570,6,2017-08-18,2017-11-14
12600,13781,6,2017-10-31,2017-11-21
12841,13731,6,2017-10-31,2017-11-21
12947,12948,7,2017-09-10,2017-12-01
12947,12981,6,2017-09-10,2017-12-01
13119,13178,6,2017-09-21,2017-11-06
13218,13249,6,2017-09-24,2017-11-27
13620,13657,6,2017-10-01,2017-11-19
13644,13669,6,2017-10-01,2017-11-19
13753,13781,6,2017-10-11,2017-11-16
13839,13846,6,2017-10-13,2017-11-20
13903,13911,6,2017-10-16,2017-11-24
