Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
3405,4037,7,2017-08-11,2017-11-19
3432,8121,6,2017-05-12,2017-09-28
3503,4249,7,2017-05-06,2017-06-24
3524,11938,6,2017-08-24,2017-10-04
3590,6447,8,2017-05-17,2017-06-24
3663,9777,7,2017-07-26,2017-11-06
3741,10377,6,2017-06-08,2017-09-16
3807,4275,6,2017-06-03,2017-09-24
3837,7747,6,2017-06-13,2017-07-23
3844,9601,6,2017-05-18,2017-07-31
3851,10023,6,2017-07-13,2017-10-25
3859,6622,6,2017-05-17,2017-08-29
3875,8720,6,2017-05-19,2017-07-05
3970,6136,6,2017-06-13,2017-08-30
3977,4016,6,2017-08-24,2017-10-28
3977,5046,6,2017-08-24,2017-10-28
4010,8827,6,2017-07-16,2017-10-08
4031,5942,6,2017-05-15,2017-08-14
4034,5330,6,2017-05-24,2017-07-11
4034,6622,6,2017-05-17,2017-06-20
4034,6729,7,2017-05-22,2017-07-11
4070,7825,6,2017-07-24,2017-10-25
4115,13432,6,2017-09-28,2017-11-19
4130,7507,6,2017-07-02,2017-10-23
4137,9714,6,2017-07-26,2017-10-06
4147,8084,6,2017-05-17,2017-08-18
4165,6030,7,2017-06-10,2017-09-18
4177,6878,6,2017-06-13,2017-08-30
4217,4584,6,2017-07-13,2017-08-09
4217,7076,6,2017-07-13,2017-07-29
4217,7098,6,2017-07-13,2017-07-29
4249,10373,8,2017-05-30,2017-08-11
4249,10394,7,2017-05-30,2017-08-11
4274,5538,6,2017-05-24,2017-07-21
4318,5132,6,2017-07-13,2017-10-25
4336,6024,6,2017-07-13,2017-09-21
4364,8194,7,2017-07-13,2017-08-09
4389,9340,6,2017-05-12,2017-06-04
4399,7540,6,2017-05-01,2017-10-23
4404,8590,6,2017-05-13,2017-09-18
4420,4502,6,2017-07-30,2017-09-28
4439,7716,6,2017-07-16,2017-11-25
4451,5503,6,2017-05-24,2017-07-11
4451,9700,6,2017-05-24,2017-07-11
4451,10714,7,2017-06-24,2017-08-15
4502,6459,6,2017-09-27,2017-10-27
4514,4707,7,2017-07-08,2017-09-03
4514,10975,6,2017-07-23,2017-09-03
4552,7505,6,2017-06-06,2017-06-24
4552,8048,8,2017-05-07,2017-06-24
4552,9466,6,2017-06-08,2017-06-27
4552,9834,6,2017-06-08,2017-06-27
4552,10377,6,2017-06-06,2017-06-24
4567,5101,6,2017-05-24,2017-09-10
4627,5989,6,2017-05-01,2017-05-30
4689,8424,6,2017-05-24,2017-07-18
4707,11917,6,2017-07-23,2017-09-03
4774,8260,7,2017-05-19,2017-07-12
4810,9749,6,2017-09-09,2017-11-14
4816,11225,7,2017-07-30,2017-09-11
4820,6560,7,2017-06-15,2017-07-18
4827,9725,6,2017-05-20,2017-08-20
4854,7744,7,2017-08-18,2017-11-08
4917,8368,6,2017-07-30,2017-09-10
4917,9493,6,2017-07-21,2017-09-11
4917,10095,7,2017-07-21,2017-09-10
4983,6242,6,2017-05-01,2017-10-19
5002,10112,7,2017-07-07,2017-09-03
5002,10465,6,2017-07-24,2017-09-09
5055,9828,6,2017-07-02,2017-08-06
5081,8006,6,2017-06-10,2017-07-23
5093,8851,6,2017-07-24,2017-09-01
5093,10702,6,2017-07-24,2017-09-01
5096,10767,8,2017-07-24,2017-10-25
5096,11871,6,2017-07-24,2017-10-25
5101,12323,7,2017-09-01,2017-11-27
5201,6733,6,2017-09-01,2017-11-27
5207,8515,6,2017-06-25,2017-08-01
5207,8961,6,2017-06-25,2017-08-01
5238,9268,6,2017-06-04,2017-09-19
5283,6084,6,2017-06-25,2017-08-18
5283,8735,6,2017-06-11,2017-07-24
5330,5522,6,2017-05-24,2017-07-11
5330,6729,6,2017-05-24,2017-07-11
5380,10758,6,2017-06-28,2017-08-01
5423,5668,7,2017-05-17,2017-06-18
5459,7507,6,2017-07-02,2017-08-19
5459,8114,6,2017-07-02,2017-08-19
5503,6729,6,2017-05-24,2017-07-11
5522,9066,7,2017-05-22,2017-07-11
5533,8614,6,2017-05-24,2017-10-15
5538,8803,7,2017-06-14,2017-08-26
5538,9223,6,2017-06-14,2017-08-30
5544,9069,6,2017-06-06,2017-06-24
5546,7505,6,2017-06-06,2017-06-24
5653,7983,6,2017-07-16,2017-09-08
5683,9619,7,2017-05-18,2017-07-15
5696,7579,6,2017-07-13,2017-07-29
5747,10130,6,2017-08-15,2017-09-11
5803,6978,6,2017-05-02,2017-09-08
5867,8045,8,2017-05-30,2017-10-23
5867,8202,6,2017-05-05,2017-10-04
5925,9114,6,2017-07-20,2017-09-26
6067,9974,6,2017-08-27,2017-11-27
6067,10067,6,2017-08-27,2017-11-27
6084,9441,6,2017-06-12,2017-09-03
6084,10368,7,2017-05-30,2017-07-13
6180,8519,7,2017-07-17,2017-11-19
6208,10022,6,2017-07-21,2017-09-04
6208,11225,6,2017-07-21,2017-09-04
6347,10802,6,2017-09-13,2017-11-08
6447,6813,8,2017-05-17,2017-06-24
6447,8093,6,2017-05-01,2017-05-30
6447,8158,7,2017-05-17,2017-08-07
6447,10394,6,2017-05-30,2017-08-07
6471,7881,6,2017-06-16,2017-08-21
6522,10016,6,2017-07-13,2017-08-07
6522,10083,6,2017-07-13,2017-08-07
6529,10267,6,2017-06-28,2017-08-07
6535,10196,6,2017-09-24,2017-11-20
6548,7429,6,2017-08-11,2017-11-21
6591,9862,8,2017-08-06,2017-09-11
6729,7898,7,2017-05-22,2017-07-11
6729,8262,6,2017-06-15,2017-07-12
6729,9645,7,2017-05-24,2017-07-12
6733,12374,6,2017-09-01,2017-11-27
6777,10203,6,2017-07-24,2017-08-29
6783,8475,6,2017-07-02,2017-09-12
6805,10377,6,2017-06-06,2017-06-24
6827,8363,6,2017-07-13,2017-07-30
6827,9683,6,2017-06-30,2017-07-23
6987,10037,6,2017-07-13,2017-08-07
7002,10954,7,2017-07-11,2017-08-23
7007,11767,6,2017-08-14,2017-10-06
7068,7612,6,2017-05-01,2017-07-04
7209,7560,7,2017-05-22,2017-07-11
7243,8048,7,2017-05-17,2017-06-24
7319,8704,7,2017-07-11,2017-09-28
7319,12057,6,2017-08-14,2017-10-06
7349,8165,6,2017-07-01,2017-08-18
7393,10244,6,2017-09-18,2017-11-27
7505,10373,6,2017-06-12,2017-08-11
7526,9755,6,2017-05-29,2017-08-30
7590,10954,6,2017-07-11,2017-08-15
7657,9875,6,2017-10-04,2017-11-29
7677,10016,6,2017-07-13,2017-08-07
7810,8158,6,2017-06-06,2017-06-24
7814,9114,6,2017-05-12,2017-08-19
7832,9600,7,2017-08-10,2017-09-11
7860,8775,7,2017-05-11,2017-06-25
7860,10368,6,2017-06-06,2017-06-25
7877,9252,12,2017-09-10,2017-11-24
7903,9875,6,2017-10-04,2017-11-29
7919,9777,7,2017-07-17,2017-10-22
7919,10819,6,2017-07-12,2017-07-29
8007,8089,7,2017-05-01,2017-06-11
8017,8584,6,2017-07-17,2017-10-17
8017,9777,6,2017-06-28,2017-11-06
8017,9977,6,2017-06-08,2017-07-23
8030,10234,7,2017-07-09,2017-08-29
8068,8411,7,2017-05-01,2017-06-05
8078,8234,6,2017-06-14,2017-08-08
8212,10802,8,2017-08-01,2017-11-08
8228,8598,6,2017-05-11,2017-07-16
8257,9271,6,2017-06-10,2017-07-23
8427,9992,7,2017-08-13,2017-11-24
8511,9513,7,2017-07-03,2017-09-14
8519,8584,6,2017-06-10,2017-07-23
8562,8584,9,2017-05-13,2017-08-07
8572,8587,6,2017-05-13,2017-08-18
8574,10234,6,2017-07-09,2017-10-31
8579,10758,7,2017-07-23,2017-09-25
8584,9522,8,2017-06-10,2017-08-07
8595,10975,6,2017-07-23,2017-09-03
8679,9068,6,2017-06-13,2017-07-23
8803,10850,6,2017-07-01,2017-08-26
8824,9618,6,2017-05-18,2017-08-04
8824,9664,6,2017-05-18,2017-08-04
8851,10310,6,2017-07-24,2017-09-01
8964,9259,6,2017-06-22,2017-08-25
9069,10325,6,2017-06-06,2017-06-24
9069,10377,6,2017-06-06,2017-06-24
9127,11225,6,2017-07-21,2017-09-04
9212,9223,6,2017-05-01,2017-07-07
9258,10819,6,2017-07-01,2017-07-23
9359,10089,6,2017-07-21,2017-09-04
9369,9385,8,2017-05-03,2017-09-08
9410,9441,6,2017-05-06,2017-11-17
9441,13549,6,2017-10-12,2017-11-17
9482,9810,6,2017-05-29,2017-07-07
9495,10331,6,2017-06-26,2017-08-10
9505,9713,6,2017-05-18,2017-11-06
9610,9624,6,2017-05-09,2017-06-22
9611,9642,6,2017-05-09,2017-06-20
9624,9634,6,2017-05-09,2017-06-22
9624,9679,6,2017-05-09,2017-06-22
9649,9672,6,2017-05-09,2017-06-22
9653,9714,6,2017-07-12,2017-09-28
9653,12389,7,2017-09-01,2017-11-14
9664,9665,6,2017-05-09,2017-07-17
9704,9755,8,2017-05-10,2017-08-08
9750,9761,6,2017-05-10,2017-07-01
9758,10535,6,2017-06-13,2017-07-26
9784,9793,7,2017-05-10,2017-09-19
9816,9858,6,2017-05-12,2017-09-28
9822,10110,8,2017-05-29,2017-08-01
9954,9992,8,2017-05-13,2017-09-03
10016,10083,10,2017-05-13,2017-09-14
10023,10037,6,2017-05-13,2017-07-18
10043,11239,6,2017-08-14,2017-10-25
10253,10661,6,2017-06-28,2017-07-30
10308,11513,6,2017-09-24,2017-11-18
10310,11276,6,2017-07-24,2017-09-01
10313,10396,9,2017-05-26,2017-09-04
10322,10396,7,2017-05-26,2017-06-27
10334,10349,7,2017-05-26,2017-06-27
10334,10396,7,2017-05-26,2017-06-27
10338,10376,6,2017-05-26,2017-07-12
10352,10396,6,2017-05-26,2017-06-24
10363,10379,6,2017-05-26,2017-07-22
10415,10434,6,2017-05-31,2017-07-01
10442,10482,6,2017-05-31,2017-07-05
10446,12298,8,2017-08-26,2017-10-25
10449,10482,6,2017-05-31,2017-07-05
10457,10490,6,2017-05-31,2017-07-13
10568,10592,6,2017-06-06,2017-09-14
10585,12841,6,2017-10-31,2017-11-21
10616,10697,6,2017-06-09,2017-07-23
10714,10716,8,2017-06-16,2017-08-15
10716,10778,8,2017-06-16,2017-08-15
10726,10798,6,2017-06-16,2017-07-18
10731,11853,6,2017-07-12,2017-08-17
10758,11466,6,2017-07-14,2017-09-25
10760,10767,6,2017-06-16,2017-10-25
10767,11883,6,2017-07-24,2017-08-29
10819,10899,7,2017-06-16,2017-07-23
10937,10989,6,2017-06-18,2017-09-25
10975,11275,7,2017-07-02,2017-08-30
11014,11090,6,2017-06-20,2017-08-31
11027,11046,6,2017-06-20,2017-07-20
11049,11073,6,2017-06-20,2017-07-20
11049,11074,6,2017-06-20,2017-07-20
11101,11111,6,2017-06-22,2017-07-19
11136,11180,7,2017-06-22,2017-07-30
11148,11194,6,2017-06-22,2017-07-15
11211,12338,6,2017-09-01,2017-11-21
11483,13215,6,2017-10-25,2017-11-21
11514,11537,8,2017-07-01,2017-10-30
11529,11542,6,2017-07-01,2017-10-01
11542,11552,6,2017-07-01,2017-10-01
11633,11686,7,2017-07-03,2017-11-08
11721,11725,6,2017-07-04,2017-09-16
11808,11885,6,2017-07-05,2017-08-08
11817,11883,6,2017-07-05,2017-08-15
11871,11883,6,2017-07-05,2017-08-15
11876,11883,6,2017-07-05,2017-08-15
11880,11898,6,2017-07-05,2017-08-15
11923,11939,7,2017-07-12,2017-09-14
12545,12565,6,2017-08-18,2017-09-19
13217,13265,6,2017-09-24,2017-11-14
13218,13296,6,2017-09-24,2017-11-27
13284,13296,6,2017-09-24,2017-11-27
