Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
1005,3820,6,2017-05-11,2017-05-27
1055,7700,6,2017-05-15,2017-06-04
1063,3967,6,2017-05-16,2017-07-05
1064,2532,7,2017-07-13,2017-08-09
1089,5683,6,2017-05-18,2017-07-05
1089,9619,6,2017-05-18,2017-07-05
1106,1173,6,2017-05-03,2017-07-18
1133,5235,6,2017-07-23,2017-10-17
1138,7677,6,2017-07-13,2017-08-07
1138,10083,6,2017-07-13,2017-08-07
1177,1782,6,2017-05-19,2017-08-19
1218,10975,6,2017-07-23,2017-09-03
1246,1678,6,2017-06-24,2017-07-28
1246,11275,7,2017-06-24,2017-08-18
1321,9977,7,2017-05-30,2017-07-23
1338,4092,6,2017-05-18,2017-09-01
1343,8511,6,2017-07-23,2017-09-16
1378,3432,7,2017-07-13,2017-08-08
1378,5696,7,2017-07-13,2017-08-08
1389,10334,7,2017-06-05,2017-07-17
1475,10541,6,2017-06-28,2017-08-07
1475,10616,6,2017-06-28,2017-08-07
1475,10644,6,2017-06-28,2017-08-07
1482,9238,6,2017-09-11,2017-11-12
1505,8257,6,2017-05-13,2017-07-23
1573,6136,6,2017-06-30,2017-09-03
1573,10179,6,2017-07-05,2017-09-09
1609,8927,7,2017-05-16,2017-09-26
1613,5795,7,2017-05-01,2017-06-11
1677,2857,6,2017-05-06,2017-06-18
1677,3278,7,2017-05-06,2017-07-01
1678,2718,6,2017-07-01,2017-08-01
1678,5459,7,2017-06-16,2017-07-28
1678,6783,7,2017-06-24,2017-08-01
1701,3012,6,2017-05-03,2017-10-02
1715,4451,7,2017-05-22,2017-07-11
1715,7898,7,2017-05-22,2017-07-11
1715,9645,7,2017-05-24,2017-07-12
1733,5869,6,2017-05-13,2017-07-30
1733,6507,9,2017-05-13,2017-09-26
1747,4675,6,2017-07-30,2017-09-10
1747,11225,7,2017-07-21,2017-09-10
1769,5212,6,2017-09-29,2017-11-27
1796,3773,6,2017-05-15,2017-11-07
1822,2231,6,2017-05-24,2017-07-11
1822,4034,6,2017-05-24,2017-07-11
1831,9828,6,2017-06-04,2017-07-04
1849,4451,7,2017-05-22,2017-07-11
1860,4917,7,2017-07-21,2017-09-10
1860,6208,6,2017-07-21,2017-09-04
1904,3612,6,2017-06-11,2017-08-04
1927,2718,6,2017-07-01,2017-08-01
1955,9324,7,2017-06-10,2017-09-03
1955,10179,6,2017-07-05,2017-09-09
1966,3361,8,2017-07-01,2017-08-15
1977,7710,7,2017-10-11,2017-12-01
2000,5093,6,2017-07-08,2017-08-15
2012,2024,6,2017-05-19,2017-07-11
2012,6560,6,2017-05-19,2017-07-11
2024,2090,6,2017-05-19,2017-07-11
2024,3028,6,2017-05-19,2017-07-11
2024,4820,6,2017-06-15,2017-07-12
2033,4253,6,2017-06-27,2017-11-22
2033,9026,6,2017-06-24,2017-09-01
2065,5533,6,2017-06-13,2017-07-23
2065,6113,6,2017-06-13,2017-07-23
2068,5546,6,2017-06-06,2017-06-24
2068,7810,11,2017-06-06,2017-09-18
2068,8158,6,2017-06-06,2017-06-24
2068,9833,7,2017-06-28,2017-09-25
2090,2841,6,2017-05-19,2017-07-11
2097,10758,7,2017-07-23,2017-09-25
2125,10632,6,2017-06-14,2017-11-06
2150,8105,6,2017-05-15,2017-06-14
2174,2532,6,2017-07-13,2017-07-29
2174,7098,6,2017-07-13,2017-07-29
2201,8679,10,2017-05-24,2017-09-11
2201,9068,6,2017-06-13,2017-07-23
2231,2345,6,2017-06-15,2017-07-12
2231,2354,6,2017-06-15,2017-07-12
2231,5330,6,2017-05-24,2017-07-11
2231,5503,6,2017-05-24,2017-07-11
2231,7560,7,2017-05-22,2017-07-11
2231,9645,7,2017-05-24,2017-07-12
2243,3953,6,2017-10-11,2017-12-01
2251,8258,6,2017-10-25,2017-12-01
2354,8262,7,2017-05-19,2017-07-12
2354,9645,6,2017-06-15,2017-07-12
2378,11046,7,2017-07-05,2017-09-17
2408,10196,7,2017-08-02,2017-09-28
2437,5096,7,2017-07-24,2017-10-27
2437,8574,7,2017-05-13,2017-08-15
2441,10145,8,2017-06-03,2017-09-08
2458,6208,6,2017-05-07,2017-08-21
2482,3286,6,2017-06-06,2017-09-18
2489,3432,7,2017-07-13,2017-08-08
2495,3029,6,2017-07-01,2017-08-04
2504,5518,7,2017-05-14,2017-09-25
2508,9942,6,2017-07-19,2017-09-08
2532,8194,6,2017-07-13,2017-08-09
2544,6827,6,2017-06-13,2017-07-30
2544,10661,6,2017-07-17,2017-08-09
2545,11807,6,2017-08-25,2017-10-12
2684,10446,6,2017-07-22,2017-09-21
2728,7551,6,2017-05-05,2017-07-22
2841,2945,6,2017-05-19,2017-07-11
2851,10758,6,2017-07-14,2017-09-18
2857,6707,8,2017-05-06,2017-06-27
2857,9026,6,2017-06-18,2017-07-20
2861,8268,7,2017-07-09,2017-11-11
2886,6418,6,2017-05-01,2017-05-30
2926,6707,8,2017-05-06,2017-06-27
2939,5989,6,2017-05-01,2017-05-30
2939,8411,7,2017-05-01,2017-06-05
2973,4441,6,2017-06-06,2017-06-25
3021,4170,7,2017-06-26,2017-08-07
3021,9522,12,2017-05-14,2017-10-15
3028,8729,6,2017-05-19,2017-07-11
3064,4451,7,2017-06-15,2017-08-08
3064,7560,7,2017-06-15,2017-08-08
3067,6089,6,2017-06-27,2017-11-20
3078,3223,6,2017-06-10,2017-07-23
3090,5081,6,2017-06-10,2017-07-23
3117,10833,6,2017-07-17,2017-09-11
3153,3286,6,2017-06-06,2017-06-24
3153,5544,6,2017-06-06,2017-06-24
3153,5546,6,2017-06-06,2017-06-24
3153,6805,6,2017-06-06,2017-06-24
3223,8006,7,2017-06-10,2017-07-26
3269,11418,6,2017-07-21,2017-10-17
3275,4121,7,2017-05-07,2017-07-18
3278,10368,7,2017-06-06,2017-07-01
3286,4552,7,2017-05-17,2017-06-24
3286,6805,8,2017-06-06,2017-09-01
3298,11767,6,2017-08-14,2017-10-06
3356,9098,6,2017-06-06,2017-06-24
3361,8851,6,2017-07-19,2017-08-24
3361,10764,6,2017-07-24,2017-08-27
3361,11276,9,2017-07-01,2017-08-24
3418,6707,7,2017-05-06,2017-06-24
3418,8411,7,2017-05-17,2017-06-18
3432,6987,6,2017-07-13,2017-09-28
3466,9968,6,2017-05-15,2017-08-25
3513,10357,7,2017-08-28,2017-11-08
3529,5958,6,2017-06-16,2017-11-08
3589,10900,6,2017-07-01,2017-07-23
3590,5789,6,2017-05-06,2017-06-05
3590,8037,7,2017-05-17,2017-10-15
3608,5260,6,2017-06-13,2017-11-16
3618,5503,6,2017-05-24,2017-07-11
3665,5046,6,2017-07-08,2017-09-23
3798,11808,6,2017-08-10,2017-10-01
3820,6743,6,2017-08-10,2017-10-24
3837,5081,6,2017-06-26,2017-11-06
3837,8679,6,2017-06-13,2017-07-23
3977,7321,6,2017-09-23,2017-11-26
4092,10697,6,2017-06-28,2017-09-01
4170,8562,7,2017-06-26,2017-08-07
4200,6205,11,2017-05-01,2017-09-19
4200,10243,6,2017-07-21,2017-09-19
4202,4820,6,2017-05-24,2017-07-11
4249,5789,6,2017-05-06,2017-06-05
4249,6441,6,2017-05-29,2017-06-24
4249,7605,7,2017-05-06,2017-06-12
4336,4728,7,2017-07-13,2017-11-19
4359,6783,6,2017-05-14,2017-07-04
4363,6827,6,2017-07-09,2017-07-26
4363,7162,6,2017-07-17,2017-08-09
4364,7579,7,2017-07-13,2017-08-24
4389,9363,6,2017-05-12,2017-06-04
4397,8704,6,2017-06-16,2017-08-19
4444,6084,6,2017-07-24,2017-09-09
4451,7560,11,2017-05-22,2017-08-15
4463,13900,6,2017-10-15,2017-11-24
4541,5518,6,2017-05-14,2017-05-29
4541,10128,7,2017-05-25,2017-07-21
4552,8158,6,2017-06-06,2017-06-24
4627,6020,6,2017-05-01,2017-05-30
4627,6447,6,2017-05-01,2017-05-30
4632,7162,6,2017-07-12,2017-07-29
4632,10536,6,2017-07-17,2017-08-08
4641,8867,6,2017-06-27,2017-07-23
4675,4713,6,2017-07-16,2017-09-04
4675,11225,6,2017-07-30,2017-09-10
4689,6053,7,2017-07-13,2017-09-21
4713,8368,6,2017-07-16,2017-09-04
4732,11888,6,2017-07-21,2017-09-23
4737,7950,6,2017-07-16,2017-09-04
4737,8368,6,2017-07-16,2017-09-04
4770,7721,6,2017-08-27,2017-11-27
4774,6166,7,2017-07-04,2017-10-16
4816,5116,6,2017-07-16,2017-09-04
4827,6208,8,2017-05-20,2017-09-04
4827,8128,6,2017-05-27,2017-08-21
4827,8563,6,2017-05-13,2017-11-21
4827,9252,9,2017-08-21,2017-11-21
4983,8093,6,2017-05-01,2017-10-19
5009,9600,7,2017-08-10,2017-09-11
5012,13244,6,2017-10-12,2017-11-21
5012,13819,6,2017-11-08,2017-11-24
5021,8030,6,2017-06-28,2017-08-15
5055,8445,7,2017-07-02,2017-09-14
5055,9513,6,2017-07-23,2017-10-11
5081,8562,6,2017-06-10,2017-07-23
5111,9974,6,2017-08-27,2017-11-27
5132,10023,6,2017-07-13,2017-10-25
5227,8511,6,2017-07-08,2017-09-14
5303,8566,6,2017-05-26,2017-07-24
5330,7209,6,2017-05-24,2017-07-11
5330,9066,6,2017-05-24,2017-07-11
5330,9700,7,2017-05-24,2017-07-21
5423,8363,6,2017-06-06,2017-06-25
5423,8775,6,2017-06-06,2017-06-25
5459,9828,6,2017-06-24,2017-07-28
5490,6020,6,2017-05-01,2017-05-30
5503,7560,6,2017-05-24,2017-07-11
5503,9066,7,2017-05-24,2017-08-28
5509,7866,6,2017-05-06,2017-06-06
5533,8596,6,2017-06-13,2017-07-23
5533,9522,6,2017-06-26,2017-10-15
5544,5546,7,2017-05-10,2017-06-24
5544,9098,7,2017-05-10,2017-06-24
5544,9410,6,2017-06-08,2017-06-27
5590,5911,6,2017-05-01,2017-08-01
5590,6294,7,2017-05-01,2017-09-08
5643,8353,6,2017-08-24,2017-11-22
5668,8089,7,2017-05-01,2017-06-11
5668,10377,6,2017-06-06,2017-06-24
5796,7393,6,2017-09-18,2017-11-27
5796,10244,6,2017-09-18,2017-11-27
5850,6783,6,2017-07-02,2017-09-12
5869,6507,6,2017-05-13,2017-07-30
5956,12233,6,2017-08-21,2017-09-19
5989,6020,6,2017-05-01,2017-05-30
5989,6418,7,2017-05-01,2017-07-19
6013,11939,6,2017-07-23,2017-10-15
6060,7200,6,2017-06-03,2017-10-12
6067,6857,6,2017-08-27,2017-11-27
6084,6261,6,2017-08-30,2017-12-01
6084,8277,6,2017-05-01,2017-07-05
6113,8596,9,2017-06-13,2017-09-11
6113,8679,11,2017-06-13,2017-10-31
6138,9777,7,2017-08-09,2017-11-19
6208,8128,6,2017-05-27,2017-08-21
6208,9127,6,2017-07-21,2017-09-04
6208,9359,6,2017-07-21,2017-09-04
6208,10089,6,2017-07-21,2017-09-04
6208,10095,6,2017-07-21,2017-09-04
6447,10616,6,2017-06-28,2017-08-07
6478,9598,7,2017-06-26,2017-11-22
6529,8679,6,2017-07-17,2017-08-11
6529,10576,7,2017-06-28,2017-08-11
6560,9645,6,2017-06-15,2017-07-12
6591,7832,7,2017-08-10,2017-09-11
6591,11211,7,2017-09-10,2017-11-27
6694,10145,6,2017-05-26,2017-07-01
6707,10349,8,2017-06-05,2017-08-18
6729,8260,6,2017-06-15,2017-07-12
6731,11472,6,2017-08-08,2017-11-08
6750,7039,6,2017-05-06,2017-06-11
6777,10484,6,2017-08-08,2017-09-22
6777,11883,7,2017-07-24,2017-09-22
6857,7393,7,2017-05-18,2017-11-27
6900,11066,6,2017-08-15,2017-11-16
6902,8358,6,2017-08-21,2017-11-28
6946,7612,6,2017-05-07,2017-09-14
7007,8704,6,2017-08-14,2017-10-21
7064,11360,6,2017-07-05,2017-11-23
7209,8260,6,2017-06-15,2017-07-12
7209,12582,6,2017-10-22,2017-11-17
7243,8158,8,2017-06-06,2017-08-07
7243,10325,8,2017-06-06,2017-08-07
7347,7877,6,2017-09-16,2017-11-06
7373,8596,6,2017-06-13,2017-07-23
7505,7810,8,2017-05-02,2017-06-24
7555,9974,6,2017-08-27,2017-11-27
7560,9066,7,2017-05-22,2017-07-11
7579,8006,6,2017-07-26,2017-11-06
7612,8146,6,2017-05-01,2017-07-04
7744,12899,6,2017-09-11,2017-11-08
7747,8679,8,2017-06-13,2017-08-07
7877,11483,6,2017-10-25,2017-11-21
7919,8299,6,2017-07-12,2017-07-29
8006,8257,7,2017-06-10,2017-07-26
8017,10576,6,2017-06-28,2017-08-07
8030,8163,6,2017-06-28,2017-08-15
8030,10716,6,2017-07-24,2017-08-29
8030,10767,6,2017-07-24,2017-08-29
8030,11876,7,2017-07-24,2017-11-15
8037,8068,7,2017-05-01,2017-06-05
8040,8511,7,2017-07-03,2017-09-14
8048,9069,6,2017-06-06,2017-06-24
8068,8093,6,2017-05-01,2017-05-30
8194,8424,8,2017-05-24,2017-07-30
8299,9376,6,2017-05-17,2017-07-23
8363,8775,7,2017-05-11,2017-06-25
8368,10460,6,2017-07-16,2017-09-04
8368,11225,6,2017-07-30,2017-09-10
8375,10516,6,2017-08-01,2017-10-08
8411,8961,6,2017-05-29,2017-08-01
8519,8562,6,2017-06-10,2017-07-23
8519,9068,7,2017-06-26,2017-07-30
8519,9271,6,2017-06-10,2017-07-23
8674,12841,7,2017-09-25,2017-11-19
8704,8988,6,2017-08-14,2017-10-21
8735,8961,6,2017-06-25,2017-08-01
8887,9223,6,2017-05-11,2017-07-21
9063,9752,6,2017-06-24,2017-07-28
9118,9127,7,2017-05-12,2017-08-10
9127,10024,6,2017-07-21,2017-09-04
9127,10095,6,2017-07-21,2017-09-04
9252,13215,7,2017-10-25,2017-11-24
9258,9267,6,2017-05-01,2017-07-12
9258,10806,6,2017-07-01,2017-07-23
9359,9395,7,2017-05-03,2017-08-21
9359,10015,6,2017-07-21,2017-09-04
9359,11280,6,2017-07-21,2017-09-04
9369,10097,6,2017-07-21,2017-09-08
9421,10024,6,2017-07-30,2017-09-10
9453,9822,6,2017-05-29,2017-07-13
9482,10110,7,2017-05-29,2017-07-13
9562,9598,7,2017-05-07,2017-07-21
9610,9677,6,2017-05-09,2017-06-22
9611,9628,6,2017-05-09,2017-06-20
9624,9677,6,2017-05-09,2017-06-22
9624,9686,6,2017-05-09,2017-06-22
9659,10016,6,2017-07-13,2017-08-07
9660,9679,6,2017-05-09,2017-06-22
9672,9679,6,2017-05-09,2017-06-22
9679,9686,6,2017-05-09,2017-06-22
9704,9793,6,2017-05-10,2017-06-19
9769,9791,6,2017-05-10,2017-06-10
9777,10536,7,2017-06-13,2017-07-29
9822,9859,6,2017-05-12,2017-07-01
9828,11275,6,2017-06-24,2017-07-28
9833,10550,6,2017-06-13,2017-09-18
9834,9874,6,2017-05-12,2017-06-24
9874,10325,7,2017-06-08,2017-08-07
9974,9994,6,2017-05-13,2017-11-27
10016,10037,8,2017-05-13,2017-08-07
10024,11225,6,2017-07-21,2017-09-04
10069,10238,6,2017-08-10,2017-09-22
10095,10097,6,2017-05-13,2017-08-21
10203,10767,6,2017-07-24,2017-08-29
10227,10240,6,2017-05-23,2017-09-02
10313,10352,6,2017-05-26,2017-06-24
10313,10373,6,2017-05-26,2017-06-24
10325,10352,7,2017-05-26,2017-08-07
10325,10394,6,2017-05-26,2017-08-07
10328,10331,7,2017-05-26,2017-08-10
10415,10456,6,2017-05-31,2017-07-01
10440,10446,9,2017-05-31,2017-09-21
10484,11883,6,2017-08-08,2017-09-22
10576,10899,7,2017-07-17,2017-11-23
10612,10613,6,2017-06-09,2017-07-28
10701,10719,7,2017-06-16,2017-08-12
10702,11898,6,2017-07-24,2017-09-01
10706,10718,6,2017-06-16,2017-09-17
10714,10785,8,2017-06-16,2017-08-15
10716,10785,9,2017-06-16,2017-10-17
10716,11883,6,2017-07-24,2017-08-29
10719,10785,8,2017-06-16,2017-08-15
10731,10737,7,2017-06-16,2017-07-24
10744,10756,6,2017-06-16,2017-07-18
10767,10785,8,2017-06-16,2017-08-15
10899,10900,7,2017-06-16,2017-07-23
10910,10954,6,2017-06-18,2017-07-27
10975,11917,6,2017-07-23,2017-09-03
11011,11027,6,2017-06-20,2017-07-20
11027,11074,6,2017-06-20,2017-07-20
11041,11073,6,2017-06-20,2017-07-20
11067,11221,6,2017-07-30,2017-10-20
11111,11143,6,2017-06-22,2017-07-19
11137,11198,6,2017-06-22,2017-07-19
11143,11176,6,2017-06-22,2017-07-19
11156,11158,6,2017-06-22,2017-07-11
11450,11686,6,2017-08-30,2017-11-08
11729,11730,8,2017-07-04,2017-12-01
11853,11868,6,2017-07-05,2017-08-08
11853,11886,6,2017-07-05,2017-08-17
11863,11895,6,2017-07-05,2017-07-27
11874,11880,6,2017-07-05,2017-08-15
11914,11965,7,2017-07-12,2017-09-14
11940,11963,6,2017-07-12,2017-09-09
12358,12371,6,2017-07-31,2017-09-04
12508,12574,7,2017-08-18,2017-10-27
12540,12582,6,2017-08-18,2017-11-06
12553,12586,6,2017-08-18,2017-11-14
12841,13781,6,2017-10-31,2017-11-21
13218,13221,6,2017-09-24,2017-11-27
13637,13693,6,2017-10-01,2017-11-15
13644,13657,6,2017-10-01,2017-11-19
13644,13668,6,2017-10-01,2017-11-19
13680,13695,6,2017-10-01,2017-11-06
