Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
10322,10397,7,2017-05-26,2017-06-27
10334,10352,8,2017-05-26,2017-11-23
10338,10357,7,2017-05-26,2017-08-28
10349,10371,7,2017-05-26,2017-06-27
10371,10373,6,2017-05-26,2017-06-24
10373,10397,6,2017-05-26,2017-06-24
10422,10446,6,2017-05-31,2017-08-26
10439,10548,6,2017-08-22,2017-11-23
10702,10719,10,2017-06-16,2017-09-01
10703,10727,6,2017-06-16,2017-07-19
10714,10767,8,2017-06-16,2017-08-15
10714,10778,8,2017-06-16,2017-08-15
10744,10762,6,2017-06-16,2017-07-18
10764,10785,8,2017-06-16,2017-08-15
10795,12486,6,2017-09-19,2017-11-21
10806,10833,6,2017-06-16,2017-07-23
11027,11041,6,2017-06-20,2017-07-20
11121,11130,6,2017-06-22,2017-08-16
11136,11183,7,2017-06-22,2017-07-30
11276,11898,6,2017-07-24,2017-09-01
11817,11898,6,2017-07-05,2017-08-15
11871,11880,6,2017-07-05,2017-08-15
12570,12594,6,2017-08-18,2017-11-14
12881,12899,7,2017-09-09,2017-11-08
13620,13668,6,2017-10-01,2017-11-19
13830,13862,6,2017-10-13,2017-11-19
13911,13943,6,2017-10-16,2017-11-24
