Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
3153,8158,6,2017-06-06,2017-06-24
3180,6208,6,2017-05-07,2017-09-10
3223,9522,6,2017-06-10,2017-07-23
3238,11513,6,2017-09-24,2017-11-18
3243,9977,6,2017-06-28,2017-07-29
3275,5530,6,2017-07-13,2017-09-01
3278,5546,6,2017-06-06,2017-09-12
3278,7662,6,2017-05-06,2017-06-11
3309,8539,8,2017-08-08,2017-11-19
3367,4632,7,2017-05-01,2017-07-26
3382,4463,6,2017-10-15,2017-11-24
3416,7919,6,2017-07-12,2017-08-09
3432,4121,6,2017-05-12,2017-07-18
3466,9586,7,2017-05-14,2017-08-25
3503,6084,6,2017-05-29,2017-08-19
3590,7605,7,2017-05-06,2017-06-12
3618,6729,6,2017-05-24,2017-07-11
3665,10365,7,2017-08-24,2017-10-12
3677,7349,6,2017-07-01,2017-08-18
3798,10596,6,2017-08-10,2017-10-01
3837,4170,6,2017-06-13,2017-07-23
3837,5533,6,2017-06-13,2017-07-23
3921,4444,7,2017-06-17,2017-09-03
3924,9049,6,2017-06-10,2017-08-06
3955,10938,6,2017-07-11,2017-10-11
4010,6522,6,2017-07-13,2017-08-07
4010,10037,6,2017-07-13,2017-08-07
4034,4451,7,2017-05-22,2017-07-11
4034,7209,9,2017-05-17,2017-07-11
4034,9645,6,2017-05-24,2017-07-11
4056,7919,7,2017-07-17,2017-08-29
4170,9376,8,2017-07-17,2017-09-19
4170,9522,7,2017-06-26,2017-08-07
4202,7209,6,2017-05-24,2017-07-11
4202,7898,6,2017-05-24,2017-07-11
4235,5416,8,2017-06-20,2017-09-24
4249,8158,8,2017-05-06,2017-08-07
4318,10023,6,2017-07-13,2017-10-25
4329,4852,7,2017-05-18,2017-09-01
4329,12298,6,2017-08-26,2017-10-02
4359,9761,7,2017-05-18,2017-07-04
4441,5546,6,2017-05-10,2017-06-18
4441,8775,6,2017-06-06,2017-06-25
4451,5522,7,2017-05-22,2017-07-11
4503,8326,6,2017-09-17,2017-11-29
4541,7162,11,2017-05-11,2017-07-12
4541,9766,7,2017-05-18,2017-07-07
4543,10591,6,2017-09-16,2017-11-06
4552,8363,6,2017-06-06,2017-08-27
4632,7919,6,2017-07-12,2017-07-29
4675,10460,6,2017-07-16,2017-09-04
4700,6020,6,2017-05-01,2017-07-11
4707,4749,6,2017-07-08,2017-08-30
4713,7191,6,2017-05-22,2017-08-21
4737,5116,6,2017-07-16,2017-09-04
4737,11280,7,2017-07-30,2017-09-19
4746,8167,7,2017-09-04,2017-11-21
4749,8595,6,2017-07-08,2017-08-30
4770,5111,6,2017-08-27,2017-11-27
4770,6067,6,2017-08-27,2017-11-27
4770,7555,6,2017-08-27,2017-11-27
4816,8368,7,2017-07-16,2017-09-10
4816,11514,6,2017-09-10,2017-10-30
4820,9645,7,2017-05-24,2017-07-12
4841,8014,6,2017-06-03,2017-07-12
4850,6813,7,2017-05-29,2017-09-16
4854,11727,6,2017-08-17,2017-10-01
4881,8803,6,2017-05-29,2017-07-07
4917,10089,7,2017-07-21,2017-09-10
4953,5416,6,2017-09-12,2017-10-12
5002,8024,6,2017-07-24,2017-09-09
5007,8609,6,2017-06-10,2017-09-28
5096,7825,7,2017-07-24,2017-10-27
5209,6053,6,2017-07-13,2017-09-21
5330,7560,6,2017-05-24,2017-07-11
5356,7520,7,2017-06-03,2017-09-25
5380,12841,6,2017-10-31,2017-11-21
5459,6783,6,2017-06-24,2017-07-28
5522,8260,6,2017-06-15,2017-07-12
5544,7243,6,2017-06-06,2017-06-24
5544,8158,6,2017-06-06,2017-06-24
5544,9834,6,2017-06-08,2017-06-27
5564,8146,6,2017-05-01,2017-07-04
5572,9684,6,2017-05-18,2017-08-04
5587,10596,6,2017-07-15,2017-08-17
5653,6111,6,2017-07-16,2017-09-08
5696,8194,6,2017-06-13,2017-07-26
5710,10753,6,2017-08-28,2017-11-29
5714,11687,6,2017-09-03,2017-11-19
5747,6865,6,2017-08-07,2017-09-10
5754,9540,6,2017-08-25,2017-11-27
5787,6418,7,2017-05-01,2017-09-01
5795,8007,7,2017-05-01,2017-06-11
5955,10512,6,2017-08-24,2017-10-07
5989,6447,6,2017-05-01,2017-05-30
5989,8093,6,2017-05-01,2017-05-30
5989,8411,6,2017-05-01,2017-05-30
5998,8025,6,2017-09-10,2017-11-08
6024,8912,6,2017-07-13,2017-09-21
6030,9049,7,2017-06-10,2017-09-18
6180,9777,6,2017-06-28,2017-07-29
6181,7526,7,2017-06-19,2017-11-17
6242,8093,6,2017-05-01,2017-10-19
6347,8212,6,2017-09-13,2017-11-08
6418,8037,6,2017-05-01,2017-05-30
6418,8068,6,2017-05-01,2017-05-30
6441,6447,6,2017-05-29,2017-06-24
6441,8961,7,2017-05-07,2017-06-18
6447,8068,7,2017-05-01,2017-06-05
6447,10352,7,2017-05-30,2017-08-07
6465,9345,6,2017-06-29,2017-10-23
6471,9369,6,2017-07-21,2017-09-08
6480,8824,7,2017-06-01,2017-09-16
6515,9268,6,2017-06-04,2017-09-19
6522,6987,6,2017-07-13,2017-08-07
6529,10541,6,2017-06-28,2017-08-07
6529,10644,7,2017-06-28,2017-08-11
6548,7679,7,2017-07-13,2017-08-11
6729,7209,8,2017-05-22,2017-07-12
6729,9699,6,2017-05-24,2017-07-11
6743,7924,6,2017-07-16,2017-09-08
6743,9721,8,2017-08-27,2017-11-07
6805,7810,6,2017-06-06,2017-06-24
6813,8411,7,2017-05-17,2017-06-18
6823,10112,6,2017-07-12,2017-09-03
6857,9974,6,2017-08-27,2017-11-27
7007,12057,6,2017-08-14,2017-10-06
7076,8424,7,2017-07-13,2017-08-14
7162,10899,6,2017-07-01,2017-07-23
7162,10900,6,2017-07-01,2017-07-23
7243,7505,8,2017-06-06,2017-08-07
7253,7291,6,2017-05-04,2017-06-30
7373,8679,6,2017-06-13,2017-07-23
7373,9271,6,2017-06-26,2017-09-16
7381,10449,6,2017-06-27,2017-08-19
7551,8557,6,2017-05-05,2017-07-22
7560,10701,6,2017-06-24,2017-08-12
7560,10714,7,2017-06-24,2017-08-15
7671,8010,6,2017-07-03,2017-09-18
7677,10037,6,2017-07-13,2017-08-07
7710,8664,6,2017-10-22,2017-12-01
7727,7780,6,2017-08-27,2017-10-27
7747,8562,7,2017-06-26,2017-08-07
7801,9513,6,2017-07-03,2017-08-06
7834,8514,7,2017-08-06,2017-10-31
7846,10685,6,2017-10-17,2017-11-17
7859,10243,7,2017-07-21,2017-09-19
7877,11262,6,2017-09-01,2017-10-17
7877,13215,7,2017-10-25,2017-11-24
7951,9465,6,2017-06-04,2017-08-30
8025,8529,6,2017-10-01,2017-11-17
8037,8093,6,2017-05-01,2017-05-30
8040,8579,6,2017-07-03,2017-08-06
8048,10377,7,2017-06-06,2017-09-16
8078,9363,8,2017-05-12,2017-07-07
8102,9381,6,2017-10-04,2017-11-17
8158,9098,6,2017-06-06,2017-06-24
8158,9874,7,2017-06-08,2017-08-07
8165,9063,7,2017-06-24,2017-08-18
8234,9540,6,2017-06-14,2017-08-01
8257,9522,6,2017-06-10,2017-07-23
8299,9380,6,2017-05-17,2017-07-23
8353,11276,6,2017-07-24,2017-09-01
8368,9421,6,2017-07-16,2017-09-04
8445,9828,6,2017-07-02,2017-08-06
8501,9833,7,2017-06-28,2017-09-25
8515,8735,6,2017-06-25,2017-08-01
8562,9271,7,2017-05-13,2017-07-23
8562,10833,6,2017-07-17,2017-09-11
8596,9522,8,2017-06-26,2017-08-11
8596,10644,6,2017-07-17,2017-08-11
8644,11276,6,2017-07-02,2017-08-12
8644,11296,6,2017-07-02,2017-08-12
8684,9127,6,2017-07-21,2017-09-04
8704,11767,7,2017-07-11,2017-09-28
8742,9058,6,2017-05-13,2017-07-22
8803,10128,6,2017-06-14,2017-09-01
8851,10702,6,2017-07-24,2017-09-01
9046,9480,6,2017-09-01,2017-11-19
9127,11400,6,2017-07-05,2017-08-20
9223,9282,7,2017-05-01,2017-07-12
9252,10858,7,2017-07-01,2017-11-14
9258,10350,7,2017-07-07,2017-09-01
9282,10899,8,2017-07-01,2017-08-07
9327,9392,6,2017-05-03,2017-06-12
9331,9359,7,2017-05-03,2017-08-21
9331,9385,7,2017-05-03,2017-08-21
9351,9951,6,2017-05-30,2017-07-19
9359,9385,7,2017-05-03,2017-08-21
9418,9430,6,2017-05-06,2017-06-29
9421,10460,6,2017-07-16,2017-09-04
9466,9834,6,2017-06-08,2017-06-27
9493,10022,6,2017-07-21,2017-09-11
9495,11067,6,2017-07-30,2017-10-20
9540,10128,7,2017-05-25,2017-07-21
9586,9968,6,2017-05-15,2017-08-25
9601,9634,7,2017-05-09,2017-08-30
9602,9618,6,2017-05-09,2017-07-17
9656,9659,6,2017-05-09,2017-07-15
9665,9684,6,2017-05-09,2017-07-17
9677,9679,6,2017-05-09,2017-06-22
9755,9924,6,2017-05-18,2017-06-29
9924,9926,6,2017-05-13,2017-10-13
9988,11243,6,2017-07-08,2017-09-09
10004,10054,6,2017-05-13,2017-06-04
10015,10024,7,2017-05-13,2017-09-04
10017,10083,8,2017-05-13,2017-08-07
10089,11225,7,2017-07-21,2017-09-10
10229,11834,6,2017-07-26,2017-11-17
10267,10271,6,2017-05-23,2017-07-23
10267,10616,6,2017-06-28,2017-08-07
10267,11290,6,2017-09-13,2017-10-20
10306,11472,6,2017-07-21,2017-11-08
10322,10371,7,2017-05-26,2017-06-27
10322,10373,6,2017-05-26,2017-06-24
10334,10397,7,2017-05-26,2017-06-27
10346,10368,7,2017-05-26,2017-07-05
10349,10352,6,2017-05-26,2017-06-24
10349,10373,6,2017-05-26,2017-06-24
10349,10389,6,2017-05-26,2017-06-24
10352,10373,8,2017-05-26,2017-08-07
10376,10394,6,2017-05-26,2017-09-14
10401,10452,6,2017-05-31,2017-08-06
10407,10439,8,2017-05-31,2017-09-01
10412,10483,6,2017-05-31,2017-11-20
10414,10433,6,2017-05-31,2017-11-29
10415,10440,6,2017-05-31,2017-07-01
10416,10430,6,2017-05-31,2017-06-22
10456,10486,6,2017-05-31,2017-07-01
10481,10494,8,2017-05-31,2017-11-22
10525,10561,6,2017-06-06,2017-08-25
10613,11466,6,2017-07-14,2017-09-24
10716,10764,8,2017-06-16,2017-08-15
10716,10767,10,2017-06-16,2017-08-29
10722,10799,6,2017-06-16,2017-09-01
10744,10799,6,2017-06-16,2017-07-18
10760,10762,6,2017-06-16,2017-10-25
10762,10798,8,2017-06-16,2017-10-25
10767,10778,8,2017-06-16,2017-08-15
10778,10796,7,2017-06-16,2017-08-12
10802,12497,6,2017-08-11,2017-10-28
10989,11600,6,2017-08-17,2017-10-01
11046,11324,6,2017-07-05,2017-09-11
11071,11077,6,2017-06-20,2017-11-25
11111,11176,7,2017-06-22,2017-07-21
11120,11194,6,2017-06-22,2017-07-15
11136,11156,6,2017-06-22,2017-07-11
11137,11176,8,2017-06-22,2017-08-04
11158,11175,7,2017-06-22,2017-07-30
11341,11513,6,2017-08-22,2017-10-12
11450,11784,6,2017-07-15,2017-09-09
11745,11796,7,2017-07-04,2017-10-13
11803,11871,6,2017-07-05,2017-08-15
11803,11876,6,2017-07-05,2017-08-15
11803,11880,6,2017-07-05,2017-08-15
11874,11883,6,2017-07-05,2017-08-15
11883,11898,6,2017-07-05,2017-08-15
11909,11910,7,2017-07-12,2017-09-19
11917,11957,7,2017-07-12,2017-08-30
12119,12197,6,2017-07-23,2017-11-26
12144,12173,6,2017-07-23,2017-09-24
12284,12286,6,2017-07-27,2017-11-14
12516,12574,6,2017-08-18,2017-10-25
12542,12557,7,2017-08-18,2017-11-27
12841,12899,7,2017-09-09,2017-11-08
12948,12981,6,2017-09-10,2017-12-01
13235,13265,6,2017-09-24,2017-11-14
13561,13564,6,2017-09-27,2017-11-27
13620,13644,6,2017-10-01,2017-11-19
13663,13693,6,2017-10-01,2017-11-15
13819,13862,7,2017-10-13,2017-11-21
