Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
5093,8353,8,2017-07-08,2017-09-01
5096,9665,7,2017-05-18,2017-12-01
5101,6591,6,2017-09-10,2017-11-27
5101,8552,6,2017-08-21,2017-11-27
5101,10446,6,2017-08-21,2017-09-21
5111,7555,6,2017-08-27,2017-11-27
5116,6317,6,2017-07-16,2017-09-04
5116,7950,6,2017-07-16,2017-09-04
5198,8979,9,2017-05-02,2017-07-22
5201,8552,6,2017-09-01,2017-11-27
5201,12374,6,2017-09-01,2017-11-27
5238,6515,7,2017-06-04,2017-09-23
5295,9749,6,2017-07-30,2017-10-23
5319,6666,6,2017-10-02,2017-11-24
5330,7898,6,2017-05-24,2017-07-11
5330,9699,8,2017-05-24,2017-08-04
5375,8845,6,2017-06-27,2017-09-18
5459,7349,6,2017-07-01,2017-08-18
5522,7898,7,2017-05-22,2017-07-11
5538,10850,7,2017-07-01,2017-08-30
5544,9026,6,2017-05-10,2017-09-10
5544,9466,6,2017-06-08,2017-06-27
5546,9069,7,2017-06-06,2017-09-12
5612,9058,6,2017-05-13,2017-08-21
5668,6707,6,2017-05-17,2017-06-27
5668,7505,6,2017-06-06,2017-06-24
5668,9834,6,2017-06-08,2017-06-27
5690,8084,6,2017-08-04,2017-09-19
5754,9994,7,2017-08-14,2017-11-27
5789,8037,7,2017-05-17,2017-09-21
5795,8089,7,2017-05-01,2017-06-11
5942,7506,7,2017-05-15,2017-06-29
5989,8037,6,2017-05-01,2017-05-30
6001,8721,6,2017-07-21,2017-09-28
6020,6447,6,2017-05-01,2017-05-30
6051,8803,6,2017-05-22,2017-08-26
6067,7721,6,2017-08-27,2017-11-27
6072,8642,6,2017-10-02,2017-11-20
6084,8961,10,2017-05-29,2017-07-24
6208,8684,7,2017-07-21,2017-09-10
6208,9725,6,2017-05-20,2017-08-20
6418,8093,6,2017-05-01,2017-05-30
6447,6707,6,2017-05-17,2017-06-24
6447,8017,6,2017-06-28,2017-08-07
6447,8596,7,2017-07-17,2017-09-19
6447,9057,6,2017-06-18,2017-07-23
6458,9294,6,2017-06-22,2017-09-04
6464,7682,6,2017-05-23,2017-08-15
6471,10097,6,2017-07-21,2017-09-08
6529,8017,6,2017-06-28,2017-08-07
6532,9749,7,2017-08-17,2017-11-14
6541,9752,6,2017-07-23,2017-10-23
6576,6666,6,2017-10-18,2017-11-24
6622,7222,7,2017-05-17,2017-09-02
6622,9626,6,2017-05-22,2017-08-15
6729,9066,7,2017-05-22,2017-07-11
6777,8030,6,2017-07-24,2017-08-29
6777,8644,6,2017-07-02,2017-08-12
6777,9255,6,2017-05-13,2017-07-01
6777,11296,8,2017-06-24,2017-08-12
6783,9828,8,2017-06-06,2017-08-01
6805,7505,6,2017-06-06,2017-06-24
6805,10325,6,2017-06-06,2017-06-24
7007,11014,6,2017-07-12,2017-09-15
7060,11587,6,2017-08-25,2017-11-27
7162,7919,7,2017-07-12,2017-08-09
7162,8363,6,2017-07-17,2017-08-24
7162,10806,6,2017-07-01,2017-07-23
7163,8593,6,2017-05-05,2017-08-26
7187,10731,6,2017-08-08,2017-09-25
7209,7898,8,2017-05-18,2017-07-11
7242,7718,6,2017-05-17,2017-06-20
7243,10394,6,2017-06-12,2017-09-14
7373,9068,7,2017-05-15,2017-07-23
7505,9069,8,2017-05-02,2017-06-24
7505,10377,6,2017-06-06,2017-06-24
7507,9063,7,2017-07-02,2017-08-30
7507,11275,7,2017-07-02,2017-08-30
7509,7724,6,2017-08-01,2017-09-28
7560,9699,6,2017-05-24,2017-07-11
7590,12318,6,2017-08-07,2017-11-29
7656,9127,6,2017-07-05,2017-08-20
7656,9709,6,2017-06-27,2017-08-10
7657,7903,6,2017-10-04,2017-11-29
7661,11587,6,2017-08-25,2017-11-27
7679,10016,6,2017-07-13,2017-08-07
7711,7844,6,2017-05-22,2017-08-12
7898,9066,9,2017-05-18,2017-08-28
7950,10460,6,2017-07-16,2017-09-04
8006,8036,7,2017-05-13,2017-11-06
8006,9522,6,2017-06-10,2017-07-23
8017,10616,7,2017-06-10,2017-08-07
8030,11883,6,2017-07-24,2017-08-29
8037,8411,7,2017-05-01,2017-06-05
8257,8519,7,2017-06-10,2017-07-26
8368,10022,6,2017-07-30,2017-09-10
8411,9441,6,2017-06-12,2017-07-28
8427,9324,6,2017-06-30,2017-09-03
8445,8511,6,2017-07-23,2017-09-16
8584,8596,7,2017-06-26,2017-08-07
8584,8679,7,2017-06-26,2017-08-07
8584,9271,7,2017-05-13,2017-07-23
8609,8808,7,2017-06-10,2017-09-21
8671,10308,6,2017-09-24,2017-11-18
8671,11513,6,2017-09-24,2017-11-18
8679,9386,6,2017-07-17,2017-08-11
8679,10833,7,2017-07-17,2017-09-28
8684,10089,6,2017-07-21,2017-09-04
8684,11225,6,2017-07-21,2017-09-04
9069,9098,8,2017-06-06,2017-07-24
9101,12374,6,2017-09-01,2017-11-27
9212,9252,7,2017-05-01,2017-07-13
9212,9258,6,2017-05-01,2017-07-07
9223,9252,6,2017-05-01,2017-07-07
9227,9247,6,2017-05-01,2017-12-01
9282,10806,6,2017-07-01,2017-07-23
9282,10819,6,2017-07-01,2017-07-23
9359,10095,6,2017-07-21,2017-09-04
9385,9395,8,2017-05-03,2017-09-08
9385,10097,6,2017-07-21,2017-09-08
9386,9522,6,2017-07-17,2017-08-11
9410,10322,6,2017-06-12,2017-07-17
9410,10334,6,2017-06-12,2017-07-17
9418,10651,6,2017-06-19,2017-09-23
9495,11400,6,2017-07-05,2017-08-20
9522,10644,6,2017-07-17,2017-08-11
9601,9679,6,2017-05-09,2017-06-22
9610,9672,6,2017-05-09,2017-06-22
9610,9679,8,2017-05-09,2017-10-12
9624,9672,6,2017-05-09,2017-06-22
9634,9649,6,2017-05-09,2017-06-22
9634,9677,6,2017-05-09,2017-06-22
9649,9660,6,2017-05-09,2017-06-22
9649,9686,6,2017-05-09,2017-06-22
9665,9676,7,2017-05-09,2017-09-14
9677,9686,6,2017-05-09,2017-06-22
9703,9777,7,2017-05-10,2017-11-06
9755,9784,6,2017-05-10,2017-06-19
9761,9997,7,2017-05-18,2017-07-04
9777,9977,6,2017-06-28,2017-07-29
9833,10509,8,2017-06-13,2017-09-25
9920,9987,6,2017-05-13,2017-07-30
10015,10089,7,2017-05-13,2017-09-04
10015,11225,6,2017-07-21,2017-09-04
10015,11280,6,2017-07-21,2017-09-04
10017,10023,6,2017-05-13,2017-07-18
10017,10037,8,2017-05-13,2017-08-07
10024,10097,6,2017-05-13,2017-08-21
10095,11280,6,2017-07-21,2017-09-04
10253,10271,6,2017-05-23,2017-07-23
10267,10548,6,2017-06-28,2017-10-11
10313,10334,7,2017-05-26,2017-06-27
10313,10389,6,2017-05-26,2017-06-24
10322,10334,9,2017-05-26,2017-07-17
10396,10397,7,2017-05-26,2017-06-27
10409,10428,6,2017-05-31,2017-07-05
10428,10482,6,2017-05-31,2017-07-05
10430,10439,8,2017-05-31,2017-09-01
10432,10937,6,2017-06-22,2017-09-17
10434,10486,6,2017-05-31,2017-07-01
10440,10486,6,2017-05-31,2017-07-01
10535,10576,6,2017-06-06,2017-07-23
10596,10731,6,2017-08-08,2017-09-25
10616,10661,6,2017-06-09,2017-07-23
10703,10795,6,2017-06-16,2017-07-19
10716,10719,8,2017-06-16,2017-08-15
10720,10766,6,2017-06-16,2017-08-25
10727,10737,7,2017-06-16,2017-07-24
10731,11610,6,2017-08-08,2017-09-25
10744,10791,6,2017-06-16,2017-07-18
10762,10791,6,2017-06-16,2017-07-18
10767,11871,8,2017-07-24,2017-11-14
10785,10796,7,2017-06-16,2017-08-12
10954,12340,6,2017-08-07,2017-10-17
10989,11727,6,2017-08-17,2017-10-01
11011,11034,6,2017-06-20,2017-11-12
11057,11084,6,2017-06-20,2017-07-30
11315,11332,6,2017-06-25,2017-09-19
11376,12173,6,2017-08-17,2017-10-23
11450,11633,8,2017-08-13,2017-11-08
11610,11808,6,2017-08-08,2017-09-25
11803,11898,6,2017-07-05,2017-08-15
11808,11886,6,2017-07-05,2017-08-17
11874,11898,6,2017-07-05,2017-08-15
11917,11919,6,2017-07-12,2017-08-19
11919,11957,6,2017-07-12,2017-08-19
12323,12338,7,2017-07-31,2017-11-21
12516,12570,6,2017-08-18,2017-11-14
12516,12586,6,2017-08-18,2017-11-14
12544,12563,6,2017-08-18,2017-11-20
13221,13284,6,2017-09-24,2017-11-27
13405,13416,7,2017-09-26,2017-11-14
13549,13579,6,2017-09-27,2017-11-06
13731,13753,6,2017-10-11,2017-11-16
