Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
3064,9699,6,2017-06-15,2017-10-17
3119,10516,6,2017-07-15,2017-10-08
3153,7505,8,2017-05-02,2017-06-24
3172,3405,6,2017-05-05,2017-06-08
3177,5566,6,2017-05-17,2017-08-11
3243,8006,6,2017-07-17,2017-08-09
3243,10661,6,2017-06-28,2017-08-09
3249,4165,6,2017-06-26,2017-09-18
3249,9049,6,2017-06-26,2017-09-18
3278,5423,9,2017-05-06,2017-06-25
3278,5668,7,2017-05-17,2017-06-18
3286,3356,8,2017-06-06,2017-09-01
3286,8158,6,2017-06-06,2017-06-24
3286,9098,6,2017-06-06,2017-06-24
3322,8353,6,2017-07-08,2017-08-15
3356,7643,6,2017-06-08,2017-08-22
3416,8363,6,2017-07-17,2017-08-09
3418,3590,9,2017-05-06,2017-06-24
3418,4249,9,2017-05-06,2017-06-24
3418,5789,6,2017-05-06,2017-06-05
3418,7605,7,2017-05-06,2017-06-12
3466,7469,6,2017-09-21,2017-11-29
3536,8197,6,2017-05-24,2017-08-18
3590,4850,6,2017-05-29,2017-06-24
3590,6441,6,2017-05-29,2017-06-24
3677,8114,6,2017-07-02,2017-08-19
3677,8165,6,2017-07-01,2017-08-18
3758,6972,7,2017-05-16,2017-09-15
3837,9068,6,2017-06-13,2017-07-23
3859,7222,6,2017-05-17,2017-08-29
3875,11527,7,2017-09-01,2017-11-14
3880,9252,6,2017-07-07,2017-11-24
3889,4478,6,2017-08-27,2017-11-08
3889,8529,7,2017-09-28,2017-11-17
3968,8351,6,2017-06-03,2017-08-15
3993,11910,6,2017-08-04,2017-09-19
4010,6987,7,2017-07-13,2017-08-11
4034,7560,7,2017-05-22,2017-07-11
4056,6827,6,2017-07-13,2017-07-30
4217,8194,6,2017-07-13,2017-08-09
4227,10989,6,2017-07-04,2017-09-25
4293,6180,6,2017-06-28,2017-07-29
4318,4580,6,2017-07-13,2017-10-25
4336,7809,6,2017-07-13,2017-09-21
4363,10048,6,2017-07-04,2017-07-23
4363,10497,6,2017-07-13,2017-07-29
4441,9098,6,2017-05-10,2017-06-18
4444,5002,6,2017-07-24,2017-09-09
4451,5093,6,2017-07-24,2017-09-01
4451,5330,6,2017-05-24,2017-07-11
4451,10701,6,2017-06-24,2017-08-12
4451,10716,7,2017-06-24,2017-08-15
4496,4650,7,2017-05-22,2017-07-21
4496,8642,6,2017-08-27,2017-10-31
4514,8542,7,2017-05-05,2017-07-28
4552,9098,6,2017-06-06,2017-06-24
4584,5016,7,2017-07-13,2017-08-09
4627,8093,7,2017-05-01,2017-06-06
4689,4823,7,2017-07-13,2017-09-21
4707,9063,6,2017-07-23,2017-09-03
4737,9421,8,2017-07-16,2017-09-19
4774,8729,7,2017-05-19,2017-07-12
4810,6532,6,2017-09-09,2017-11-14
4816,9421,6,2017-07-16,2017-09-04
4820,5522,9,2017-05-22,2017-07-18
4820,8260,6,2017-06-15,2017-07-12
4820,9700,6,2017-05-24,2017-07-11
4827,7950,6,2017-07-30,2017-10-09
4827,10022,8,2017-07-21,2017-09-11
4827,10089,7,2017-07-21,2017-09-10
4841,9363,6,2017-06-03,2017-07-12
4854,12841,6,2017-09-11,2017-11-08
4917,8684,6,2017-07-21,2017-09-04
4917,9359,6,2017-07-21,2017-09-04
4917,11225,8,2017-07-21,2017-09-11
5016,7579,7,2017-07-13,2017-08-24
5021,8163,6,2017-06-28,2017-08-15
5096,9951,6,2017-07-14,2017-08-15
5096,10234,6,2017-07-24,2017-08-29
5101,5111,6,2017-05-24,2017-11-27
5101,8810,6,2017-09-10,2017-11-27
5201,9101,7,2017-08-01,2017-11-27
5253,7220,7,2017-06-24,2017-10-01
5277,10310,6,2017-07-12,2017-08-24
5423,8158,8,2017-05-06,2017-06-18
5465,5635,7,2017-05-18,2017-10-27
5503,7209,6,2017-05-24,2017-07-11
5509,7662,6,2017-05-06,2017-06-06
5522,6560,7,2017-06-15,2017-07-18
5522,8262,6,2017-06-15,2017-07-12
5522,9700,6,2017-05-24,2017-07-11
5530,6053,6,2017-07-13,2017-09-01
5530,7677,7,2017-05-14,2017-07-18
5544,5668,7,2017-06-06,2017-06-27
5544,6805,7,2017-05-10,2017-06-24
5544,8048,6,2017-06-06,2017-06-24
5668,6100,6,2017-05-01,2017-06-18
5668,6447,7,2017-05-01,2017-06-24
5668,8158,8,2017-05-17,2017-06-24
5668,9098,6,2017-06-06,2017-06-24
5748,6208,8,2017-07-21,2017-09-19
5748,6471,6,2017-06-16,2017-08-21
5748,9359,6,2017-07-21,2017-09-04
5748,11280,8,2017-07-21,2017-09-19
5943,6114,6,2017-06-03,2017-08-21
5958,9355,6,2017-07-20,2017-11-08
6006,6121,6,2017-08-10,2017-09-26
6050,9988,7,2017-05-20,2017-09-03
6052,8411,7,2017-05-01,2017-06-18
6053,9279,6,2017-05-13,2017-09-21
6067,7555,6,2017-08-27,2017-11-27
6113,8562,8,2017-06-26,2017-09-11
6113,9522,7,2017-06-26,2017-08-07
6181,10651,6,2017-06-14,2017-08-30
6205,10243,6,2017-07-21,2017-09-19
6208,10024,7,2017-07-21,2017-09-10
6317,9421,6,2017-07-16,2017-09-04
6394,9779,6,2017-08-17,2017-10-23
6418,6447,7,2017-05-01,2017-09-19
6447,6529,6,2017-06-28,2017-08-07
6447,10325,6,2017-05-30,2017-08-07
6458,10478,6,2017-08-01,2017-09-10
6471,9385,6,2017-07-21,2017-09-08
6519,11326,6,2017-09-07,2017-11-01
6522,7677,6,2017-07-13,2017-08-07
6522,7679,6,2017-07-13,2017-08-07
6548,10394,8,2017-07-16,2017-09-19
6591,9600,7,2017-08-10,2017-09-11
6622,10749,6,2017-08-11,2017-11-06
6777,9997,7,2017-05-20,2017-07-19
6805,9098,8,2017-05-01,2017-06-24
6987,7679,7,2017-07-13,2017-08-11
7002,7590,6,2017-07-11,2017-08-15
7007,7319,6,2017-08-14,2017-10-06
7007,8988,6,2017-08-14,2017-10-21
7068,8146,7,2017-05-01,2017-07-15
7098,7579,6,2017-07-13,2017-07-29
7162,9282,7,2017-06-14,2017-07-23
7187,11808,6,2017-08-08,2017-09-25
7327,12582,6,2017-10-22,2017-11-17
7349,8004,6,2017-07-02,2017-09-21
7349,11275,6,2017-07-01,2017-08-18
7393,10731,6,2017-07-19,2017-09-04
7505,9098,6,2017-06-06,2017-06-24
7643,10107,6,2017-05-23,2017-06-24
7662,7866,6,2017-05-06,2017-06-06
7677,10017,6,2017-07-13,2017-08-07
7721,9974,6,2017-08-27,2017-11-27
7744,10989,7,2017-08-18,2017-11-08
7744,12881,6,2017-09-11,2017-11-08
7747,8596,8,2017-06-13,2017-08-07
7747,9282,6,2017-07-17,2017-10-08
7864,9985,6,2017-08-21,2017-10-12
7951,9954,7,2017-06-06,2017-09-09
7951,9988,6,2017-07-08,2017-09-09
7987,8218,6,2017-09-29,2017-11-21
8025,12841,7,2017-09-17,2017-11-16
8030,10778,6,2017-07-24,2017-11-14
8048,8158,6,2017-06-06,2017-06-24
8048,10325,6,2017-06-06,2017-06-24
8158,10377,6,2017-06-06,2017-06-24
8197,9441,6,2017-08-18,2017-10-04
8228,8589,6,2017-05-11,2017-07-16
8257,8562,6,2017-06-10,2017-07-23
8363,10325,6,2017-05-30,2017-06-18
8406,11276,7,2017-07-02,2017-08-15
8541,9600,6,2017-08-01,2017-09-02
8552,12374,6,2017-09-01,2017-11-27
8589,8598,7,2017-05-11,2017-07-16
8595,9063,6,2017-07-23,2017-09-03
8596,10576,6,2017-07-17,2017-08-11
8679,10541,6,2017-07-17,2017-11-23
8684,11280,7,2017-07-21,2017-09-10
8838,9227,7,2017-05-13,2017-12-01
8965,8995,6,2017-05-02,2017-11-08
9033,10591,6,2017-09-16,2017-11-06
9062,9600,7,2017-08-01,2017-09-04
9066,9645,6,2017-05-24,2017-07-11
9118,10331,6,2017-06-26,2017-08-10
9252,9258,6,2017-05-01,2017-07-07
9282,10833,7,2017-07-07,2017-08-07
9376,10267,7,2017-07-17,2017-09-14
9376,10899,6,2017-07-12,2017-08-07
9380,10806,6,2017-07-12,2017-09-21
9404,11368,7,2017-07-05,2017-10-17
9441,9472,6,2017-05-06,2017-10-25
9505,9517,6,2017-05-07,2017-07-04
9522,9598,7,2017-05-07,2017-10-20
9575,9592,7,2017-05-07,2017-06-20
9601,9672,6,2017-05-09,2017-06-22
9602,9640,6,2017-05-09,2017-07-17
9611,9693,6,2017-05-09,2017-06-20
9618,9665,6,2017-05-09,2017-07-17
9620,9628,6,2017-05-09,2017-06-20
9620,9642,6,2017-05-09,2017-06-20
9634,9679,6,2017-05-09,2017-06-22
9640,9664,6,2017-05-09,2017-07-17
9640,9665,6,2017-05-09,2017-07-17
9645,9700,7,2017-05-09,2017-07-11
9704,9924,6,2017-05-18,2017-06-29
9723,9725,6,2017-05-10,2017-10-11
9779,12173,6,2017-08-17,2017-10-23
9951,10203,6,2017-07-24,2017-11-07
9951,11803,6,2017-07-24,2017-11-07
9961,9962,6,2017-05-13,2017-08-04
9974,10067,6,2017-08-27,2017-11-27
9988,9992,7,2017-05-13,2017-09-03
10015,10097,6,2017-05-13,2017-08-21
10016,10017,8,2017-05-13,2017-08-07
10023,10083,6,2017-05-13,2017-07-18
10035,10042,6,2017-05-13,2017-07-21
10089,10095,8,2017-05-13,2017-09-10
10112,10862,7,2017-07-07,2017-09-03
10212,10479,6,2017-07-16,2017-08-23
10244,10439,6,2017-06-22,2017-10-11
10267,10644,6,2017-06-28,2017-08-07
10310,10719,6,2017-07-24,2017-09-01
10313,10322,7,2017-05-26,2017-06-27
10322,10349,7,2017-05-26,2017-06-27
10322,10352,6,2017-05-26,2017-06-24
10334,10373,6,2017-05-26,2017-06-24
10352,10389,6,2017-05-26,2017-06-24
10352,10397,6,2017-05-26,2017-06-24
10371,10389,6,2017-05-26,2017-06-24
10373,10394,8,2017-05-26,2017-08-11
10425,10431,6,2017-05-31,2017-07-08
10434,10456,6,2017-05-31,2017-07-01
10453,11057,6,2017-07-11,2017-09-24
10461,10478,6,2017-05-31,2017-09-11
10476,10481,6,2017-05-31,2017-06-27
10509,10550,7,2017-06-06,2017-09-18
10512,11483,6,2017-07-14,2017-09-23
10516,10596,6,2017-06-06,2017-07-24
10702,10764,9,2017-06-16,2017-08-24
10719,11276,6,2017-07-24,2017-09-01
10720,10780,8,2017-06-16,2017-09-23
10741,10766,6,2017-06-16,2017-08-25
10756,10762,6,2017-06-16,2017-07-18
10806,10900,8,2017-06-16,2017-09-16
10818,10841,6,2017-06-16,2017-08-01
10819,10833,6,2017-06-16,2017-07-23
11011,11041,6,2017-06-20,2017-07-20
11041,11049,6,2017-06-20,2017-07-20
11041,11074,6,2017-06-20,2017-07-20
11070,11088,6,2017-06-20,2017-10-11
11074,11324,6,2017-07-05,2017-09-11
11158,11183,7,2017-06-22,2017-07-30
11175,11180,9,2017-06-22,2017-08-19
11176,11198,6,2017-06-22,2017-07-19
11353,11360,6,2017-06-25,2017-10-09
11398,11400,6,2017-06-25,2017-08-10
11874,11876,6,2017-07-05,2017-08-15
11914,11930,7,2017-07-12,2017-09-14
11923,11930,7,2017-07-12,2017-09-14
12512,12520,6,2017-08-18,2017-10-06
12841,12881,7,2017-09-09,2017-11-08
13636,13638,6,2017-10-01,2017-11-14
