Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
2231,2945,6,2017-06-15,2017-07-12
2231,6560,6,2017-06-15,2017-07-12
2243,12244,6,2017-10-11,2017-12-01
2258,8529,6,2017-09-11,2017-11-08
2274,3608,6,2017-09-11,2017-11-01
2336,3187,6,2017-06-15,2017-08-24
2336,4034,6,2017-05-24,2017-07-11
2336,5503,6,2017-05-24,2017-07-11
2345,2945,7,2017-05-19,2017-07-12
2345,4820,6,2017-06-15,2017-07-12
2378,10937,8,2017-07-05,2017-09-25
2472,7834,6,2017-09-14,2017-10-31
2476,2489,6,2017-07-29,2017-09-21
2476,4781,6,2017-07-29,2017-09-21
2482,2973,8,2017-05-11,2017-07-01
2482,5423,6,2017-06-06,2017-06-25
2482,7860,7,2017-05-11,2017-06-25
2482,8363,8,2017-05-11,2017-07-01
2495,4778,6,2017-07-01,2017-08-04
2529,4852,9,2017-05-18,2017-10-15
2532,7579,7,2017-07-13,2017-08-09
2532,11007,6,2017-07-15,2017-08-09
2544,3837,6,2017-06-13,2017-07-23
2544,6113,6,2017-06-13,2017-07-23
2544,9068,8,2017-06-13,2017-07-30
2588,8810,7,2017-09-10,2017-11-27
2662,6251,6,2017-07-04,2017-11-25
2811,4502,6,2017-05-19,2017-09-25
2841,3028,6,2017-05-19,2017-07-11
2841,4774,8,2017-05-19,2017-10-12
2869,8988,6,2017-08-03,2017-09-28
2886,8068,7,2017-05-01,2017-06-05
2926,5668,6,2017-05-17,2017-06-27
2926,6813,7,2017-05-06,2017-06-24
2926,8158,6,2017-05-06,2017-06-24
2937,7153,6,2017-06-14,2017-08-18
2939,8093,6,2017-05-01,2017-05-30
2945,8729,7,2017-05-19,2017-07-12
2960,4850,10,2017-05-11,2017-09-23
3002,4774,6,2017-05-19,2017-07-11
3021,8679,8,2017-06-26,2017-08-11
3029,11296,7,2017-06-24,2017-10-24
3064,3187,6,2017-05-19,2017-07-11
3064,4774,6,2017-05-19,2017-07-11
3078,4543,7,2017-07-17,2017-10-28
3078,5081,7,2017-06-10,2017-11-26
3078,8257,6,2017-06-10,2017-07-23
3078,8519,6,2017-06-10,2017-07-23
3078,8584,7,2017-05-13,2017-07-23
3090,4170,7,2017-06-26,2017-08-07
3117,6447,7,2017-07-17,2017-09-19
3153,9098,6,2017-06-06,2017-06-24
3175,8960,6,2017-05-02,2017-11-28
3187,6560,6,2017-05-19,2017-07-11
3187,8260,6,2017-05-19,2017-07-11
3223,9068,6,2017-06-26,2017-07-26
3275,6810,7,2017-07-15,2017-10-15
3286,5544,6,2017-06-06,2017-06-24
3322,10310,6,2017-07-08,2017-08-15
3382,7286,6,2017-10-15,2017-11-24
3418,3503,8,2017-05-06,2017-06-28
3418,8190,6,2017-05-06,2017-06-05
3445,9980,6,2017-05-15,2017-09-21
3526,10403,6,2017-07-04,2017-10-12
3590,6707,7,2017-05-06,2017-06-24
3590,6813,9,2017-05-06,2017-06-24
3618,5330,6,2017-05-24,2017-07-11
3618,9699,6,2017-05-24,2017-07-11
3677,9063,8,2017-07-01,2017-08-30
3741,7643,6,2017-05-23,2017-06-24
3741,10107,7,2017-05-23,2017-09-16
3880,4827,7,2017-10-09,2017-11-21
3880,8234,6,2017-07-07,2017-11-21
3889,8025,6,2017-10-01,2017-11-17
3896,8039,6,2017-06-27,2017-09-15
3934,9225,7,2017-05-26,2017-09-02
4034,8983,7,2017-05-07,2017-06-20
4170,10267,7,2017-07-17,2017-09-14
4171,6293,6,2017-05-01,2017-05-27
4200,7859,6,2017-07-21,2017-09-19
4217,5696,6,2017-07-13,2017-07-29
4249,8190,6,2017-05-06,2017-06-05
4274,8234,6,2017-05-24,2017-07-21
4287,9557,6,2017-07-30,2017-09-18
4293,9977,6,2017-06-28,2017-07-29
4315,8390,6,2017-07-16,2017-09-28
4363,9777,6,2017-07-17,2017-08-09
4441,10368,6,2017-06-06,2017-06-25
4449,5683,7,2017-05-18,2017-07-15
4451,11276,6,2017-07-24,2017-09-01
4496,12298,6,2017-09-21,2017-11-28
4502,8579,7,2017-09-18,2017-10-12
4502,9532,6,2017-05-11,2017-10-12
4514,7737,6,2017-07-03,2017-08-19
4552,5546,6,2017-06-06,2017-06-24
4584,7579,6,2017-07-13,2017-08-09
4584,8194,7,2017-07-13,2017-08-09
4627,8037,6,2017-05-01,2017-05-30
4675,8368,7,2017-07-16,2017-09-10
4749,9441,6,2017-07-08,2017-08-30
4770,10067,6,2017-08-27,2017-11-27
4774,10799,7,2017-06-24,2017-07-27
4816,10022,8,2017-07-30,2017-09-21
4827,7877,7,2017-09-10,2017-11-21
4827,10015,6,2017-07-21,2017-09-04
4827,10024,7,2017-07-21,2017-11-21
4841,9810,6,2017-06-03,2017-07-12
4852,9649,6,2017-05-18,2017-11-08
5009,6591,7,2017-08-10,2017-09-11
5009,9862,7,2017-08-10,2017-09-11
5055,9752,6,2017-07-02,2017-08-06
5081,8519,6,2017-06-10,2017-07-23
5093,10719,6,2017-07-24,2017-09-01
5314,5966,6,2017-05-24,2017-07-29
5330,5503,6,2017-05-24,2017-07-11
5380,11450,7,2017-10-31,2017-11-24
5387,5636,6,2017-06-03,2017-09-16
5459,8165,7,2017-06-24,2017-08-18
5459,9752,6,2017-06-24,2017-07-28
5482,5789,6,2017-05-06,2017-06-05
5482,6813,6,2017-05-06,2017-06-05
5490,8068,7,2017-05-01,2017-06-05
5546,5668,6,2017-06-06,2017-06-24
5546,6805,8,2017-05-10,2017-08-22
5546,8048,6,2017-06-06,2017-06-24
5572,9664,6,2017-05-18,2017-08-04
5596,6418,9,2017-05-01,2017-09-19
5612,6584,6,2017-05-13,2017-07-21
5668,5795,7,2017-05-01,2017-06-11
5668,6052,6,2017-05-01,2017-06-18
5668,7243,6,2017-06-06,2017-06-24
5668,8048,6,2017-06-06,2017-06-24
5668,9466,6,2017-06-08,2017-06-27
5669,7349,6,2017-07-01,2017-08-18
5669,11275,6,2017-07-01,2017-08-18
5748,7881,6,2017-06-16,2017-08-21
5754,11587,6,2017-08-25,2017-11-27
5850,8475,6,2017-07-02,2017-09-12
6013,9828,6,2017-07-02,2017-08-06
6100,8411,9,2017-05-01,2017-07-08
6104,9478,6,2017-09-29,2017-11-06
6111,7191,6,2017-07-16,2017-09-08
6113,8584,7,2017-06-26,2017-08-07
6113,10833,7,2017-07-17,2017-09-28
6289,8197,7,2017-05-24,2017-08-19
6317,10460,6,2017-07-16,2017-09-04
6418,8411,6,2017-05-01,2017-05-30
6447,7605,6,2017-05-17,2017-06-12
6447,8363,7,2017-05-29,2017-07-23
6471,9395,6,2017-07-21,2017-09-08
6522,10017,6,2017-07-13,2017-08-07
6523,9987,7,2017-05-19,2017-09-08
6529,8596,6,2017-07-17,2017-08-11
6548,6987,7,2017-07-13,2017-08-11
6548,10037,6,2017-07-13,2017-08-07
6622,7209,6,2017-05-17,2017-06-20
6622,7718,6,2017-05-17,2017-08-15
6733,8552,6,2017-09-01,2017-11-27
6733,9101,6,2017-09-01,2017-11-27
6750,7662,7,2017-05-06,2017-08-27
6777,8406,7,2017-07-02,2017-08-15
6807,6823,7,2017-05-01,2017-08-30
6813,8190,6,2017-05-06,2017-06-05
6857,8057,6,2017-05-18,2017-11-27
6987,9659,7,2017-07-13,2017-09-11
7162,8299,6,2017-07-12,2017-07-29
7162,9540,7,2017-05-11,2017-07-12
7191,7983,6,2017-07-16,2017-09-08
7209,10798,9,2017-06-24,2017-11-06
7327,8732,8,2017-05-02,2017-11-06
7349,9063,6,2017-07-01,2017-08-18
7364,8784,6,2017-05-22,2017-08-10
7555,10067,6,2017-08-27,2017-11-27
7590,9296,6,2017-05-26,2017-07-27
7662,8158,6,2017-05-06,2017-06-11
7679,10037,6,2017-07-13,2017-08-07
7679,10083,6,2017-07-13,2017-08-07
7801,8579,8,2017-07-03,2017-09-24
7825,10767,6,2017-07-24,2017-10-25
7898,9645,6,2017-05-24,2017-07-11
7951,9992,6,2017-06-06,2017-09-03
8014,9363,6,2017-06-03,2017-07-12
8024,10465,6,2017-07-24,2017-09-09
8025,9355,6,2017-10-01,2017-11-17
8089,8461,7,2017-05-01,2017-06-11
8165,9828,6,2017-06-24,2017-07-28
8197,8614,6,2017-05-24,2017-08-18
8197,11917,6,2017-08-18,2017-10-04
8257,9068,6,2017-06-26,2017-07-26
8353,8851,6,2017-07-24,2017-09-01
8368,10095,6,2017-07-30,2017-09-10
8398,10432,6,2017-06-04,2017-09-11
8501,10509,7,2017-06-28,2017-09-25
8511,8579,6,2017-07-03,2017-08-06
8529,9355,8,2017-09-20,2017-11-17
8552,9101,6,2017-09-01,2017-11-27
8664,11198,9,2017-09-11,2017-12-01
8679,10576,7,2017-07-17,2017-11-23
8684,9331,6,2017-05-12,2017-08-21
8684,9369,6,2017-05-12,2017-08-21
8684,9395,6,2017-05-12,2017-08-21
8706,9433,6,2017-08-06,2017-09-01
8775,10368,6,2017-06-06,2017-06-25
8810,9540,7,2017-05-25,2017-11-27
8824,9684,6,2017-05-18,2017-08-04
8961,10346,7,2017-05-30,2017-07-05
9066,9700,6,2017-05-24,2017-07-11
9223,9258,7,2017-05-01,2017-07-12
9252,11483,6,2017-10-25,2017-11-21
9282,10900,6,2017-07-01,2017-07-23
9351,11926,6,2017-07-14,2017-11-23
9366,9505,7,2017-10-11,2017-11-21
9410,9466,7,2017-05-06,2017-06-27
9441,10975,6,2017-07-23,2017-09-03
9522,9562,6,2017-05-07,2017-06-28
9537,9575,6,2017-05-07,2017-06-10
9539,10048,6,2017-07-13,2017-11-06
9610,9660,6,2017-05-09,2017-06-22
9613,9660,6,2017-05-09,2017-10-16
9620,9690,6,2017-05-09,2017-06-20
9620,9693,6,2017-05-09,2017-06-20
9640,9684,6,2017-05-09,2017-07-17
9642,9690,6,2017-05-09,2017-06-20
9648,9684,6,2017-05-09,2017-07-17
9660,9686,6,2017-05-09,2017-06-22
9672,9686,7,2017-05-09,2017-09-25
9699,9700,8,2017-05-09,2017-07-21
9924,9960,6,2017-05-13,2017-10-13
9977,10661,6,2017-06-10,2017-07-26
10015,10095,7,2017-05-13,2017-09-04
10022,10097,6,2017-05-13,2017-08-21
10022,11280,6,2017-07-21,2017-09-04
10037,10058,6,2017-05-13,2017-07-18
10203,11803,6,2017-07-24,2017-11-07
10212,10216,7,2017-05-23,2017-08-23
10267,10541,6,2017-06-28,2017-08-07
10325,10377,8,2017-05-26,2017-06-24
10328,11062,7,2017-06-21,2017-08-10
10329,12574,6,2017-08-20,2017-10-27
10346,10353,6,2017-05-26,2017-07-05
10346,10384,6,2017-05-26,2017-06-25
10446,10490,6,2017-05-31,2017-08-26
10503,10594,6,2017-06-06,2017-09-21
10535,10541,6,2017-06-06,2017-07-23
10585,13731,6,2017-10-31,2017-11-21
10596,11610,8,2017-07-24,2017-09-25
10702,10778,8,2017-06-16,2017-08-15
10714,10764,8,2017-06-16,2017-08-15
10719,10764,9,2017-06-16,2017-08-24
10719,10767,8,2017-06-16,2017-08-15
10719,11898,6,2017-07-24,2017-09-01
10731,10795,6,2017-06-16,2017-07-19
10756,10798,6,2017-06-16,2017-07-18
10764,10796,7,2017-06-16,2017-08-12
10767,10796,7,2017-06-16,2017-08-12
10767,10798,6,2017-06-16,2017-10-25
10806,10819,7,2017-06-16,2017-07-23
10937,11046,8,2017-06-25,2017-09-17
10937,11324,6,2017-07-05,2017-09-11
11073,11074,6,2017-06-20,2017-07-20
11101,11198,6,2017-06-22,2017-07-19
11143,11198,6,2017-06-22,2017-07-19
11432,11450,6,2017-06-25,2017-08-30
11817,11876,6,2017-07-05,2017-08-15
11876,11880,6,2017-07-05,2017-08-15
12164,12192,6,2017-07-23,2017-11-09
12539,12582,6,2017-08-18,2017-11-06
12587,12600,7,2017-08-18,2017-11-19
12916,12938,6,2017-09-10,2017-11-08
13215,13549,6,2017-10-04,2017-11-14
13557,13594,6,2017-09-27,2017-11-14
13668,13669,6,2017-10-01,2017-11-19
