passengerId,flightId,from,to,date
250,2,ca,cn,2017-01-01
221,2,ca,cn,2017-01-01
232,2,ca,cn,2017-01-01
207,2,ca,cn,2017-01-01
251,2,ca,cn,2017-01-01
245,2,ca,cn,2017-01-01
287,2,ca,cn,2017-01-01
259,2,ca,cn,2017-01-01
213,2,ca,cn,2017-01-01
218,2,ca,cn,2017-01-01
225,2,ca,cn,2017-01-01
215,2,ca,cn,2017-01-01
293,2,ca,cn,2017-01-01
254,2,ca,cn,2017-01-01
261,2,ca,cn,2017-01-01
280,2,ca,cn,2017-01-01
227,2,ca,cn,2017-01-01
274,2,ca,cn,2017-01-01
272,2,ca,cn,2017-01-01
208,2,ca,cn,2017-01-01
288,2,ca,cn,2017-01-01
202,2,ca,cn,2017-01-01
231,2,ca,cn,2017-01-01
237,2,ca,cn,2017-01-01
234,2,ca,cn,2017-01-01
364,3,ch,tj,2017-01-01
353,3,ch,tj,2017-01-01
309,3,ch,tj,2017-01-01
365,3,ch,tj,2017-01-01
317,3,ch,tj,2017-01-01
372,3,ch,tj,2017-01-01
381,3,ch,tj,2017-01-01
324,3,ch,tj,2017-01-01
336,3,ch,tj,2017-01-01
395,3,ch,tj,2017-01-01
345,3,ch,tj,2017-01-01
369,3,ch,tj,2017-01-01
380,3,ch,tj,2017-01-01
347,3,ch,tj,2017-01-01
303,3,ch,tj,2017-01-01
339,3,ch,tj,2017-01-01
321,3,ch,tj,2017-01-01
326,3,ch,tj,2017-01-01
356,3,ch,tj,2017-01-01
390,3,ch,tj,2017-01-01
318,3,ch,tj,2017-01-01
373,3,ch,tj,2017-01-01
341,3,ch,tj,2017-01-01
386,3,ch,tj,2017-01-01
354,3,ch,tj,2017-01-01
392,3,ch,tj,2017-01-01
379,3,ch,tj,2017-01-01
355,3,ch,tj,2017-01-01
330,3,ch,tj,2017-01-01
352,3,ch,tj,2017-01-01
331,3,ch,tj,2017-01-01
389,3,ch,tj,2017-01-01
399,3,ch,tj,2017-01-01
346,3,ch,tj,2017-01-01
393,3,ch,tj,2017-01-01
388,3,ch,tj,2017-01-01
310,3,ch,tj,2017-01-01
308,3,ch,tj,2017-01-01
374,3,ch,tj,2017-01-01
384,3,ch,tj,2017-01-01
304,3,ch,tj,2017-01-01
398,3,ch,tj,2017-01-01
377,3,ch,tj,2017-01-01
301,3,ch,tj,2017-01-01
367,3,ch,tj,2017-01-01
351,3,ch,tj,2017-01-01
344,3,ch,tj,2017-01-01
382,3,ch,tj,2017-01-01
394,3,ch,tj,2017-01-01
350,3,ch,tj,2017-01-01
360,3,ch,tj,2017-01-01
313,3,ch,tj,2017-01-01
306,3,ch,tj,2017-01-01
323,3,ch,tj,2017-01-01
319,3,ch,tj,2017-01-01
337,3,ch,tj,2017-01-01
362,3,ch,tj,2017-01-01
314,3,ch,tj,2017-01-01
361,3,ch,tj,2017-01-01
343,3,ch,tj,2017-01-01
378,3,ch,tj,2017-01-01
333,3,ch,tj,2017-01-01
363,3,ch,tj,2017-01-01
349,3,ch,tj,2017-01-01
383,3,ch,tj,2017-01-01
329,3,ch,tj,2017-01-01
375,3,ch,tj,2017-01-01
358,3,ch,tj,2017-01-01
302,3,ch,tj,2017-01-01
366,3,ch,tj,2017-01-01
320,3,ch,tj,2017-01-01
332,3,ch,tj,2017-01-01
335,3,ch,tj,2017-01-01
368,3,ch,tj,2017-01-01
396,3,ch,tj,2017-01-01
359,3,ch,tj,2017-01-01
327,3,ch,tj,2017-01-01
357,3,ch,tj,2017-01-01
391,3,ch,tj,2017-01-01
340,3,ch,tj,2017-01-01
376,3,ch,tj,2017-01-01
316,3,ch,tj,2017-01-01
325,3,ch,tj,2017-01-01
348,3,ch,tj,2017-01-01
305,3,ch,tj,2017-01-01
334,3,ch,tj,2017-01-01
307,3,ch,tj,2017-01-01
371,3,ch,tj,2017-01-01
400,3,ch,tj,2017-01-01
370,3,ch,tj,2017-01-01
315,3,ch,tj,2017-01-01
322,3,ch,tj,2017-01-01
342,3,ch,tj,2017-01-01
328,3,ch,tj,2017-01-01
311,3,ch,tj,2017-01-01
385,3,ch,tj,2017-01-01
312,3,ch,tj,2017-01-01
338,3,ch,tj,2017-01-01
397,3,ch,tj,2017-01-01
387,3,ch,tj,2017-01-01
478,4,tk,pk,2017-01-01
496,4,tk,pk,2017-01-01
483,4,tk,pk,2017-01-01
405,4,tk,pk,2017-01-01
402,4,tk,pk,2017-01-01
433,4,tk,pk,2017-01-01
456,4,tk,pk,2017-01-01
457,4,tk,pk,2017-01-01
414,4,tk,pk,2017-01-01
488,4,tk,pk,2017-01-01
446,4,tk,pk,2017-01-01
431,4,tk,pk,2017-01-01
445,4,tk,pk,2017-01-01
469,4,tk,pk,2017-01-01
442,4,tk,pk,2017-01-01
476,4,tk,pk,2017-01-01
450,4,tk,pk,2017-01-01
422,4,tk,pk,2017-01-01
416,4,tk,pk,2017-01-01
486,4,tk,pk,2017-01-01
485,4,tk,pk,2017-01-01
468,4,tk,pk,2017-01-01
424,4,tk,pk,2017-01-01
406,4,tk,pk,2017-01-01
477,4,tk,pk,2017-01-01
487,4,tk,pk,2017-01-01
484,4,tk,pk,2017-01-01
401,4,tk,pk,2017-01-01
498,4,tk,pk,2017-01-01
407,4,tk,pk,2017-01-01
448,4,tk,pk,2017-01-01
460,4,tk,pk,2017-01-01
412,4,tk,pk,2017-01-01
454,4,tk,pk,2017-01-01
411,4,tk,pk,2017-01-01
470,4,tk,pk,2017-01-01
423,4,tk,pk,2017-01-01
426,4,tk,pk,2017-01-01
427,4,tk,pk,2017-01-01
420,4,tk,pk,2017-01-01
425,4,tk,pk,2017-01-01
438,4,tk,pk,2017-01-01
429,4,tk,pk,2017-01-01
428,4,tk,pk,2017-01-01
447,4,tk,pk,2017-01-01
492,4,tk,pk,2017-01-01
493,4,tk,pk,2017-01-01
463,4,tk,pk,2017-01-01
464,4,tk,pk,2017-01-01
472,4,tk,pk,2017-01-01
417,4,tk,pk,2017-01-01
497,4,tk,pk,2017-01-01
443,4,tk,pk,2017-01-01
408,4,tk,pk,2017-01-01
475,4,tk,pk,2017-01-01
444,4,tk,pk,2017-01-01
467,4,tk,pk,2017-01-01
430,4,tk,pk,2017-01-01
455,4,tk,pk,2017-01-01
413,4,tk,pk,2017-01-01
491,4,tk,pk,2017-01-01
466,4,tk,pk,2017-01-01
410,4,tk,pk,2017-01-01
439,4,tk,pk,2017-01-01
418,4,tk,pk,2017-01-01
421,4,tk,pk,2017-01-01
435,4,tk,pk,2017-01-01
500,4,tk,pk,2017-01-01
437,4,tk,pk,2017-01-01
490,4,tk,pk,2017-01-01
404,4,tk,pk,2017-01-01
452,4,tk,pk,2017-01-01
451,4,tk,pk,2017-01-01
474,4,tk,pk,2017-01-01
403,4,tk,pk,2017-01-01
440,4,tk,pk,2017-01-01
465,4,tk,pk,2017-01-01
441,4,tk,pk,2017-01-01
489,4,tk,pk,2017-01-01
415,4,tk,pk,2017-01-01
494,4,tk,pk,2017-01-01
499,4,tk,pk,2017-01-01
409,4,tk,pk,2017-01-01
473,4,tk,pk,2017-01-01
419,4,tk,pk,2017-01-01
459,4,tk,pk,2017-01-01
482,4,tk,pk,2017-01-01
462,4,tk,pk,2017-01-01
461,4,tk,pk,2017-01-01
432,4,tk,pk,2017-01-01
436,4,tk,pk,2017-01-01
434,4,tk,pk,2017-01-01
479,4,tk,pk,2017-01-01
449,4,tk,pk,2017-01-01
481,4,tk,pk,2017-01-01
495,4,tk,pk,2017-01-01
458,4,tk,pk,2017-01-01
453,4,tk,pk,2017-01-01
480,4,tk,pk,2017-01-01
471,4,tk,pk,2017-01-01
532,5,be,no,2017-01-02
530,5,be,no,2017-01-02
576,5,be,no,2017-01-02
528,5,be,no,2017-01-02
509,5,be,no,2017-01-02
580,5,be,no,2017-01-02
544,5,be,no,2017-01-02
573,5,be,no,2017-01-02
506,5,be,no,2017-01-02
587,5,be,no,2017-01-02
579,5,be,no,2017-01-02
504,5,be,no,2017-01-02
565,5,be,no,2017-01-02
583,5,be,no,2017-01-02
564,5,be,no,2017-01-02
515,5,be,no,2017-01-02
575,5,be,no,2017-01-02
521,5,be,no,2017-01-02
516,5,be,no,2017-01-02
542,5,be,no,2017-01-02
514,5,be,no,2017-01-02
568,5,be,no,2017-01-02
558,5,be,no,2017-01-02
582,5,be,no,2017-01-02
551,5,be,no,2017-01-02
552,5,be,no,2017-01-02
594,5,be,no,2017-01-02
550,5,be,no,2017-01-02
589,5,be,no,2017-01-02
531,5,be,no,2017-01-02
533,5,be,no,2017-01-02
537,5,be,no,2017-01-02
502,5,be,no,2017-01-02
590,5,be,no,2017-01-02
549,5,be,no,2017-01-02
517,5,be,no,2017-01-02
541,5,be,no,2017-01-02
588,5,be,no,2017-01-02
596,5,be,no,2017-01-02
526,5,be,no,2017-01-02
522,5,be,no,2017-01-02
503,5,be,no,2017-01-02
563,5,be,no,2017-01-02
592,5,be,no,2017-01-02
545,5,be,no,2017-01-02
535,5,be,no,2017-01-02
571,5,be,no,2017-01-02
505,5,be,no,2017-01-02
501,5,be,no,2017-01-02
599,5,be,no,2017-01-02
546,5,be,no,2017-01-02
577,5,be,no,2017-01-02
555,5,be,no,2017-01-02
536,5,be,no,2017-01-02
540,5,be,no,2017-01-02
518,5,be,no,2017-01-02
554,5,be,no,2017-01-02
569,5,be,no,2017-01-02
598,5,be,no,2017-01-02
556,5,be,no,2017-01-02
557,5,be,no,2017-01-02
584,5,be,no,2017-01-02
562,5,be,no,2017-01-02
561,5,be,no,2017-01-02
567,5,be,no,2017-01-02
595,5,be,no,2017-01-02
510,5,be,no,2017-01-02
539,5,be,no,2017-01-02
512,5,be,no,2017-01-02
507,5,be,no,2017-01-02
591,5,be,no,2017-01-02
570,5,be,no,2017-01-02
597,5,be,no,2017-01-02
511,5,be,no,2017-01-02
560,5,be,no,2017-01-02
524,5,be,no,2017-01-02
529,5,be,no,2017-01-02
566,5,be,no,2017-01-02
547,5,be,no,2017-01-02
581,5,be,no,2017-01-02
534,5,be,no,2017-01-02
520,5,be,no,2017-01-02
513,5,be,no,2017-01-02
572,5,be,no,2017-01-02
525,5,be,no,2017-01-02
523,5,be,no,2017-01-02
538,5,be,no,2017-01-02
593,5,be,no,2017-01-02
543,5,be,no,2017-01-02
519,5,be,no,2017-01-02
585,5,be,no,2017-01-02
508,5,be,no,2017-01-02
553,5,be,no,2017-01-02
578,5,be,no,2017-01-02
574,5,be,no,2017-01-02
586,5,be,no,2017-01-02
548,5,be,no,2017-01-02
600,5,be,no,2017-01-02
527,5,be,no,2017-01-02
559,5,be,no,2017-01-02
627,6,at,cn,2017-01-02
693,6,at,cn,2017-01-02
620,6,at,cn,2017-01-02
629,6,at,cn,2017-01-02
669,6,at,cn,2017-01-02
684,6,at,cn,2017-01-02
651,6,at,cn,2017-01-02
680,6,at,cn,2017-01-02
613,6,at,cn,2017-01-02
637,6,at,cn,2017-01-02
673,6,at,cn,2017-01-02
602,6,at,cn,2017-01-02
666,6,at,cn,2017-01-02
650,6,at,cn,2017-01-02
604,6,at,cn,2017-01-02
643,6,at,cn,2017-01-02
655,6,at,cn,2017-01-02
606,6,at,cn,2017-01-02
659,6,at,cn,2017-01-02
657,6,at,cn,2017-01-02
652,6,at,cn,2017-01-02
692,6,at,cn,2017-01-02
679,6,at,cn,2017-01-02
628,6,at,cn,2017-01-02
664,6,at,cn,2017-01-02
676,6,at,cn,2017-01-02
647,6,at,cn,2017-01-02
685,6,at,cn,2017-01-02
667,6,at,cn,2017-01-02
621,6,at,cn,2017-01-02
654,6,at,cn,2017-01-02
646,6,at,cn,2017-01-02
642,6,at,cn,2017-01-02
698,6,at,cn,2017-01-02
695,6,at,cn,2017-01-02
603,6,at,cn,2017-01-02
639,6,at,cn,2017-01-02
690,6,at,cn,2017-01-02
672,6,at,cn,2017-01-02
649,6,at,cn,2017-01-02
634,6,at,cn,2017-01-02
663,6,at,cn,2017-01-02
653,6,at,cn,2017-01-02
675,6,at,cn,2017-01-02
670,6,at,cn,2017-01-02
686,6,at,cn,2017-01-02
665,6,at,cn,2017-01-02
614,6,at,cn,2017-01-02
623,6,at,cn,2017-01-02
660,6,at,cn,2017-01-02
618,6,at,cn,2017-01-02
691,6,at,cn,2017-01-02
674,6,at,cn,2017-01-02
610,6,at,cn,2017-01-02
641,6,at,cn,2017-01-02
630,6,at,cn,2017-01-02
615,6,at,cn,2017-01-02
633,6,at,cn,2017-01-02
687,6,at,cn,2017-01-02
694,6,at,cn,2017-01-02
648,6,at,cn,2017-01-02
609,6,at,cn,2017-01-02
682,6,at,cn,2017-01-02
608,6,at,cn,2017-01-02
635,6,at,cn,2017-01-02
688,6,at,cn,2017-01-02
681,6,at,cn,2017-01-02
658,6,at,cn,2017-01-02
700,6,at,cn,2017-01-02
624,6,at,cn,2017-01-02
626,6,at,cn,2017-01-02
611,6,at,cn,2017-01-02
696,6,at,cn,2017-01-02
678,6,at,cn,2017-01-02
632,6,at,cn,2017-01-02
619,6,at,cn,2017-01-02
699,6,at,cn,2017-01-02
605,6,at,cn,2017-01-02
638,6,at,cn,2017-01-02
636,6,at,cn,2017-01-02
661,6,at,cn,2017-01-02
612,6,at,cn,2017-01-02
617,6,at,cn,2017-01-02
640,6,at,cn,2017-01-02
668,6,at,cn,2017-01-02
644,6,at,cn,2017-01-02
607,6,at,cn,2017-01-02
677,6,at,cn,2017-01-02
656,6,at,cn,2017-01-02
662,6,at,cn,2017-01-02
645,6,at,cn,2017-01-02
671,6,at,cn,2017-01-02
622,6,at,cn,2017-01-02
689,6,at,cn,2017-01-02
697,6,at,cn,2017-01-02
625,6,at,cn,2017-01-02
601,6,at,cn,2017-01-02
631,6,at,cn,2017-01-02
616,6,at,cn,2017-01-02
683,6,at,cn,2017-01-02
714,7,nl,us,2017-01-02
797,7,nl,us,2017-01-02
729,7,nl,us,2017-01-02
798,7,nl,us,2017-01-02
704,7,nl,us,2017-01-02
738,7,nl,us,2017-01-02
765,7,nl,us,2017-01-02
782,7,nl,us,2017-01-02
726,7,nl,us,2017-01-02
763,7,nl,us,2017-01-02
706,7,nl,us,2017-01-02
715,7,nl,us,2017-01-02
783,7,nl,us,2017-01-02
771,7,nl,us,2017-01-02
720,7,nl,us,2017-01-02
762,7,nl,us,2017-01-02
733,7,nl,us,2017-01-02
788,7,nl,us,2017-01-02
770,7,nl,us,2017-01-02
799,7,nl,us,2017-01-02
746,7,nl,us,2017-01-02
758,7,nl,us,2017-01-02
743,7,nl,us,2017-01-02
764,7,nl,us,2017-01-02
703,7,nl,us,2017-01-02
786,7,nl,us,2017-01-02
727,7,nl,us,2017-01-02
787,7,nl,us,2017-01-02
716,7,nl,us,2017-01-02
747,7,nl,us,2017-01-02
779,7,nl,us,2017-01-02
732,7,nl,us,2017-01-02
745,7,nl,us,2017-01-02
744,7,nl,us,2017-01-02
731,7,nl,us,2017-01-02
722,7,nl,us,2017-01-02
723,7,nl,us,2017-01-02
713,7,nl,us,2017-01-02
792,7,nl,us,2017-01-02
777,7,nl,us,2017-01-02
730,7,nl,us,2017-01-02
757,7,nl,us,2017-01-02
707,7,nl,us,2017-01-02
776,7,nl,us,2017-01-02
751,7,nl,us,2017-01-02
780,7,nl,us,2017-01-02
766,7,nl,us,2017-01-02
737,7,nl,us,2017-01-02
702,7,nl,us,2017-01-02
794,7,nl,us,2017-01-02
742,7,nl,us,2017-01-02
721,7,nl,us,2017-01-02
712,7,nl,us,2017-01-02
784,7,nl,us,2017-01-02
717,7,nl,us,2017-01-02
736,7,nl,us,2017-01-02
748,7,nl,us,2017-01-02
724,7,nl,us,2017-01-02
709,7,nl,us,2017-01-02
768,7,nl,us,2017-01-02
735,7,nl,us,2017-01-02
739,7,nl,us,2017-01-02
795,7,nl,us,2017-01-02
753,7,nl,us,2017-01-02
741,7,nl,us,2017-01-02
791,7,nl,us,2017-01-02
789,7,nl,us,2017-01-02
725,7,nl,us,2017-01-02
775,7,nl,us,2017-01-02
769,7,nl,us,2017-01-02
773,7,nl,us,2017-01-02
785,7,nl,us,2017-01-02
728,7,nl,us,2017-01-02
711,7,nl,us,2017-01-02
793,7,nl,us,2017-01-02
734,7,nl,us,2017-01-02
756,7,nl,us,2017-01-02
781,7,nl,us,2017-01-02
772,7,nl,us,2017-01-02
800,7,nl,us,2017-01-02
710,7,nl,us,2017-01-02
719,7,nl,us,2017-01-02
708,7,nl,us,2017-01-02
767,7,nl,us,2017-01-02
760,7,nl,us,2017-01-02
750,7,nl,us,2017-01-02
705,7,nl,us,2017-01-02
774,7,nl,us,2017-01-02
778,7,nl,us,2017-01-02
790,7,nl,us,2017-01-02
752,7,nl,us,2017-01-02
755,7,nl,us,2017-01-02
759,7,nl,us,2017-01-02
796,7,nl,us,2017-01-02
749,7,nl,us,2017-01-02
701,7,nl,us,2017-01-02
761,7,nl,us,2017-01-02
754,7,nl,us,2017-01-02
718,7,nl,us,2017-01-02
740,7,nl,us,2017-01-02
875,8,ca,sg,2017-01-02
805,8,ca,sg,2017-01-02
834,8,ca,sg,2017-01-02
864,8,ca,sg,2017-01-02
854,8,ca,sg,2017-01-02
886,8,ca,sg,2017-01-02
839,8,ca,sg,2017-01-02
835,8,ca,sg,2017-01-02
865,8,ca,sg,2017-01-02
872,8,ca,sg,2017-01-02
897,8,ca,sg,2017-01-02
833,8,ca,sg,2017-01-02
869,8,ca,sg,2017-01-02
877,8,ca,sg,2017-01-02
826,8,ca,sg,2017-01-02
816,8,ca,sg,2017-01-02
844,8,ca,sg,2017-01-02
848,8,ca,sg,2017-01-02
828,8,ca,sg,2017-01-02
808,8,ca,sg,2017-01-02
874,8,ca,sg,2017-01-02
878,8,ca,sg,2017-01-02
850,8,ca,sg,2017-01-02
827,8,ca,sg,2017-01-02
841,8,ca,sg,2017-01-02
876,8,ca,sg,2017-01-02
840,8,ca,sg,2017-01-02
819,8,ca,sg,2017-01-02
867,8,ca,sg,2017-01-02
899,8,ca,sg,2017-01-02
892,8,ca,sg,2017-01-02
824,8,ca,sg,2017-01-02
831,8,ca,sg,2017-01-02
821,8,ca,sg,2017-01-02
883,8,ca,sg,2017-01-02
829,8,ca,sg,2017-01-02
822,8,ca,sg,2017-01-02
812,8,ca,sg,2017-01-02
882,8,ca,sg,2017-01-02
885,8,ca,sg,2017-01-02
870,8,ca,sg,2017-01-02
895,8,ca,sg,2017-01-02
900,8,ca,sg,2017-01-02
836,8,ca,sg,2017-01-02
843,8,ca,sg,2017-01-02
820,8,ca,sg,2017-01-02
866,8,ca,sg,2017-01-02
860,8,ca,sg,2017-01-02
801,8,ca,sg,2017-01-02
887,8,ca,sg,2017-01-02
893,8,ca,sg,2017-01-02
