Passenger 1 ID,Passenger 2 ID,Number of flights together
10841,10843,4
5867,10592,4
11119,11151,4
11101,11160,4
11108,11121,4
11193,11194,4
11163,11183,4
11132,11194,4
11115,11122,4
11137,11163,4
11109,11178,4
11180,11190,4
11153,11157,4
11153,11175,4
4226,9259,4
662,10252,4
1831,9997,4
9828,11276,4
4591,11272,4
4359,9752,4
7209,10727,4
2945,10795,4
11361,11381,4
2482,10415,4
525,10368,4
3837,9522,5
1769,8562,5
1342,10536,4
9758,10697,4
3243,8714,4
1737,4453,4
1863,3361,4
3245,6777,4
11571,11577,4
5501,10812,4
556,5055,4
5669,8475,4
8195,8445,5
932,10985,4
11636,11648,4
1191,9287,5
4543,10497,5
1533,6583,4
544,11359,4
9118,10328,5
2310,5775,4
23,11284,5
2261,5046,4
2625,4601,5
4679,11003,4
2185,5256,4
7537,9548,4
690,1505,5
10356,10954,4
6706,7094,4
2392,7094,4
7327,7418,4
7327,10356,4
2563,11750,4
11906,11919,5
8290,9282,4
1254,7919,4
9380,10900,5
3551,6165,4
2479,4217,4
3851,7706,4
1296,6053,4
241,9659,4
241,1378,6
241,10083,4
400,4010,4
1041,5132,4
888,2489,4
2108,10016,4
1283,5696,4
5209,6522,4
7076,10083,4
3522,4308,4
1979,4123,4
10512,11483,6
12052,12088,4
3693,4408,4
4789,7679,4
2458,7902,5
47,335,5
7902,8368,5
1475,10833,5
6447,10899,5
6447,9386,5
167,1475,5
10271,10806,5
4137,6166,5
9723,11267,4
1225,3180,4
5592,10044,5
5958,9355,6
4827,10089,7
7656,8684,4
8128,11280,5
3963,10024,4
274,4274,4
2755,9160,4
1888,2390,4
1218,1464,6
953,1631,4
1189,10465,5
1263,11296,6
10764,11871,4
4945,5021,4
3361,5093,5
6464,8406,4
2437,4070,6
2765,10796,5
5021,11276,4
9951,11898,4
4838,5037,4
9930,11886,4
10123,10830,4
4287,5287,5
4713,11280,5
5748,6111,4
6570,10109,4
2702,7505,4
7859,10267,4
9874,11201,4
4430,8721,4
873,1057,4
7444,9833,4
3332,4903,5
1057,2251,4
4193,10461,4
4212,5175,5
9615,10749,4
6622,10749,6
391,10179,5
360,11243,4
2358,12204,5
1253,11729,4
374,7340,4
6865,9357,4
7340,11827,4
7187,8674,4
6394,9779,6
11274,11600,5
12542,12567,5
12533,12590,4
12537,12558,4
3921,8595,4
9954,10975,4
3957,9725,4
2155,3173,4
4439,8173,4
6089,7674,4
1419,7661,4
5120,12298,4
7956,10753,4
1410,10478,4
5721,7266,4
6836,11649,4
8180,12335,6
6515,7850,5
1863,5998,4
10592,10690,4
5282,6516,5
7395,10115,4
13112,13173,5
4362,10880,4
7094,9688,5
6459,8579,4
13656,13694,4
1568,5319,5
6365,8259,4
7894,12906,4
4502,13579,5
582,3768,4
13808,13894,4
5430,13817,4
3461,13540,4
1399,9061,4
3317,8961,4
10329,11379,4
3875,4972,4
1033,6001,4
1033,10767,6
1829,2685,4
1064,8348,4
8348,10767,4
6881,7053,4
12204,13680,4
10858,13695,4
6630,12173,4
2565,9252,5
2717,4543,4
2717,13203,4
6743,13203,5
7350,8091,5
599,13583,4
926,13900,4
12497,13119,4
5405,8664,4
270,13851,4
5212,7661,6
2588,13564,6
10605,13221,6
2964,9540,5
9994,13221,6
8057,9540,6
2548,13564,6
2548,13296,6
9031,10808,4
7118,7877,4
1783,10494,4
5480,12906,4
3123,3307,4
5516,7433,4
42,1591,6
4685,6323,4
8556,13564,4
6733,10244,5
4540,5693,4
8446,10605,5
3235,13950,4
1242,10631,4
1242,8211,5
3962,8961,5
5490,9265,4
14644,14646,4
14712,14768,4
5490,12552,4
15126,15180,4
15176,15179,4
11353,15112,4
954,15153,4
347,384,4
308,354,5
515,522,4
655,673,6
704,791,6
706,771,6
727,781,5
768,772,8
785,799,5
793,795,5
759,762,6
761,774,5
761,797,7
839,862,5
826,866,5
876,888,7
832,881,4
807,856,5
852,867,4
945,993,6
941,946,4
1134,1180,4
1242,1266,5
1228,1269,6
1432,1444,5
312,323,4
734,799,5
705,785,5
837,894,4
1008,1081,4
368,1026,5
716,1023,7
730,1053,4
324,701,4
761,1029,4
355,716,4
362,701,4
1014,1228,5
1566,1590,4
1928,1964,4
1957,1961,4
1917,1989,4
1908,1994,4
2115,2162,4
2123,2186,5
2187,2188,4
2130,2190,4
2145,2163,4
2145,2182,4
2311,2369,4
2452,2462,5
2444,2456,4
72,2082,4
2563,2568,5
2510,2563,5
2569,2572,4
2627,2663,5
2621,2694,4
2901,2910,8
2941,2969,8
2923,2927,5
3104,3157,5
3107,3112,4
204,3141,4
255,624,4
205,3146,5
369,1576,4
1223,2608,4
3541,3575,4
3611,3668,4
3646,3659,4
3629,3700,4
3739,3770,4
3843,3863,4
3906,3980,4
3937,3998,7
3929,3932,4
4013,4054,4
4011,4012,9
4008,4056,6
4016,4078,4
246,2152,4
4165,4171,4
443,1300,5
293,1645,4
293,2567,4
490,1693,4
1503,3974,4
2278,3561,4
154,2870,5
4223,4248,7
4201,4224,4
4291,4297,4
716,3188,5
601,1300,4
425,2064,4
391,3184,5
4321,4398,5
4383,4386,4
237,2117,6
935,2975,4
945,1351,5
901,2969,4
928,1369,5
1581,1693,4
4073,4400,5
4089,4335,4
2290,3575,4
4407,4466,4
4403,4411,4
2334,3648,5
4516,4575,6
4069,4346,8
4632,4686,4
4618,4668,4
4618,4665,4
4671,4695,4
184,477,7
1288,2972,4
2972,3046,4
3332,4351,4
3119,3349,4
618,3271,4
2486,3612,4
2390,2440,4
1853,4682,5
2867,4016,5
1666,4059,5
2511,4011,5
4810,4872,4
4993,4998,5
2233,4407,4
1849,2502,4
1800,2502,4
5009,5055,5
2075,2260,5
2996,3536,6
2996,3620,4
135,2909,4
126,2212,4
2935,3547,4
1043,3482,4
556,1737,4
1721,2946,4
5401,5416,4
5414,5499,7
5484,5496,4
5431,5446,4
5466,5500,4
5406,5420,5
5406,5423,4
5419,5420,4
2233,3492,5
234,2573,5
1476,5082,4
5522,5529,4
1666,5467,4
4080,5421,6
4052,5402,4
774,2074,7
2043,5122,4
2431,3454,4
1775,2960,5
5714,5720,4
5741,5758,6
5705,5741,4
5738,5793,5
5701,5722,5
2544,4554,6
4700,4957,4
2728,4927,5
2251,4969,5
3544,4969,8
3963,4646,5
682,1651,4
2686,2904,4
1649,2909,4
1261,2215,4
5917,5982,5
5946,5952,6
844,3250,4
6068,6073,4
6013,6090,4
1984,4692,4
157,2100,6
1616,5982,4
2942,5948,4
5792,5976,4
5793,5912,4
1375,5996,4
574,2747,4
337,1158,4
4957,6093,4
4990,6017,6
4990,5494,6
5423,6097,7
1482,6056,4
1643,3492,5
1444,3991,5
1444,3920,4
6531,6580,6
6501,6532,4
6814,6844,5
6855,6866,5
6824,6825,5
6817,6829,5
1819,3492,4
2848,4300,4
7062,7075,4
7015,7091,4
2501,5775,5
3560,5812,5
2134,2271,7
7741,7778,8
5724,5964,5
324,6008,5
8007,8068,6
8057,8074,4
1231,4941,4
8115,8181,4
8142,8200,5
8136,8195,4
2378,2817,4
4190,6773,4
5490,5787,5
1048,1928,4
4072,7866,5
1420,5035,4
8544,8545,4
4321,4983,4
2527,4983,4
1267,4897,4
4150,7608,5
2910,3414,4
821,6416,5
1858,7162,4
3573,7363,5
3188,5450,4
1444,8072,6
324,2773,4
324,4316,4
5494,6866,4
5798,6889,4
1817,6069,4
6001,6880,4
438,6878,4
438,5440,4
959,6893,4
2717,6854,4
6075,6469,4
5440,6870,4
4607,5954,4
2294,6866,4
4990,6889,4
5481,6824,4
5788,6858,4
2773,6884,4
2773,6830,4
4481,6854,4
1884,6885,5
6242,6773,5
4404,6774,4
5012,6938,5
3764,3967,4
8682,8696,4
3093,7039,6
1635,2776,6
4497,7618,4
1950,8131,5
4336,4580,6
5482,7629,4
5411,7605,6
5442,8190,4
7645,8132,4
95,1635,7
1646,2906,6
3855,7605,4
432,4510,5
4550,7618,4
8958,8993,6
8958,8984,4
8927,8980,5
8931,8979,4
8917,8991,4
8934,8973,4
8947,8980,5
1504,2802,4
4213,5978,4
7831,8969,4
157,1266,7
2928,3295,4
3278,7602,5
3943,5221,4
546,5243,4
3742,6507,4
9006,9091,4
9031,9089,4
877,7822,6
7814,7951,4
2026,7580,5
4675,8653,6
4135,6486,5
815,3329,4
1252,3332,4
4753,8724,5
7384,8721,4
7326,8771,4
3855,5579,4
5876,9026,5
9282,9298,4
4395,6773,4
4983,5989,4
6876,8403,5
6231,8105,4
7418,7612,4
398,3356,5
9374,9384,4
9373,9382,4
9669,9675,5
9620,9642,6
9656,9677,4
2719,9505,4
7657,9509,4
5447,6575,4
437,1849,4
5547,5740,4
9801,9827,4
9865,9868,4
9879,9898,4
1454,5944,4
4827,9266,4
6050,9300,4
9988,9992,7
2811,5869,4
1215,9039,4
415,662,4
3718,8105,5
6020,7872,4
5509,5989,4
5652,9634,4
300,9628,4
187,9642,5
4553,9611,4
388,3844,5
4270,9601,4
866,4611,4
437,8979,4
174,3002,7
174,2354,6
3002,8729,6
288,4359,6
75,783,5
4496,4650,7
4034,9626,4
91,2488,4
6622,8884,4
10203,10206,5
4274,5501,4
1822,9699,6
3998,7600,4
3766,9766,4
2755,7899,4
7308,8552,4
1343,8165,7
1701,5733,4
272,2992,4
1055,4000,6
10431,10482,4
10431,10453,4
10431,10483,4
10408,10465,4
10401,10409,4
10434,10476,4
10424,10476,4
10465,10490,4
9859,10145,4
9363,9822,5
5943,6114,6
4816,10440,5
398,10396,4
8048,8158,6
3077,8836,4
7890,10179,4
2530,5007,5
8120,8509,4
258,3223,7
9410,10371,4
1769,3837,6
1325,8685,4
8887,10128,4
2945,9700,5
2967,3829,4
382,2841,5
10712,10774,4
10712,10753,4
10728,10751,4
5459,9621,5
2953,5932,4
10805,10871,5
10818,10896,4
3658,9498,4
9460,10584,4
9956,10619,4
11130,11163,4
11111,11121,4
11103,11158,4
11148,11163,4
11142,11173,5
11137,11151,4
11137,11142,4
11156,11163,4
11224,11279,4
9057,9980,5
718,10322,4
3616,4359,4
75,6777,8
2345,10712,4
9645,10704,4
9645,10712,4
11338,11345,4
5207,10440,4
3249,4165,6
3784,7934,4
2153,6759,4
5021,8163,6
1475,10697,4
9777,10644,4
4092,10644,4
10267,10661,5
1158,5966,4
4606,5314,4
1164,9828,5
167,10806,6
8234,10832,4
6013,6783,5
11633,11662,4
11720,11744,4
11704,11723,4
1266,8964,4
1247,10570,4
9282,10833,7
3926,8353,5
2625,5093,4
1218,4749,6
2002,4732,4
6464,8030,5
10453,11057,6
3411,8832,4
11906,11917,5
11919,11923,4
5071,11863,4
456,7209,5
1064,2174,6
5132,8194,4
1138,5031,4
4336,4584,4
4336,10017,4
210,10017,4
4728,10083,4
1378,4010,4
7381,10465,4
4802,11954,4
5416,11987,4
1309,3275,5
3581,7679,4
1041,4408,5
335,7271,5
628,10460,5
7983,8368,5
1321,10806,5
4170,8017,5
4363,9977,5
5081,9757,4
4641,10900,4
1540,5044,4
3290,8204,4
8644,8851,4
1594,6127,4
1534,6787,5
1383,2702,5
7508,10069,4
1056,4945,4
6464,7837,4
8353,10234,4
2437,11874,4
582,10764,4
9930,11808,4
1064,11683,4
7191,8128,4
4713,9395,4
628,9331,4
3894,5356,4
6184,11745,4
1020,11057,4
7565,11793,4
6701,12210,5
8445,9500,4
5416,5575,4
8539,9225,4
348,6570,5
1882,5270,4
5671,7481,5
479,1138,4
1521,6548,4
8084,11909,5
1687,9232,4
2068,10196,6
3279,9752,5
8039,11808,4
2715,11037,4
6006,6121,6
7951,11687,5
5277,10953,4
264,12358,5
11322,12020,4
12051,12113,4
11224,12052,4
2378,4854,6
10975,11450,4
1573,10975,4
4444,11687,4
1641,6547,5
1386,12514,4
1386,12563,4
5538,7427,4
993,4016,4
611,4272,4
611,10315,4
9561,11483,4
139,1085,4
6067,7555,6
4415,5980,4
3198,3544,4
3861,5544,4
11073,11527,5
2702,10757,6
796,2306,4
2223,2306,4
4533,7611,4
3528,10365,5
5998,8261,4
2969,11594,4
7744,12881,6
7004,12412,4
9997,12411,4
5603,12020,4
8007,12452,4
3587,4027,4
1762,7799,6
2472,11867,4
3466,7469,6
13159,13174,5
13138,13142,4
7376,8013,4
13456,13487,4
13549,13560,5
12617,13456,4
2408,8372,4
4115,11166,4
13642,13693,4
7773,10093,4
2370,7324,4
5634,8552,6
1424,11509,4
2857,8446,5
1242,9919,4
9480,9725,4
2561,11208,5
1482,3880,5
7866,11508,5
6749,11088,4
7612,9300,4
5355,8562,5
7547,11847,4
1826,11607,4
5610,6155,4
1033,12570,4
1829,8132,5
1753,3875,4
8132,12389,5
7209,9777,5
3608,6099,4
13557,13627,4
1850,10627,4
2068,3851,4
603,11326,6
