Passenger 1 ID,Passenger 2 ID,Number of flights together
5416,5464,6
5422,5450,6
1401,4546,6
1315,4087,5
5614,5632,5
4009,5436,6
1484,5494,5
4339,5448,6
2969,5481,5
4083,5426,6
1337,5456,5
3690,3716,4
1903,2036,6
744,2911,4
4282,5098,4
5771,5782,4
5730,5791,4
5722,5741,4
5708,5725,5
5737,5744,4
5760,5792,4
5715,5754,4
5814,5836,5
3823,5417,4
2792,4911,4
1865,4990,8
3928,4404,4
1078,4957,4
3962,4402,4
3267,4177,4
670,2068,4
2106,3587,4
1528,3919,4
374,402,4
374,1649,4
5913,5938,4
5926,5984,4
5934,5982,6
291,1994,4
6014,6093,5
6036,6059,4
6001,6047,7
1616,5996,4
2869,5741,4
2760,5797,4
1865,6016,6
4412,6075,6
2576,6095,4
6456,6488,4
1643,4430,4
1692,4346,4
2560,3920,4
3404,3920,4
1598,5422,5
1662,2509,4
1548,6092,4
1548,5467,4
1548,1651,4
1572,1662,5
4593,5422,4
3991,4988,4
6529,6594,5
1554,2035,6
4983,6418,7
6719,6781,5
6860,6863,4
6836,6884,6
6819,6890,4
1819,4292,4
5053,5467,4
391,4205,4
631,5455,4
6950,6984,4
7026,7059,4
7379,7398,4
7338,7395,5
7443,7493,4
7413,7481,4
1028,3293,5
5653,6343,5
1472,3512,4
438,2734,5
7813,7860,6
7813,7896,6
7853,7859,4
2075,4223,5
53,652,4
8004,8010,4
8211,8243,5
8217,8231,4
1347,3512,4
2886,4700,5
8368,8394,4
8373,8375,5
1011,4636,4
2700,7778,4
7774,8328,4
4217,5583,4
7872,8353,7
8501,8516,4
3367,6418,4
1053,6447,7
4899,5081,4
1638,4897,5
605,2870,4
2440,7627,5
2786,4473,4
1554,7575,4
2758,3760,5
6447,8073,5
603,6032,5
5964,6866,4
4373,6893,4
438,6814,4
2717,6836,4
5966,6864,4
5966,6874,4
5966,6063,4
3576,6827,4
3544,5706,5
4316,6830,4
4990,6870,4
4990,6869,4
5788,6832,5
2773,5798,4
4969,6853,5
4412,6839,4
1884,6829,4
6773,8403,6
624,7712,4
368,2569,4
8609,8684,4
7346,8269,4
3503,8289,6
5423,8289,6
3093,8353,6
975,2926,4
8720,8793,4
8704,8747,6
1635,7602,6
625,1432,4
2857,4468,6
95,8190,7
1646,8190,6
2906,5411,6
2326,5411,4
8955,8996,4
8973,8995,4
8945,8963,5
8946,8980,5
8911,8955,4
1747,4389,4
1169,3295,4
467,1752,4
975,4421,5
1329,4421,5
3503,8190,7
3503,7662,7
1106,1833,5
1938,2642,4
1733,5332,8
6396,8257,4
6590,8212,4
1378,2519,5
9091,9096,5
9055,9088,5
9009,9066,4
9009,9068,5
529,2234,4
7768,8998,5
3709,7837,4
1042,4135,4
757,1544,4
6707,7872,4
5505,7866,5
3330,6750,4
3330,6707,4
625,6786,5
1635,1940,5
5766,6242,4
1244,5766,5
5490,6100,5
732,4395,4
5668,5787,4
1053,6773,5
249,7034,4
6259,6486,4
4031,7033,4
3175,8948,5
3242,7451,4
9330,9332,4
9330,9353,8
9346,9364,4
9318,9348,6
9392,9394,4
3043,7246,4
1223,1430,4
5592,5867,4
9672,9684,5
9611,9686,5
9665,9686,5
9630,9650,4
9623,9636,4
1413,3432,4
3432,7909,4
1319,9243,4
9924,9944,5
6523,9028,4
4918,9072,4
603,7350,4
415,920,4
10024,10095,7
3755,9532,4
3466,9963,4
2269,4611,5
187,5672,5
187,9619,5
4852,9601,5
4852,9677,5
4329,5383,4
388,9660,5
2012,3187,6
9386,10048,6
9363,10004,5
3405,9769,4
82,1526,4
4031,9755,6
10327,10346,6
10315,10377,4
5303,7700,4
8093,9030,4
9769,9958,4
6813,10327,4
1641,10371,4
10408,10464,4
10433,10456,4
10416,10433,5
5812,9828,4
2857,7768,5
2482,3278,9
9069,10368,5
1917,8363,4
7139,10629,4
6588,7551,4
3025,9598,4
5396,7600,4
5396,8171,4
4941,8807,4
8262,9645,6
10706,10756,4
10727,10744,5
10744,10795,5
10764,10780,4
10705,10788,4
10779,10796,4
1631,3921,6
163,5956,4
9294,9660,4
11128,11157,4
11178,11190,4
11103,11137,4
11164,11200,4
11115,11161,4
11121,11145,5
11139,11151,4
11109,11127,4
11180,11196,4
11114,11183,4
11126,11155,4
3573,6824,4
2033,10334,5
9063,9828,6
6777,9063,4
4650,9752,4
4453,8165,4
4467,9621,4
7560,10719,7
5503,10753,5
3618,10716,4
525,8961,4
5375,8873,5
3784,7979,4
1020,10746,4
3503,8024,4
1343,2718,6
4130,4650,4
11508,11510,4
620,11276,6
75,620,6
9251,9962,4
4554,7713,4
4514,8511,4
2185,7801,4
2185,9441,8
8595,9441,8
10989,11224,5
3959,10420,4
4034,4700,5
2033,7026,4
3486,11359,4
3486,10334,4
3880,10899,5
7138,9287,4
5227,8579,5
7008,7995,4
11914,11923,7
7209,8268,5
3416,9376,4
5456,5594,4
863,2108,4
400,7706,4
8424,10037,4
1378,7677,4
3399,6804,4
7579,10058,5
7579,8194,6
335,628,4
4713,7983,5
4713,10460,7
4193,5009,5
857,7902,4
1475,8679,5
6529,9376,5
8299,8363,4
6113,6447,6
5958,11262,5
3663,10175,4
7859,9177,4
9369,11400,4
1352,10569,5
12130,12173,6
1164,11957,4
7801,8445,4
1246,5873,4
4070,7560,5
7560,11898,4
7364,8299,4
4056,10125,4
3191,8330,4
5231,7693,4
1860,5653,4
2458,10089,4
335,3963,4
7881,10460,4
3894,4502,4
10620,12210,5
9294,10009,4
3534,8539,4
8922,10382,5
3296,3538,4
3913,4179,4
1431,9501,4
559,8514,6
2758,6570,4
12427,12454,4
12401,12477,5
1383,6987,4
3581,9522,4
5043,8785,4
2358,6246,5
1562,2408,4
8545,8922,4
1429,4204,4
1867,8644,4
1563,5711,4
4287,5375,4
1555,9062,5
4193,9600,4
5628,11381,4
767,8030,4
9324,11243,4
9798,11239,4
4004,7403,4
264,6865,4
1449,6953,4
12088,12144,4
12516,12582,4
23,10465,4
5219,8290,5
5530,8290,5
1812,4529,4
5096,12574,6
1739,6743,4
2941,6066,4
1323,3665,4
1410,6458,4
1029,7068,4
2653,7509,6
12615,12695,4
12358,12512,4
1563,8871,4
1982,3071,4
12747,12797,4
12705,12738,5
3542,5044,4
12826,12841,4
2767,9596,4
8944,10786,4
407,1863,4
10809,11225,4
5526,9600,4
11098,11280,4
2518,10406,4
3608,5010,4
10572,11290,4
3529,3889,5
11239,12298,4
1637,3524,4
1466,10908,6
1281,4957,4
7200,8671,4
2043,12273,4
13407,13416,4
13541,13586,4
3847,5470,4
2810,4496,4
2160,2810,4
2662,9875,5
13217,13462,5
4475,8375,4
9696,13663,5
10507,13654,4
6905,9725,4
4410,9505,4
13848,13851,6
13833,13885,4
13862,13868,4
1225,6731,4
7995,8132,5
5240,12594,5
3615,12586,4
1064,12553,4
8348,11871,4
2243,6923,4
3680,13251,5
4543,12497,4
6553,9505,5
14044,14074,4
8529,13731,4
12600,12841,6
7620,8298,5
3332,5355,4
7710,8258,4
9280,13819,7
13432,13830,4
9974,12323,5
7721,9994,6
8383,13221,4
1769,13561,5
12486,13781,4
8234,12600,4
1568,13957,4
3488,12032,4
7591,7627,4
4421,14087,4
4391,11676,4
2610,10595,4
3123,11880,4
42,4685,7
4685,7661,7
183,4770,4
712,2994,4
2106,6067,4
6778,11993,4
5278,10918,4
8145,11651,4
738,938,5
8116,8590,4
5516,8358,4
3484,9082,4
9445,11353,5
8106,13194,5
6261,14093,4
10116,10274,5
14778,14780,4
14713,14792,4
14727,14759,4
14727,14731,4
14716,14793,4
15146,15167,4
15115,15176,4
119,121,6
341,374,5
313,366,5
450,468,4
432,478,4
615,650,4
729,768,5
726,755,5
751,762,6
737,758,5
761,786,5
848,868,6
848,881,4
850,884,4
843,859,5
845,859,4
354,1056,5
1211,1254,4
1201,1241,4
1333,1359,4
1434,1500,4
305,1002,4
330,1001,4
368,1002,4
361,1099,5
1222,1284,4
1314,1323,5
781,1038,4
392,733,4
324,761,6
360,740,4
763,1029,5
1592,1598,4
1786,1790,4
1877,1883,4
1958,1986,4
1966,1990,4
1919,1942,6
1957,1979,4
2111,2141,4
2111,2122,4
2133,2156,4
2253,2258,4
2261,2284,5
2262,2288,4
2231,2232,4
2226,2276,6
2235,2249,5
2272,2290,6
2432,2481,4
95,2038,5
119,2082,4
2610,2644,4
2728,2773,7
2857,2894,4
391,431,5
3134,3151,4
3134,3193,4
3135,3161,4
3154,3182,4
3380,3382,5
3317,3332,4
255,3104,7
248,3192,4
231,638,4
3411,3440,4
3414,3461,5
3530,3583,4
3616,3699,4
751,3490,4
1095,3436,4
3967,3994,7
4029,4037,4
4013,4052,8
4075,4088,4
4009,4083,10
4016,4083,7
679,3188,5
263,2152,5
286,3151,4
1108,1472,5
275,2573,4
1208,1677,9
437,2501,4
1223,3980,4
2278,3548,4
2229,3579,4
4229,4239,4
4270,4288,4
290,374,4
696,3476,5
1255,3157,4
979,1351,9
1351,2992,6
933,1322,5
994,1314,4
443,3940,7
1576,1673,5
4423,4449,4
4425,4499,4
2441,3603,5
2467,3675,5
2500,3694,6
4542,4593,5
4569,4590,7
4009,4339,11
4053,4339,6
1627,2197,4
4615,4632,4
4650,4670,4
4625,4651,4
1666,2939,6
1337,1696,6
1394,1439,4
544,1508,4
2026,3689,6
61,2480,4
2440,3615,4
72,3629,7
1865,4674,9
928,4011,5
2969,4364,5
2969,4025,7
1314,4388,5
4965,4982,4
4933,4977,5
4903,4945,6
4916,4962,4
2528,3990,4
759,3994,5
2272,2447,4
5345,5351,4
5312,5393,5
946,2935,5
912,2407,4
2295,2935,4
3858,5333,6
3184,5356,5
1101,4118,5
4587,5311,5
774,3716,4
309,3482,4
750,3412,4
5477,5490,4
5458,5464,4
5416,5438,4
5401,5421,7
5412,5419,6
5496,5498,4
5486,5498,7
5406,5431,4
993,4084,4
4316,5486,5
1464,5404,5
4241,5095,4
4224,4678,4
5735,5781,4
5702,5766,4
5723,5755,4
5768,5791,4
782,4330,4
2773,4969,8
3169,4468,5
4412,4607,7
888,3253,4
752,1528,4
2686,3569,4
1649,2998,4
402,3493,4
2320,3952,4
226,3919,5
5946,5990,5
5919,5976,5
839,2173,5
6016,6039,7
6015,6043,6
6010,6087,6
6121,6169,5
3278,4798,6
6357,6364,4
5792,5912,4
2957,5732,5
3544,6064,7
4972,6093,4
1587,6067,4
4904,5490,5
2251,5486,4
975,6003,4
4482,6056,4
1482,3513,4
5455,6092,5
3404,3963,4
4945,5450,4
3987,4941,4
3940,4609,4
1444,1572,4
1548,4988,4
4914,6092,5
4430,4914,5
6555,6591,5
2817,3109,4
6731,6753,4
6848,6884,7
6829,6866,5
6832,6847,5
6817,6878,5
4264,5082,5
2710,5422,4
2848,3861,4
6906,6979,5
6911,6981,4
7324,7356,5
7307,7358,4
7439,7484,4
7431,7477,4
7454,7486,4
4330,7554,4
813,5051,6
7601,7605,5
5653,7005,5
3994,4856,5
3173,5866,4
2886,5795,7
2691,3889,4
184,6469,5
4373,5977,5
5706,6469,5
2993,5724,5
5720,6408,5
438,5724,5
347,2485,4
8068,8089,6
1280,4830,4
602,5308,4
3102,5775,6
8128,8140,4
8231,8281,4
172,4177,4
7369,8350,5
7331,7741,4
2285,7120,5
392,1849,11
4384,8350,7
3188,3367,4
2569,4854,7
188,4166,4
826,5497,4
1005,1684,5
4279,4819,4
347,2700,4
4285,5401,4
5769,6001,7
5494,5769,4
5964,6064,4
4373,6848,4
2734,6069,4
6064,6469,4
438,4607,4
6063,6833,4
4674,6893,4
5440,6809,4
5440,5993,4
4607,5788,4
3120,6001,4
184,6077,4
2294,6858,4
2294,6874,5
4990,6829,6
2993,5494,4
4942,5966,4
5734,6836,4
4969,6864,5
2802,3368,5
5423,6805,6
877,1700,4
3472,3777,4
2926,5789,7
2857,7662,6
5442,7606,5
606,3735,4
1432,8158,4
1432,5442,4
8981,8988,7
8930,8978,4
8965,8970,4
5978,6580,4
1946,3784,4
4563,6036,4
3590,8190,8
625,7868,5
2433,5540,4
2644,4586,4
546,5232,4
1106,4194,4
551,5279,4
3012,7650,4
569,7700,4
6862,8211,4
1801,7747,4
4846,8596,4
3440,7418,5
286,860,4
6882,7829,4
6030,8557,6
3405,8358,4
3590,6745,4
1677,6703,4
663,6750,4
3216,7532,4
9237,9298,4
5590,6810,4
4983,8402,4
4190,6010,5
732,8485,5
1613,2939,4
5819,6020,4
5596,5911,4
1544,6259,4
3801,4171,4
9369,9395,8
9336,9393,4
8202,8593,4
4384,8837,5
3547,8202,4
439,1700,5
9650,9660,4
9610,9611,5
7590,9586,4
1598,9216,4
3963,9331,5
529,3432,4
7369,8893,4
9902,9988,5
9951,9995,4
4989,5855,4
2030,5332,4
3486,6972,4
1386,4171,4
2068,7243,7
4249,6100,5
4510,9318,4
3439,4933,4
4933,9619,5
1982,3439,4
4852,5672,4
1089,9624,4
5359,9693,4
3844,4076,4
1849,6668,6
3468,8979,4
148,1637,6
3028,8260,6
9362,10021,4
325,5113,4
4451,6729,7
1715,1822,6
5233,6878,4
2201,6474,4
6071,6800,4
10346,10371,5
10373,10377,5
8533,8818,4
459,8863,4
281,2625,4
10428,10480,4
10417,10424,5
10414,10458,4
10401,10407,5
10447,10480,4
5770,9665,4
1078,10396,6
6652,10331,4
3802,9834,5
10644,10697,6
3021,5081,6
4780,8714,4
511,10592,4
6741,9362,5
174,9066,5
2024,2336,5
2012,9700,6
6560,9700,5
1020,3894,6
10760,10798,8
10710,10737,5
10737,10786,4
226,9864,4
3233,5564,4
6089,10349,4
2851,10613,5
11030,11044,5
11047,11085,5
11169,11180,4
11175,11200,4
11128,11153,4
11106,11156,4
11101,11129,4
11103,11175,4
11131,11136,4
11131,11178,4
11150,11191,4
11135,11165,4
11143,11160,4
11156,11180,6
3573,4253,5
4359,11271,4
4774,10710,4
2945,10704,4
3002,10772,4
8729,10756,4
8515,8961,6
10960,11088,5
3078,8679,5
2033,9111,4
2926,10676,4
1475,3243,4
9057,10661,4
9977,10541,4
5325,9324,4
1863,3029,4
5538,10871,4
6356,8136,4
7998,8004,4
1246,8475,4
8149,9751,5
1413,9539,5
11723,11745,5
11870,11896,4
2937,5002,4
2284,10740,5
921,10453,4
3420,11729,4
1044,10799,4
736,10037,4
1064,4217,7
1404,2479,5
6548,7677,6
7076,7809,4
4010,10016,6
4121,7076,4
4363,8877,4
1064,11007,6
4584,11007,5
2489,11007,5
12057,12100,5
2458,4737,5
6114,6286,4
3078,8877,4
8017,8562,5
6827,10253,5
258,7919,4
4632,8006,5
6890,11868,5
11267,11332,6
9735,11011,4
6060,11896,4
2702,7180,4
1521,4497,4
7881,10095,5
3963,9725,5
1218,11957,5
3322,11803,4
7560,7837,4
8851,10719,6
5587,11652,4
4408,10266,4
878,11194,4
1617,9385,5
689,5560,4
1845,4529,4
1074,4735,5
2171,6385,4
9427,11315,4
7243,10243,5
4170,6548,5
10352,10899,4
6080,6548,5
4010,9522,4
2391,7641,4
7693,11963,5
344,1737,4
2974,5043,6
2681,3845,4
6929,8501,4
1812,10212,4
7770,11028,4
932,8039,4
7859,12458,4
10179,11649,5
1030,1337,4
2895,9409,4
2708,8121,4
739,7725,6
871,11074,4
7862,9623,4
9623,12088,4
12586,12589,5
12589,12594,5
420,11456,5
4444,11633,4
7924,10463,4
5046,10741,4
5955,10741,4
9540,9994,7
3513,7812,4
2185,5775,4
1703,8290,4
12761,12771,4
1351,1863,4
8871,10446,6
3180,9714,4
375,9922,5
2007,2829,5
348,11798,4
5073,9712,4
9033,9980,4
5998,10989,5
4379,4694,4
2545,10326,4
1281,2548,4
4450,9174,4
800,1826,6
12633,13440,4
13647,13668,4
3012,3429,4
2396,7469,4
10015,10184,4
2500,3410,5
9875,12097,4
1242,11353,6
3957,13195,5
5012,13541,4
4115,5012,5
157,5465,4
1950,7547,4
7670,13628,4
5240,9653,4
1753,12586,5
8348,9171,5
1977,13668,4
5836,13620,4
5990,6633,4
12001,13336,4
9721,11326,4
1723,6336,4
8258,10802,4
6743,9033,4
361,917,4
14055,14070,4
7643,8960,4
12298,13159,4
2055,4709,4
270,7544,4
4989,13851,4
1972,14018,4
6293,11587,5
356,10067,8
6591,13221,5
12486,13731,4
6758,10685,4
5319,13045,5
7627,11212,4
7085,11872,4
5319,12746,4
3319,10205,4
4685,13564,5
3107,8592,4
7727,12551,4
4687,11699,4
2099,12146,4
2684,8178,4
904,9992,4
4868,12717,4
1419,12323,5
712,10605,5
712,2639,5
2814,6399,4
1694,9082,4
1694,9039,4
5487,8106,5
6545,13295,4
12144,14093,4
1460,12144,5
14636,14690,4
14731,14763,4
14754,14787,4
148,174,7
240,260,4
244,263,6
367,384,4
344,350,6
542,563,4
631,666,4
729,791,5
706,778,5
706,792,6
743,791,5
727,758,6
727,762,5
712,743,5
724,760,9
709,751,6
785,795,5
869,883,4
826,851,4
844,850,4
821,885,4
801,849,4
1080,1099,4
1006,1040,4
1234,1254,4
1333,1376,4
1363,1372,4
1482,1484,8
204,283,5
1002,1013,5
378,1026,6
1074,1288,5
391,1288,4
724,1056,6
328,755,5
781,1072,4
397,1219,4
333,1066,6
1823,1827,4
1807,1897,4
1883,1897,4
1922,1991,4
2115,2120,4
2111,2135,4
2119,2126,4
2155,2190,4
2163,2173,4
2106,2123,5
2201,2292,4
2212,2293,6
2317,2390,4
2426,2440,4
56,169,5
2924,2977,5
3011,3058,4
3087,3093,7
461,1674,5
3101,3165,4
3152,3171,4
3206,3271,4
3309,3349,4
212,611,5
3463,3475,4
3475,3483,5
1569,2681,4
1223,2697,4
1506,2681,4
1092,2663,4
3565,3598,5
3547,3577,5
3524,3548,6
1023,3414,5
730,3487,4
760,3492,5
3739,3794,5
3809,3887,4
3904,3914,5
3933,3980,5
3902,3939,4
4071,4087,4
4009,4016,8
655,3155,6
1163,1499,5
4135,4139,7
1300,2545,4
450,2512,5
1616,2556,6
1238,2604,4
4252,4289,4
374,602,4
295,1095,4
292,1095,5
2589,3005,5
4359,4377,5
4359,4398,8
4345,4359,4
4342,4363,4
260,643,4
1396,2997,4
1298,3924,4
2521,2667,5
4036,4398,6
4451,4484,4
2315,3639,4
2325,2405,4
4504,4587,4
4628,4670,4
1444,1696,4
58,1034,4
1636,3087,4
1464,2941,8
407,2959,9
1986,3271,4
186,2475,5
72,3636,4
2759,4059,5
4840,4869,4
4925,4970,4
4917,4919,4
1084,3959,7
1437,2550,4
5067,5075,5
5027,5055,4
5226,5295,4
2404,3523,4
3547,3639,4
920,3635,4
972,3578,4
923,3681,4
997,1817,6
574,3115,4
5451,5467,5
5426,5499,7
5402,5416,5
1377,4329,5
1377,4398,4
2905,4359,5
4373,5481,8
2783,5496,4
1484,5481,5
4339,5412,5
4011,5401,5
4011,5448,5
4011,5421,5
4364,5439,5
169,731,4
1321,3367,4
993,1376,4
4297,5048,4
5716,5779,6
5716,5746,4
5701,5773,4
5720,5724,8
5720,5771,8
5879,5882,4
2965,5007,5
380,867,4
338,3415,4
374,3587,4
5935,5977,4
5948,5962,4
5910,5949,6
2182,4391,4
6037,6082,4
6031,6093,5
6046,6079,4
2619,4672,4
5456,6020,5
4607,5440,6
4412,6071,6
4933,6045,4
3998,5422,4
2544,4632,8
627,4485,4
4656,5450,5
1548,3937,8
4593,5467,6
5605,6121,4
6848,6864,5
6809,6866,5
6817,6858,5
3295,4178,4
3861,4212,4
1476,2596,5
2848,4647,4
7017,7080,4
7663,7694,5
1413,2460,4
966,7562,4
7707,7772,4
997,5769,5
5954,6469,5
324,5720,5
438,5720,5
7861,7882,5
7832,7834,4
53,1963,4
2062,5092,4
8044,8078,4
479,1697,4
8245,8290,4
8221,8236,4
8208,8238,4
2500,3509,4
6800,7593,4
4398,5564,4
4946,5782,4
3932,7120,4
4227,5034,4
8542,8577,5
1609,4584,4
680,739,4
3689,7697,5
857,4153,4
288,942,6
4182,4387,4
3695,6972,4
6927,7484,5
3967,6972,5
5074,6974,4
5769,6817,4
5964,6874,4
5724,6884,4
2734,6864,4
6064,6897,6
950,6884,4
6001,6848,4
5977,6839,4
6063,6836,4
4674,6855,5
5761,6864,5
5966,6001,4
4316,6897,6
6469,6832,4
5720,6898,4
2993,6855,4
4481,6884,4
4412,6889,4
1613,4627,6
18,8047,4
3368,7597,5
5737,6084,7
4221,7430,4
2620,6986,4
8609,8662,4
3330,4468,6
5411,7618,4
1432,7629,4
8915,8949,4
8920,8983,6
8931,8936,4
3293,7463,4
853,7120,5
1050,6486,5
8190,8209,6
814,7948,5
1183,5812,4
239,594,4
1811,2642,4
1933,2702,5
4338,5620,4
6127,8257,4
9039,9082,6
769,3246,4
860,6475,4
6524,8786,5
5423,5509,5
5505,7662,5
5411,6796,4
745,7023,6
745,5081,4
6294,8073,4
4627,4983,6
1250,5450,4
5795,8461,7
340,7418,5
364,9042,4
3356,9069,8
9342,9382,4
9326,9367,4
3924,8519,5
9434,9453,4
1343,3979,6
9620,9677,5
9684,9690,5
1005,9586,6
8228,9223,4
4389,9366,6
734,4719,5
135,8518,4
8558,9234,4
9950,9988,6
5855,6507,4
10058,10083,6
1684,2541,4
2797,3466,4
2713,5137,5
135,8270,4
2678,7833,5
3820,9968,4
3025,6584,5
4076,9690,4
4449,4852,4
5672,9622,5
5572,9640,5
4541,9793,4
624,9347,4
148,3028,6
3466,8350,4
9255,9750,4
4391,9626,4
392,2231,7
6453,6878,5
10335,10363,6
53,6694,5
1824,9850,4
8846,9340,4
4249,7298,4
6441,8363,4
8961,10349,4
8363,10332,4
10489,10495,4
10447,10478,4
10424,10439,5
6263,8014,4
2611,9617,4
5876,10322,4
2926,10373,4
3356,10325,6
4552,7810,6
2482,4283,5
2482,9874,4
1917,5546,5
8775,10107,4
4441,9101,4
2586,9356,4
9356,9935,4
1107,8714,4
2358,4876,5
6707,9834,4
9757,10541,5
9709,10530,4
5533,9068,6
1325,2534,4
9258,10128,4
9212,10110,5
10731,10796,4
10719,10780,4
10719,10778,8
10712,10760,4
10703,10756,5
10819,10841,4
9945,10508,4
11032,11094,5
11165,11199,4
11128,11164,4
11130,11178,4
11103,11156,4
11139,11193,4
11110,11181,4
11109,11188,4
11120,11129,4
11102,11109,4
11102,11139,4
662,4253,4
4359,11256,4
6783,11296,4
4451,10702,9
9645,10795,4
4202,10720,5
2012,10731,6
11353,11388,4
11433,11460,4
11442,11473,4
4613,9229,4
7433,10523,4
4293,6529,4
2068,8501,7
2678,7591,5
1863,4496,4
2457,2581,4
5941,6777,4
2097,7349,5
1966,4453,4
11521,11548,4
5538,10832,4
4650,10943,4
11636,11642,5
3518,9127,5
11856,11878,4
511,11120,4
5002,10862,7
167,10350,5
9551,10841,4
4348,4625,4
141,3551,4
5021,10203,5
5616,11878,4
8732,9653,4
7094,9296,4
2392,4110,4
3163,6143,4
8729,10615,4
5056,7919,5
5414,8348,7
614,3851,4
2174,3275,4
3432,4269,5
4269,4336,4
4010,4580,4
4121,10083,4
953,9300,4
3522,5292,4
11194,11759,4
5943,9421,5
1617,8653,5
47,8653,4
6114,10460,5
1783,4713,5
2953,5408,4
2100,9057,4
10301,11033,4
3290,5447,4
75,3299,4
4853,7393,4
11126,11868,4
1673,11280,6
637,9389,4
3994,8947,4
240,1825,4
2626,8927,4
942,11917,4
486,10841,4
2000,8163,4
6777,10234,6
8353,11803,4
9951,11871,4
10596,11652,4
1617,9395,5
628,1860,4
6114,8684,4
4737,8684,6
12328,12381,7
4784,9511,6
1074,2275,4
4181,5560,4
1016,7446,4
12411,12486,4
12440,12452,4
7243,8835,5
2702,4430,4
2974,3178,4
1057,10270,5
486,10516,4
4287,4781,4
5287,7393,4
1115,8539,4
1974,9755,4
9988,11649,5
6050,10179,4
2869,11767,5
7725,9472,5
3993,6953,5
1858,7230,4
8280,11808,4
11727,12018,4
2221,5418,4
12578,12598,4
9441,10112,4
4444,9063,4
7744,9700,4
7744,10937,4
7445,8880,4
3410,10015,4
4852,12233,4
5530,10552,5
7629,7904,4
2946,9356,4
4482,10705,4
10130,10478,5
664,1036,4
10398,12057,4
7724,12355,4
12730,12764,4
3912,11329,4
532,10167,5
9035,10585,6
761,1351,4
3030,11430,5
4543,9991,5
6535,9435,5
6923,7395,4
4393,12385,4
13506,13535,4
13567,13597,4
1714,7803,4
1770,9146,5
1779,5843,5
13640,13694,5
3847,7499,4
2910,10559,4
3309,3779,5
6220,12371,4
4502,13215,5
9480,13105,4
7393,13163,5
3121,4086,4
5910,10573,6
5910,6616,6
13788,13792,4
6460,10857,4
4637,13195,4
1981,8223,4
13432,13525,5
2565,13215,6
13803,13871,6
13822,13878,4
13851,13894,4
4463,13863,4
6162,8093,4
4333,10204,4
864,1265,4
3597,9777,4
8036,8348,5
1753,12594,4
6915,7825,4
11379,12582,4
1886,13297,4
637,9721,5
10573,13627,5
10004,13235,4
8005,12373,4
2717,9932,4
6336,13251,6
7327,9441,4
9864,13669,4
14022,14039,6
10175,11334,5
2468,8674,4
1626,8664,4
1143,4989,4
7533,13851,4
860,14022,5
8810,10067,5
12323,13296,6
5111,13556,4
2964,7099,5
6535,7721,5
6981,10568,4
10747,13628,4
1826,11571,4
712,6591,4
10167,12563,4
7099,8556,4
10244,13221,4
7624,12146,5
7624,9992,4
2922,12146,6
14225,14253,4
5545,11528,4
2350,5111,4
8552,10214,4
8211,11353,5
4090,8271,4
6460,9683,4
1200,10653,4
14752,14786,4
14702,14769,4
14702,14756,4
14725,14727,4
14727,14780,4
14716,14796,4
15115,15126,4
9445,15158,4
248,276,5
324,330,5
341,376,5
313,315,5
314,369,6
366,374,12
521,588,4
610,698,4
681,688,4
706,795,5
762,778,5
747,759,5
778,793,5
812,837,4
